"Comb_sciname" "BodyMass"
"4671" "Trapelus_tournevillei" "33.4"
"4672" "Laudakia_agrorensis" "48.8"
"4673" "Laudakia_dayana" "16"
"4674" "Laudakia_melanura" "105.9"
"4675" "Laudakia_nupta" "180"
"4676" "Laudakia_nuristanica" "84.9"
"4677" "Laudakia_pakistanica" "117.7"
"4678" "Laudakia_papenfussi" "65.2"
"4679" "Laudakia_sacra" "110.5"
"4680" "Laudakia_tuberculata" "117.7"
"4681" "Laudakia_wui" "55.9"
"4682" "Paralaudakia_badakhshana" "35.5"
"4683" "Paralaudakia_bochariensis" "58.9"
"4684" "Paralaudakia_caucasia" "183.3"
"4685" "Paralaudakia_erythrogaster" "120.1"
"4686" "Paralaudakia_himalayana" "105.9"
"4687" "Paralaudakia_lehmanni" "117.7"
"4688" "Paralaudakia_microlepis" "115.3"
"4689" "Paralaudakia_stoliczkana" "207.3"
"4690" "Stellagama_stellio" "334.6"
"4691" "Phrynocephalus_ahvazicus" "4.1"
"4692" "Phrynocephalus_ananjevae" "3.9"
"4693" "Phrynocephalus_arabicus" "6.8"
"4694" "Phrynocephalus_maculatus" "24.9"
"4695" "Phrynocephalus_axillaris" "8.2"
"4696" "Phrynocephalus_clarkorum" "2.8"
"4697" "Phrynocephalus_erythrurus" "5.6"
"4698" "Phrynocephalus_vlangalii" "18.7"
"4699" "Phrynocephalus_theobaldi" "5.8"
"4700" "Phrynocephalus_euptilopus" "8"
"4701" "Phrynocephalus_forsythii" "7.1"
"4702" "Phrynocephalus_golubewii" "9.9"
"4703" "Phrynocephalus_guttatus" "8.8"
"4704" "Phrynocephalus_przewalskii" "24.1"
"4705" "Phrynocephalus_versicolor" "9.6"
"4706" "Phrynocephalus_helioscopus" "11"
"4707" "Phrynocephalus_persicus" "6.5"
"4708" "Phrynocephalus_interscapularis" "2.3"
"4709" "Phrynocephalus_luteoguttatus" "3.2"
"4710" "Phrynocephalus_mystaceus" "63.1"
"4711" "Phrynocephalus_ornatus" "3.2"
"4712" "Phrynocephalus_putjatai" "9"
"4713" "Phrynocephalus_raddei" "6.2"
"4714" "Phrynocephalus_reticulatus" "5.2"
"4715" "Phrynocephalus_roborowskii" "24.1"
"4716" "Phrynocephalus_rossikowi" "3.9"
"4717" "Phrynocephalus_scutellatus" "5.5"
"4718" "Phrynocephalus_strauchi" "3.9"
"4719" "Acanthosaura_armata" "95"
"4720" "Acanthosaura_bintangensis" "99.3"
"4721" "Acanthosaura_brachypoda" "54.4"
"4722" "Acanthosaura_coronata" "89.8"
"4723" "Acanthosaura_cardamomensis" "116.2"
"4724" "Acanthosaura_crucigera" "130.3"
"4725" "Acanthosaura_nataliae" "138.3"
"4726" "Acanthosaura_lepidogaster" "46.2"
"4727" "Acanthosaura_titiwangsaensis" "117.9"
"4728" "Acanthosaura_capra" "90.8"
"4729" "Gonocephalus_robinsonii" "138.3"
"4730" "Japalura_andersoniana" "13.7"
"4731" "Japalura_batangensis" "12.6"
"4732" "Japalura_brevicauda" "8.4"
"4733" "Japalura_brevipes" "12.6"
"4734" "Japalura_chapaensis" "6.7"
"4735" "Japalura_fasciata" "18"
"4736" "Japalura_grahami" "4.1"
"4737" "Japalura_hamptoni" "15.5"
"4738" "Japalura_luei" "13.4"
"4739" "Japalura_makii" "19.4"
"4740" "Japalura_micangshanensis" "12.1"
"4741" "Japalura_otai" "6.4"
"4742" "Japalura_planidorsata" "4.7"
"4743" "Japalura_polygonata" "16.8"
"4744" "Japalura_sagittifera" "8.3"
"4745" "Japalura_yulongensis" "6.8"
"4746" "Japalura_zhaoermii" "20.2"
"4747" "Pseudocalotes_andamanensis" "21.7"
"4748" "Pseudocalotes_austeniana" "54.4"
"4749" "Pseudocalotes_brevipes" "15.1"
"4750" "Pseudocalotes_cybelidermus" "27.6"
"4751" "Pseudocalotes_dringi" "11.2"
"4752" "Pseudocalotes_flavigula" "16.8"
"4753" "Pseudocalotes_floweri" "32.4"
"4754" "Pseudocalotes_guttalineatus" "28.8"
"4755" "Pseudocalotes_kakhienensis" "70.2"
"4756" "Pseudocalotes_khaonanensis" "38.3"
"4757" "Pseudocalotes_kingdonwardi" "36.7"
"4758" "Pseudocalotes_larutensis" "15"
"4759" "Pseudocalotes_microlepis" "20.2"
"4760" "Pseudocalotes_poilani" "24.1"
"4761" "Pseudocalotes_rhammanotus" "10"
"4762" "Pseudocalotes_saravacensis" "18"
"4763" "Pseudocalotes_tympanistriga" "17.2"
"4764" "Pseudocalotes_ziegleri" "15.6"
"4765" "Aphaniotis_acutirostris" "12.1"
"4766" "Aphaniotis_ornata" "5.8"
"4767" "Aphaniotis_fusca" "12.6"
"4768" "Coryphophylax_brevicaudus" "8.2"
"4769" "Coryphophylax_subcristatus" "47.2"
"4770" "Bronchocela_celebensis" "58"
"4771" "Bronchocela_smaragdina" "48.8"
"4772" "Bronchocela_cristatella" "75.5"
"4773" "Bronchocela_danieli" "16.7"
"4774" "Bronchocela_hayeki" "58.9"
"4775" "Bronchocela_vietnamensis" "62"
"4776" "Bronchocela_jubata" "117.7"
"4777" "Bronchocela_marmorata" "66.8"
"4778" "Bronchocela_orlovi" "44.9"
"4779" "Bronchocela_rubrigularis" "40.5"
"4780" "Gonocephalus_bornensis" "90.8"
"4781" "Gonocephalus_abbotti" "152.4"
"4782" "Gonocephalus_bellii" "123.6"
"4783" "Gonocephalus_beyschlagi" "68.5"
"4784" "Gonocephalus_chamaeleontinus" "173.6"
"4785" "Gonocephalus_kuhlii" "225.7"
"4786" "Gonocephalus_doriae" "152.4"
"4787" "Gonocephalus_grandis" "143.8"
"4788" "Gonocephalus_interruptus" "28.5"
"4789" "Gonocephalus_klossi" "158.2"
"4790" "Gonocephalus_lacunosus" "117.7"
"4791" "Gonocephalus_liogaster" "105.9"
"4792" "Gonocephalus_megalepis" "101.5"
"4793" "Gonocephalus_mjobergi" "22.5"
"4794" "Gonocephalus_semperi" "50.2"
"4795" "Gonocephalus_sophiae" "117.7"
"4796" "Phoxophrys_borneensis" "9.2"
"4797" "Phoxophrys_nigrilabris" "6.2"
"4798" "Phoxophrys_cephalum" "19.4"
"4799" "Phoxophrys_tuberculata" "2.4"
"4800" "Calotes_aurantolabium" "16.1"
"4801" "Calotes_bachae" "30.4"
"4802" "Calotes_bhutanensis" "7.2"
"4803" "Calotes_calotes" "95"
"4804" "Calotes_htunwini" "25.3"
"4805" "Calotes_ceylonensis" "18.7"
"4806" "Calotes_liocephalus" "33.4"
"4807" "Calotes_chincollium" "101.2"
"4808" "Calotes_emma" "66.8"
"4809" "Calotes_mystaceus" "138.3"
"4810" "Calotes_desilvai" "16.7"
"4811" "Calotes_grandisquamis" "117.7"
"4812" "Calotes_irawadi" "41"
"4813" "Calotes_versicolor" "117.7"
"4814" "Calotes_jerdoni" "75.5"
"4815" "Calotes_liolepis" "33.4"
"4816" "Calotes_nigrilabris" "95.2"
"4817" "Calotes_manamendrai" "10.9"
"4818" "Calotes_maria" "58.9"
"4819" "Calotes_medogensis" "14.3"
"4820" "Calotes_nemoricola" "117.7"
"4821" "Calotes_nigriplicatus" "10.5196"
"4822" "Calotes_pethiyagodai" "25.6"
"4823" "Ceratophora_aspera" "2.7"
"4824" "Ceratophora_erdeleni" "19.4"
"4825" "Ceratophora_stoddartii" "22.9"
"4826" "Ceratophora_tennentii" "24.1"
"4827" "Ceratophora_karu" "1.9"
"4828" "Cophotis_ceylanica" "9.6"
"4829" "Cophotis_dumbara" "6.6"
"4830" "Lyriocephalus_scutatus" "225.7"
"4831" "Complicitus_nigrigularis" "14.3"
"4832" "Dendragama_boulengeri" "13.7"
"4833" "Harpesaurus_beccarii" "20.9"
"4834" "Harpesaurus_borneensis" "6.5"
"4835" "Harpesaurus_modiglianii" "18.7"
"4836" "Harpesaurus_tricinctus" "8.4"
"4837" "Harpesaurus_ensicauda" "6.8"
"4838" "Hypsicalotes_kinabaluensis" "105.9"
"4839" "Lophocalotes_ludekingi" "25.8"
"4840" "Oriocalotes_paulus" "12.1"
"4841" "Otocryptis_beddomei" "2.8"
"4842" "Otocryptis_nigristigma" "16.7"
"4843" "Otocryptis_wiegmanni" "16.7"
"4844" "Sitana_fusca" "3.4"
"4845" "Sitana_schleichi" "1.9"
"4846" "Sitana_sivalensis" "2.7"
"4847" "Salea_anamallayana" "46.2"
"4848" "Salea_gularis" "59.9"
"4849" "Salea_horsfieldii" "28.5"
"4850" "Psammophilus_blanfordanus" "37.7"
"4851" "Psammophilus_dorsalis" "95"
"4852" "Pseudocophotis_kontumensis" "22.3"
"4853" "Pseudocophotis_sumatrana" "22.5"
"4854" "Thaumatorhynchus_brooksi" "6.8"
"4855" "Draco_abbreviatus" "19.6"
"4856" "Draco_beccarii" "5.4"
"4857" "Draco_bourouniensis" "7.3"
"4858" "Draco_rhytisma" "6.1"
"4859" "Draco_biaro" "4.6"
"4860" "Draco_caerulhians" "5.6"
"4861" "Draco_spilonotus" "5.2"
"4862" "Draco_bimaculatus" "4.1"
"4863" "Draco_blanfordii" "20.8"
"4864" "Draco_indochinensis" "12.7"
"4865" "Draco_haematopogon" "10.4"
"4866" "Draco_formosus" "12.1"
"4867" "Draco_obscurus" "13.3"
"4868" "Draco_taeniopterus" "5.8"
"4869" "Draco_melanopogon" "7.8"
"4870" "Draco_quinquefasciatus" "12.1"
"4871" "Draco_mindanensis" "12.1"
"4872" "Draco_maximus" "29"
"4873" "Draco_boschmai" "7.3"
"4874" "Draco_timorensis" "7.8"
"4875" "Draco_sumatranus" "7.3"
"4876" "Draco_volans" "8.5"
"4877" "Draco_jareckii" "7.1"
"4878" "Draco_cornutus" "7.6"
"4879" "Draco_cyanopterus" "8.2"
"4880" "Draco_reticulatus" "19.6"
"4881" "Draco_palawanensis" "6.1"
"4882" "Draco_ornatus" "7.6"
"4883" "Draco_quadrasi" "6.4"
"4884" "Draco_spilopterus" "10.2"
"4885" "Draco_guentheri" "9"
"4886" "Draco_cristatellus" "7.5"
"4887" "Draco_fimbriatus" "19.7"
"4888" "Draco_maculatus" "6.5"
"4889" "Draco_dussumieri" "8.7"
"4890" "Draco_iskandari" "4.8"
"4891" "Draco_modiglianii" "4.3"
"4892" "Draco_norvillii" "12.7"
"4893" "Draco_supriatnai" "5.8"
"4894" "Draco_walkeri" "7.4"
"4895" "Japalura_dasi" "8.6"
"4896" "Japalura_tricarinata" "6.3"
"4897" "Japalura_kumaonensis" "8"
"4898" "Japalura_major" "27.6"
"4899" "Japalura_variegata" "61.8"
"4900" "Ptyctolaemus_collicristatus" "25.2"
"4901" "Ptyctolaemus_gularis" "22"
"4902" "Mantheyus_phuwuanensis" "24.1"
"4903" "Amphibolurus_muricatus" "66.8"
"4904" "Amphibolurus_norrisi" "54.4"
"4905" "Lophognathus_burnsi" "84.9"
"4906" "Lophognathus_gilberti" "84.9"
"4907" "Chlamydosaurus_kingii" "911.5"
"4908" "Diporiphora_adductus" "9.9"
"4909" "Diporiphora_albilabris" "6.7"
"4910" "Diporiphora_arnhemica" "8"
"4911" "Diporiphora_lalliae" "14.3"
"4912" "Diporiphora_bennettii" "16.7"
"4913" "Diporiphora_amphiboluroides" "27.6"
"4914" "Diporiphora_ameliae" "9.6"
"4915" "Diporiphora_australis" "14.8"
"4916" "Diporiphora_bilineata" "11"
"4917" "Diporiphora_nobbi" "19.4"
"4918" "Diporiphora_phaeospinosa" "13.7"
"4919" "Diporiphora_convergens" "1.2"
"4920" "Diporiphora_linga" "7.2"
"4921" "Diporiphora_winneckei" "11"
"4922" "Diporiphora_magna" "24.1"
"4923" "Diporiphora_pindan" "7.2"
"4924" "Diporiphora_valens" "15.5"
"4925" "Diporiphora_margaretae" "6.5"
"4926" "Diporiphora_paraconvergens" "6.8"
"4927" "Diporiphora_reginae" "12.1"
"4928" "Diporiphora_vescus" "7.8"
"4929" "Diporiphora_superba" "28.5"
"4930" "Pogona_barbata" "574.9"
"4931" "Pogona_nullarbor" "97.1"
"4932" "Pogona_henrylawsoni" "122.6"
"4933" "Pogona_mitchelli" "152.4"
"4934" "Pogona_vitticeps" "574.9"
"4935" "Pogona_minima" "173.6"
"4936" "Pogona_microlepidota" "207.3"
"4937" "Rankinia_diemensis" "19.4"
"4938" "Tympanocryptis_centralis" "5.2"
"4939" "Tympanocryptis_lineata" "12.1"
"4940" "Tympanocryptis_intima" "7.2"
"4941" "Tympanocryptis_cephalus" "7.6"
"4942" "Tympanocryptis_uniformis" "3.9"
"4943" "Tympanocryptis_houstoni" "10.1"
"4944" "Tympanocryptis_pinguicolla" "6.7"
"4945" "Tympanocryptis_tetraporophora" "13.1"
"4946" "Lophognathus_longirostris" "50.2"
"4947" "Lophognathus_maculilabris" "31.4"
"4948" "Lophognathus_temporalis" "123.6"
"4949" "Cryptagama_aurita" "3"
"4950" "Ctenophorus_adelaidensis" "4.7"
"4951" "Ctenophorus_chapmani" "4.4"
"4952" "Ctenophorus_butlerorum" "2.4"
"4953" "Ctenophorus_parviceps" "4.4"
"4954" "Ctenophorus_clayi" "6.2"
"4955" "Ctenophorus_maculosus" "11"
"4956" "Ctenophorus_caudicinctus" "38.9"
"4957" "Ctenophorus_ornatus" "28.5"
"4958" "Ctenophorus_femoralis" "5.8"
"4959" "Ctenophorus_fordi" "6.2"
"4960" "Ctenophorus_maculatus" "9.6"
"4961" "Ctenophorus_pictus" "13.6"
"4962" "Ctenophorus_isolepis" "18.7"
"4963" "Ctenophorus_mckenziei" "14.8"
"4964" "Ctenophorus_scutulatus" "51.6"
"4965" "Ctenophorus_salinarum" "15.4"
"4966" "Ctenophorus_nguyarna" "15.7"
"4967" "Ctenophorus_cristatus" "47.5"
"4968" "Ctenophorus_gibba" "29.4"
"4969" "Ctenophorus_decresii" "24.1"
"4970" "Ctenophorus_fionni" "29.4"
"4971" "Ctenophorus_tjantjalka" "13.7"
"4972" "Ctenophorus_vadnappa" "24.1"
"4973" "Ctenophorus_rufescens" "30.4"
"4974" "Ctenophorus_yinnietharra" "21.7"
"4975" "Ctenophorus_mirrityana" "24.7"
"4976" "Ctenophorus_nuchalis" "70.2"
"4977" "Ctenophorus_reticulatus" "42.4"
"4978" "Intellagama_lesueurii" "901.8"
"4979" "Chelosania_brunnea" "55.9"
"4980" "Hypsilurus_auritus" "75.5"
"4981" "Hypsilurus_binotatus" "287.5"
"4982" "Hypsilurus_boydii" "189.9"
"4983" "Hypsilurus_bruijnii" "101.5"
"4984" "Hypsilurus_nigrigularis" "443.8"
"4985" "Hypsilurus_capreolatus" "57.4"
"4986" "Hypsilurus_dilophus" "386.6"
"4987" "Hypsilurus_geelvinkianus" "33.4"
"4988" "Hypsilurus_godeffroyi" "474.4"
"4989" "Hypsilurus_hikidanus" "138.3"
"4990" "Hypsilurus_longi" "474.4"
"4991" "Hypsilurus_macrolepis" "95"
"4992" "Hypsilurus_magnus" "455.9"
"4993" "Hypsilurus_modestus" "41.2"
"4994" "Hypsilurus_ornatus" "130.3"
"4995" "Hypsilurus_papuensis" "435.4"
"4996" "Hypsilurus_schoedei" "71.9"
"4997" "Hypsilurus_schultzewestrumi" "161.2"
"4998" "Hypsilurus_spinipes" "86.8"
"4999" "Hypsilurus_tenuicephalus" "120.1"
"5000" "Moloch_horridus" "62"
"5001" "Physignathus_cocincinus" "574.9"
"5002" "Hydrosaurus_amboinensis" "1634.3"
"5003" "Hydrosaurus_pustulatus" "817.4"
"5004" "Hydrosaurus_weberi" "1361.4"
"5005" "Callisaurus_draconoides" "39.7"
"5006" "Cophosaurus_texanus" "23.1"
"5007" "Holbrookia_approximans" "13.1"
"5008" "Holbrookia_maculata" "14.6"
"5009" "Holbrookia_propinqua" "8.8"
"5010" "Holbrookia_elegans" "14.6"
"5011" "Holbrookia_lacerata" "12.6"
"5012" "Uma_exsul" "31.6"
"5013" "Uma_paraphygas" "23.1"
"5014" "Uma_inornata" "56.1"
"5015" "Uma_notata" "53.7"
"5016" "Uma_scoparia" "46.9"
"5017" "Phrynosoma_asio" "56.7"
"5018" "Phrynosoma_cornutum" "63.7"
"5019" "Phrynosoma_blainvillii" "44.8"
"5020" "Phrynosoma_wigginsi" "20.4"
"5021" "Phrynosoma_coronatum" "44.8"
"5022" "Phrynosoma_solare" "48"
"5023" "Phrynosoma_goodei" "23.8"
"5024" "Phrynosoma_platyrhinos" "27.5"
"5025" "Phrynosoma_mcallii" "40"
"5026" "Phrynosoma_braconnieri" "16.8"
"5027" "Phrynosoma_sherbrookei" "8.9"
"5028" "Phrynosoma_taurus" "23.8"
"5029" "Phrynosoma_ditmarsi" "23.8"
"5030" "Phrynosoma_hernandesi" "57.3"
"5031" "Phrynosoma_douglasii" "57.3"
"5032" "Phrynosoma_orbiculare" "29.1"
"5033" "Phrynosoma_modestum" "12.6"
"5034" "Petrosaurus_mearnsi" "36.9"
"5035" "Petrosaurus_repens" "62.4"
"5036" "Petrosaurus_thalassinus" "141.1"
"5037" "Petrosaurus_slevini" "32.4"
"5038" "Sceloporus_acanthinus" "30.7"
"5039" "Sceloporus_adleri" "14"
"5040" "Sceloporus_stejnegeri" "26.7"
"5041" "Sceloporus_formosus" "22.4"
"5042" "Sceloporus_cryptus" "10.2"
"5043" "Sceloporus_subpictus" "10.4"
"5044" "Sceloporus_lundelli" "31.6"
"5045" "Sceloporus_malachiticus" "30.1"
"5046" "Sceloporus_smaragdinus" "21.1"
"5047" "Sceloporus_taeniocnemis" "18.5"
"5048" "Sceloporus_edwardtaylori" "37.8"
"5049" "Sceloporus_horridus" "49.1"
"5050" "Sceloporus_spinosus" "58.6"
"5051" "Sceloporus_aeneus" "8"
"5052" "Sceloporus_bicanthalis" "8.8"
"5053" "Sceloporus_chaneyi" "6.1"
"5054" "Sceloporus_goldmani" "8"
"5055" "Sceloporus_samcolemani" "8.4"
"5056" "Sceloporus_scalaris" "16.2"
"5057" "Sceloporus_slevini" "12.1"
"5058" "Sceloporus_albiventris" "33.3"
"5059" "Sceloporus_anahuacus" "6.1"
"5060" "Sceloporus_angustus" "32.4"
"5061" "Sceloporus_grandaevus" "17.9"
"5062" "Sceloporus_utiformis" "19.8"
"5063" "Sceloporus_carinatus" "17.4"
"5064" "Sceloporus_siniferus" "12.7"
"5065" "Sceloporus_squamosus" "7.7"
"5066" "Sceloporus_arenicolus" "12.1"
"5067" "Sceloporus_graciosus" "23.1"
"5068" "Sceloporus_nelsoni" "11.3"
"5069" "Sceloporus_asper" "17.9"
"5070" "Sceloporus_aurantius" "6.4"
"5071" "Sceloporus_aureolus" "32.6"
"5072" "Sceloporus_macdougalli" "20.9"
"5073" "Sceloporus_mucronatus" "44.8"
"5074" "Sceloporus_caeruleus" "14.6"
"5075" "Sceloporus_cyanogenys" "90.1"
"5076" "Sceloporus_serrifer" "90.1"
"5077" "Sceloporus_minor" "17.4"
"5078" "Sceloporus_ornatus" "29.9"
"5079" "Sceloporus_poinsettii" "73.3"
"5080" "Sceloporus_dugesii" "22.4"
"5081" "Sceloporus_bulleri" "46.9"
"5082" "Sceloporus_torquatus" "79.2"
"5083" "Sceloporus_jarrovii" "36.9"
"5084" "Sceloporus_insignis" "30.7"
"5085" "Sceloporus_megalepidurus" "6.4"
"5086" "Sceloporus_becki" "12.1"
"5087" "Sceloporus_bimaculosus" "52.6"
"5088" "Sceloporus_cautus" "23.1"
"5089" "Sceloporus_consobrinus" "15.7"
"5090" "Sceloporus_cowlesi" "17.4"
"5091" "Sceloporus_tristichus" "23.8"
"5092" "Sceloporus_undulatus" "24.5"
"5093" "Sceloporus_woodi" "10"
"5094" "Sceloporus_occidentalis" "29.1"
"5095" "Sceloporus_virgatus" "12.6"
"5096" "Sceloporus_olivaceus" "56.1"
"5097" "Sceloporus_clarkii" "83.7"
"5098" "Sceloporus_cupreus" "5.5"
"5099" "Sceloporus_cyanostictus" "17.6"
"5100" "Sceloporus_druckercolini" "29.5"
"5101" "Sceloporus_edbelli" "15.7"
"5102" "Sceloporus_exsul" "10"
"5103" "Sceloporus_gadoviae" "15.1"
"5104" "Sceloporus_maculosus" "4.9"
"5105" "Sceloporus_jalapae" "8.8"
"5106" "Sceloporus_ochoterenae" "8.8"
"5107" "Sceloporus_grammicus" "17.9"
"5108" "Sceloporus_heterolepis" "16.2"
"5109" "Sceloporus_palaciosi" "11.2"
"5110" "Sceloporus_melanorhinus" "36"
"5111" "Sceloporus_hunsakeri" "21.7"
"5112" "Sceloporus_licki" "26.7"
"5113" "Sceloporus_orcutti" "48"
"5114" "Sceloporus_lineatulus" "45.9"
"5115" "Sceloporus_zosteromus" "65"
"5116" "Sceloporus_magister" "80.7"
"5117" "Sceloporus_internasalis" "31.6"
"5118" "Sceloporus_lemosespinali" "6.1"
"5119" "Sceloporus_lunae" "27.5"
"5120" "Sceloporus_merriami" "10.4"
"5121" "Sceloporus_omiltemanus" "33.3"
"5122" "Sceloporus_pyrocephalus" "14.6"
"5123" "Sceloporus_tanneri" "21.1"
"5124" "Sceloporus_salvini" "31.6"
"5125" "Sceloporus_shannonorum" "16.2"
"5126" "Sceloporus_sugillatus" "21.7"
"5127" "Sceloporus_uniformis" "77.7"
"5128" "Sceloporus_chrysostictus" "8.8"
"5129" "Sceloporus_cozumelae" "8"
"5130" "Sceloporus_smithi" "12.6"
"5131" "Sceloporus_variabilis" "15.7"
"5132" "Sceloporus_teapensis" "12.1"
"5133" "Sceloporus_couchii" "9.6"
"5134" "Sceloporus_parvus" "5.2"
"5135" "Urosaurus_auriculatus" "14.1"
"5136" "Urosaurus_clarionensis" "10"
"5137" "Urosaurus_ornatus" "11.7"
"5138" "Urosaurus_graciosus" "11.2"
"5139" "Urosaurus_irregularis" "5.8"
"5140" "Urosaurus_lahtelai" "7.3"
"5141" "Urosaurus_nigricaudus" "10.1"
"5142" "Urosaurus_bicarinatus" "7.7"
"5143" "Uta_encantadae" "11.7"
"5144" "Uta_nolascensis" "6.4"
"5145" "Uta_palmeri" "19.2"
"5146" "Uta_stansburiana" "15.7"
"5147" "Uta_squamata" "7"
"5148" "Uta_lowei" "10.4"
"5149" "Uta_tumidarostra" "14.1"
"5150" "Anolis_alayoni" "2.2"
"5151" "Anolis_angusticeps" "3.2"
"5152" "Anolis_paternus" "2.7"
"5153" "Anolis_alfaroi" "1"
"5154" "Anolis_macilentus" "1.5"
"5155" "Anolis_allisoni" "20.4"
"5156" "Anolis_smaragdinus" "5.5"
"5157" "Anolis_brunneus" "9.1"
"5158" "Anolis_longiceps" "11.8"
"5159" "Anolis_maynardi" "9.1"
"5160" "Anolis_altitudinalis" "3"
"5161" "Anolis_oporinus" "2.2"
"5162" "Anolis_isolepis" "3"
"5163" "Anolis_alutaceus" "2.4"
"5164" "Anolis_inexpectatus" "1.1"
"5165" "Anolis_anfiloquioi" "1.4"
"5166" "Anolis_argillaceus" "2.4"
"5167" "Anolis_centralis" "2.4"
"5168" "Anolis_pumilus" "1.3"
"5169" "Anolis_loysiana" "3"
"5170" "Anolis_carolinensis" "8.7"
"5171" "Anolis_porcatus" "17.6"
"5172" "Anolis_clivicola" "2.6"
"5173" "Anolis_cupeyalensis" "0.8"
"5174" "Anolis_cyanopleurus" "1.7"
"5175" "Anolis_rejectus" "1.1"
"5176" "Anolis_fairchildi" "9.1"
"5177" "Anolis_fugitivus" "1"
"5178" "Anolis_garridoi" "1.6"
"5179" "Anolis_guazuma" "2.4"
"5180" "Anolis_incredulus" "0.9"
"5181" "Anolis_juangundlachi" "1"
"5182" "Anolis_litoralis" "2.4"
"5183" "Anolis_placidus" "2.1"
"5184" "Anolis_sheplani" "1.5"
"5185" "Anolis_ruibali" "1.1"
"5186" "Anolis_spectrum" "1.6"
"5187" "Anolis_terueli" "1.4"
"5188" "Anolis_toldo" "4.8"
"5189" "Anolis_vanidicus" "1.3"
"5190" "Anolis_vescus" "1.5"
"5191" "Anolis_argenteolus" "5.7"
"5192" "Anolis_lucius" "7.1"
"5193" "Anolis_armouri" "8.4"
"5194" "Anolis_haetianus" "11"
"5195" "Anolis_shrevei" "4.5"
"5196" "Anolis_breslini" "4.5"
"5197" "Anolis_longitibialis" "7.8"
"5198" "Anolis_marcanoi" "5.7"
"5199" "Anolis_strahmi" "10.2"
"5200" "Anolis_acutus" "6.3"
"5201" "Anolis_evermanni" "9.8"
"5202" "Anolis_stratulus" "4.8"
"5203" "Anolis_cooki" "7.1"
"5204" "Anolis_monensis" "4.5"
"5205" "Anolis_cristatellus" "9.8"
"5206" "Anolis_ernestwilliamsi" "11.4"
"5207" "Anolis_desechensis" "3.9"
"5208" "Anolis_scriptus" "9.1"
"5209" "Anolis_gundlachi" "9.1"
"5210" "Anolis_poncensis" "2.4"
"5211" "Anolis_krugi" "3.5"
"5212" "Anolis_pulchellus" "2.9"
"5213" "Anolis_altavelensis" "2.2"
"5214" "Anolis_brevirostris" "3.2"
"5215" "Anolis_caudalis" "2.8"
"5216" "Anolis_marron" "9.1"
"5217" "Anolis_websteri" "2.8"
"5218" "Anolis_distichus" "4.2"
"5219" "Anolis_forresti" "3"
"5220" "Anolis_kahouannensis" "9.1"
"5221" "Anolis_bimaculatus" "39.3"
"5222" "Anolis_gingivinus" "7.8"
"5223" "Anolis_leachii" "37.5"
"5224" "Anolis_chrysops" "8.1"
"5225" "Anolis_marmoratus" "12.6"
"5226" "Anolis_desiradei" "10.6"
"5227" "Anolis_sabanus" "15"
"5228" "Anolis_nubilus" "11"
"5229" "Anolis_ferreus" "35.7"
"5230" "Anolis_lividus" "7.8"
"5231" "Anolis_oculatus" "19.2"
"5232" "Anolis_terraealtae" "10.6"
"5233" "Anolis_pogus" "4.1"
"5234" "Anolis_schwartzi" "2.5"
"5235" "Anolis_ahli" "4.9"
"5236" "Anolis_allogus" "5.2"
"5237" "Anolis_rubribarbus" "6"
"5238" "Anolis_altae" "3"
"5239" "Anolis_monteverde" "2.7"
"5240" "Anolis_tenorioensis" "1.9"
"5241" "Anolis_alvarezdeltoroi" "6"
"5242" "Anolis_amplisquamosus" "2.6"
"5243" "Anolis_anisolepis" "3.7"
"5244" "Anolis_annectens" "9.7"
"5245" "Anolis_onca" "12.6"
"5246" "Anolis_antonii" "3.5"
"5247" "Anolis_apletophallus" "2.2"
"5248" "Anolis_aquaticus" "9.5"
"5249" "Anolis_woodi" "20.4"
"5250" "Anolis_auratus" "3.9"
"5251" "Anolis_barkeri" "21"
"5252" "Anolis_beckeri" "4.7"
"5253" "Anolis_benedikti" "2.4"
"5254" "Anolis_pseudopachypus" "2.4"
"5255" "Anolis_pachypus" "3.3"
"5256" "Anolis_tropidolepis" "4.3"
"5257" "Anolis_bicaorum" "9.1"
"5258" "Anolis_limifrons" "2.8"
"5259" "Anolis_zeus" "1.8"
"5260" "Anolis_binotatus" "2.1"
"5261" "Anolis_biporcatus" "30.8"
"5262" "Anolis_birama" "5.7"
"5263" "Anolis_bitectus" "3.8"
"5264" "Anolis_bombiceps" "8.4"
"5265" "Anolis_brasiliensis" "8.7"
"5266" "Anolis_chrysolepis" "8.4"
"5267" "Anolis_planiceps" "9.1"
"5268" "Anolis_boulengerianus" "5.2"
"5269" "Anolis_unilobatus" "2.7"
"5270" "Anolis_immaculogularis" "2.6"
"5271" "Anolis_bremeri" "7.8"
"5272" "Anolis_quadriocellifer" "3.5"
"5273" "Anolis_campbelli" "2.9"
"5274" "Anolis_capito" "20.4"
"5275" "Anolis_tropidonotus" "5.7"
"5276" "Anolis_carlliebi" "2.1"
"5277" "Anolis_quercorum" "2.1"
"5278" "Anolis_sacamecatensis" "1.8"
"5279" "Anolis_carpenteri" "1.9"
"5280" "Anolis_charlesmyersi" "9.8"
"5281" "Anolis_cobanensis" "2.7"
"5282" "Anolis_compressicauda" "3.5"
"5283" "Anolis_concolor" "10.6"
"5284" "Anolis_confusus" "3.2"
"5285" "Anolis_homolechis" "7.1"
