"Species3" "Mass"
"8206" "Nesotriccus_ridgwayi" 11
"8207" "Ochthoeca_cinnamomeiventris" 12
"8208" "Ochthoeca_diadema" 11.5
"8209" "Ochthoeca_frontalis" 9.99
"8210" "Ochthoeca_fumicolor" 16.6
"8211" "Ochthoeca_jelskii" 11.6
"8212" "Ochthoeca_leucophrys" 13.1
"8213" "Ochthoeca_nigrita" 10.9
"8214" "Ochthoeca_oenanthoides" 17.7
"8215" "Ochthoeca_piurae" 8.9
"8216" "Ochthoeca_pulchella" 12
"8217" "Ochthoeca_rufipectoralis" 9.98
"8218" "Ochthoeca_thoracica" 10.8
"8219" "Ochthornis_littoralis" 13.4
"8220" "Oncostoma_cinereigulare" 6.4
"8221" "Oncostoma_olivaceum" 6.6
"8222" "Onychorhynchus_coronatus" 14
"8223" "Onychorhynchus_mexicanus" 19
"8224" "Onychorhynchus_occidentalis" 14.8
"8225" "Onychorhynchus_swainsoni" 17
"8226" "Ornithion_brunneicapillus" 7.1
"8227" "Ornithion_inerme" 7
"8228" "Ornithion_semiflavum" 6.6
"8229" "Phaeomyias_murina" 10
"8230" "Phaeomyias_tumbezana" 11.5
"8231" "Phelpsia_inornatus" 29.4
"8232" "Phyllomyias_burmeisteri" 11.1
"8233" "Phyllomyias_cinereiceps" 9.5
"8234" "Phyllomyias_fasciatus" 10.3
"8235" "Phyllomyias_griseiceps" 7.2
"8236" "Phyllomyias_griseocapilla" 8
"8237" "Phyllomyias_nigrocapillus" 9.5
"8238" "Phyllomyias_plumbeiceps" 10.3
"8239" "Phyllomyias_reiseri" 7.48
"8240" "Phyllomyias_sclateri" 9.2
"8241" "Phyllomyias_urichi" 9.12
"8242" "Phyllomyias_uropygialis" 8.99
"8243" "Phyllomyias_virescens" 8.2
"8244" "Phyllomyias_weedeni" 8.5
"8245" "Phyllomyias_zeledoni" 10.3
"8246" "Phylloscartes_beckeri" 8.7
"8247" "Phylloscartes_ceciliae" 7.6
"8248" "Phylloscartes_chapmani" 8.01
"8249" "Phylloscartes_difficilis" 6.9
"8250" "Phylloscartes_eximius" 7.5
"8251" "Phylloscartes_flaviventris" 8
"8252" "Phylloscartes_flavovirens" 8.8
"8253" "Phylloscartes_gualaquizae" 8
"8254" "Phylloscartes_kronei" 8.3
"8255" "Phylloscartes_lanyoni" 8
"8256" "Phylloscartes_nigrifrons" 9.1
"8257" "Phylloscartes_ophthalmicus" 9.2
"8258" "Phylloscartes_orbitalis" 7.08
"8259" "Phylloscartes_oustaleti" 10
"8260" "Phylloscartes_parkeri" 8.1
"8261" "Phylloscartes_paulista" 7.48
"8262" "Phylloscartes_poecilotis" 8
"8263" "Phylloscartes_roquettei" 6
"8264" "Phylloscartes_superciliaris" 7.71
"8265" "Phylloscartes_sylviolus" 8
"8266" "Phylloscartes_venezuelanus" 9
"8267" "Phylloscartes_ventralis" 8.3
"8268" "Phylloscartes_virescens" 8.5
"8269" "Pitangus_lictor" 25.5
"8270" "Pitangus_sulphuratus" 62.85
"8271" "Platyrinchus_cancrominus" 9.2
"8272" "Platyrinchus_coronatus" 9.14
"8273" "Platyrinchus_flavigularis" 10
"8274" "Platyrinchus_leucoryphus" 16
"8275" "Platyrinchus_mystaceus" 9.7
"8276" "Platyrinchus_platyrhynchos" 12
"8277" "Platyrinchus_saturatus" 10.7
"8278" "Poecilotriccus_albifacies" 8
"8279" "Poecilotriccus_calopterus" 7.53
"8280" "Poecilotriccus_capitalis" 8
"8281" "Poecilotriccus_fumifrons" 6.6
"8282" "Poecilotriccus_latirostris" 8.1
"8283" "Poecilotriccus_luluae" 7.3
"8284" "Poecilotriccus_plumbeiceps" 5.7
"8285" "Poecilotriccus_pulchellus" 8
"8286" "Poecilotriccus_ruficeps" 8.81
"8287" "Poecilotriccus_russatus" 8
"8288" "Poecilotriccus_senex" 6.6
"8289" "Poecilotriccus_sylvia" 7.1
"8290" "Polioxolmis_rufipennis" 34.5
"8291" "Polystictus_pectoralis" 6.2
"8292" "Polystictus_superciliaris" 6
"8293" "Pseudelaenia_leucospodia" 11.9
"8294" "Pseudocolopteryx_acutipennis" 6.9
"8295" "Pseudocolopteryx_dinelliana" 7.5
"8296" "Pseudocolopteryx_flaviventris" 7.5
"8297" "Pseudocolopteryx_sclateri" 8
"8298" "Pseudotriccus_pelzelni" 10.9
"8299" "Pseudotriccus_ruficeps" 11.3
"8300" "Pseudotriccus_simplex" 9.5
"8301" "Pyrocephalus_rubinus" 14.4
"8302" "Pyrrhomyias_cinnamomeus" 9.9
"8303" "Ramphotrigon_fuscicauda" 18.6
"8304" "Ramphotrigon_megacephalum" 14.2
"8305" "Ramphotrigon_ruficauda" 18.4
"8306" "Rhynchocyclus_brevirostris" 24.3
"8307" "Rhynchocyclus_fulvipectus" 23.1
"8308" "Rhynchocyclus_olivaceus" 21.3
"8309" "Rhynchocyclus_pacificus" 24.95
"8310" "Rhytipterna_holerythra" 36.8
"8311" "Rhytipterna_immunda" 27.4
"8312" "Rhytipterna_simplex" 31.8
"8313" "Satrapa_icterophrys" 21.5
"8314" "Sayornis_nigricans" 18.63
"8315" "Sayornis_phoebe" 19.7
"8316" "Sayornis_saya" 20.9
"8317" "Serpophaga_cinerea" 8.3
"8318" "Serpophaga_hypoleuca" 6.07
"8319" "Serpophaga_munda" 5.4
"8320" "Serpophaga_nigricans" 8.5
"8321" "Serpophaga_subcristata" 6.6
"8322" "Sirystes_albogriseus" 34
"8323" "Sirystes_sibilator" 32.3
"8324" "Stigmatura_budytoides" 11.08
"8325" "Stigmatura_napensis" 9.77
"8326" "Sublegatus_arenarum" 12.3
"8327" "Sublegatus_modestus" 14
"8328" "Sublegatus_obscurior" 16
"8329" "Suiriri_islerorum" 22.8
"8330" "Suiriri_suiriri" 14.53
"8331" "Tachuris_rubrigastra" 7.8
"8332" "Taeniotriccus_andrei" 9.5
"8333" "Terenotriccus_erythrurus" 7.4
"8334" "Todirostrum_chrysocrotaphum" 7
"8335" "Todirostrum_cinereum" 6.29
"8336" "Todirostrum_maculatum" 7.3
"8337" "Todirostrum_nigriceps" 6.5
"8338" "Todirostrum_pictum" 6.8
"8339" "Todirostrum_poliocephalum" 5.6
"8340" "Todirostrum_viridanum" 6.5
"8341" "Tolmomyias_assimilis" 17
"8342" "Tolmomyias_flaviventris" 12.2
"8343" "Tolmomyias_flavotectus" 14.9
"8344" "Tolmomyias_poliocephalus" 10.8
"8345" "Tolmomyias_sulphurescens" 14.3
"8346" "Tolmomyias_traylori" 11.5
"8347" "Tolmomyias_viridiceps" 11.3
"8348" "Tumbezia_salvini" 12.2
"8349" "Tyrannopsis_sulphurea" 53.6
"8350" "Tyrannulus_elatus" 7
"8351" "Tyrannus_albogularis" 37.1
"8352" "Tyrannus_caudifasciatus" 42.36
"8353" "Tyrannus_couchii" 39
"8354" "Tyrannus_crassirostris" 55.89
"8355" "Tyrannus_cubensis" 93.6
"8356" "Tyrannus_dominicensis" 46.5
"8357" "Tyrannus_forficatus" 39.3
"8358" "Tyrannus_melancholicus" 37.4
"8359" "Tyrannus_niveigularis" 34.4
"8360" "Tyrannus_savana" 31.9
"8361" "Tyrannus_tyrannus" 39.85
"8362" "Tyrannus_verticalis" 39.6
"8363" "Tyrannus_vociferans" 45.6
"8364" "Xenotriccus_callizonus" 11.2
"8365" "Xenotriccus_mexicanus" 13.8
"8366" "Xolmis_cinereus" 57.1
"8367" "Xolmis_coronatus" 46.8
"8368" "Xolmis_dominicanus" 42.8
"8369" "Xolmis_irupero" 28.7
"8370" "Xolmis_pyrope" 35.3
"8371" "Xolmis_rubetra" 36.3
"8372" "Xolmis_salinarum" 25.1
"8373" "Xolmis_velatus" 28.7
"8374" "Zimmerius_acer" 7.13
"8375" "Zimmerius_albigularis" 10.4
"8376" "Zimmerius_bolivianus" 11
"8377" "Zimmerius_chrysops" 10.4
"8378" "Zimmerius_cinereicapilla" 11.8
"8379" "Zimmerius_flavidifrons" 9.6
"8380" "Zimmerius_gracilipes" 7.13
"8381" "Zimmerius_improbus" 10.9
"8382" "Zimmerius_vilissimus" 9.7
"8383" "Zimmerius_villarejoi" 6.1
"8384" "Zimmerius_viridiflavus" 9.6
"8385" "Urocynchramus_pylzowi" 28.62
"8386" "Artamella_viridis" 48.8
"8387" "Calicalicus_madagascariensis" 16.39
"8388" "Calicalicus_rufocarpalis" 16.8
"8389" "Cyanolanius_madagascarinus" 22.3
"8390" "Euryceros_prevostii" 96.93
"8391" "Falculea_palliata" 111
"8392" "Hypositta_corallirostris" 14.1
"8393" "Hypositta_perdita" 23.3
"8394" "Leptopterus_chabert" 19.6
"8395" "Mystacornis_crossleyi" 24.5
"8396" "Newtonia_amphichroa" 12.3
"8397" "Newtonia_archboldi" 7.8
"8398" "Newtonia_brunneicauda" 10.1
"8399" "Newtonia_fanovanae" 12.7
"8400" "Oriolia_bernieri" 52
"8401" "Pseudobias_wardi" 12.7
"8402" "Schetba_rufa" 37.3
"8403" "Tylas_eduardi" 46.8
"8404" "Vanga_curvirostris" 64.17
"8405" "Xenopirostris_damii" 59.5
"8406" "Xenopirostris_polleni" 61.5
"8407" "Xenopirostris_xenopirostris" 59.5
"8408" "Anomalospiza_imberbis" 20.53
"8409" "Vidua_camerunensis" 12.09
"8410" "Vidua_chalybeata" 12.5
"8411" "Vidua_codringtoni" 12.8
"8412" "Vidua_fischeri" 12.21
"8413" "Vidua_funerea" 14.33
"8414" "Vidua_hypocherina" 11.9
"8415" "Vidua_interjecta" 20.6
"8416" "Vidua_larvaticola" 13.1
"8417" "Vidua_macroura" 15.74
"8418" "Vidua_maryae" 12.8
"8419" "Vidua_nigeriae" 12.04
"8420" "Vidua_obtusa" 20.69
"8421" "Vidua_orientalis" 18.46
"8422" "Vidua_paradisaea" 20.35
"8423" "Vidua_purpurascens" 13.09
"8424" "Vidua_raricola" 11.94
"8425" "Vidua_regia" 14.38
"8426" "Vidua_togoensis" 15.63
"8427" "Vidua_wilsoni" 13.08
"8428" "Cyclarhis_gujanensis" 28.8
"8429" "Cyclarhis_nigrirostris" 31.9
"8430" "Hylophilus_amaurocephalus" 11.7
"8431" "Hylophilus_aurantiifrons" 9.5
"8432" "Hylophilus_brunneiceps" 9.9
"8433" "Hylophilus_decurtatus" 8.49
"8434" "Hylophilus_flavipes" 11.66
"8435" "Hylophilus_hypoxanthus" 17
"8436" "Hylophilus_muscicapinus" 11.7
"8437" "Hylophilus_ochraceiceps" 11.6
"8438" "Hylophilus_olivaceus" 12
"8439" "Hylophilus_pectoralis" 11.6
"8440" "Hylophilus_poicilotis" 10.4
"8441" "Hylophilus_sclateri" 11.2
"8442" "Hylophilus_semibrunneus" 11.4
"8443" "Hylophilus_semicinereus" 13
"8444" "Hylophilus_thoracicus" 13.8
"8445" "Vireo_altiloquus" 18.97
"8446" "Vireo_atricapilla" 8.99
"8447" "Vireo_bairdi" 12
"8448" "Vireo_bellii" 8.5
"8449" "Vireo_brevipennis" 11.8
"8450" "Vireo_caribaeus" 9.3
"8451" "Vireo_carmioli" 13.1
"8452" "Vireo_cassinii" 14.7
"8453" "Vireo_crassirostris" 13.01
"8454" "Vireo_flavifrons" 18
"8455" "Vireo_flavoviridis" 17.59
"8456" "Vireo_gilvus" 12.67
"8457" "Vireo_gracilirostris" 16.5
"8458" "Vireo_griseus" 11.4
"8459" "Vireo_gundlachii" 12.9
"8460" "Vireo_huttoni" 11.3
"8461" "Vireo_hypochryseus" 12.2
"8462" "Vireo_latimeri" 12
"8463" "Vireo_leucophrys" 12.3
"8464" "Vireo_magister" 15.4
"8465" "Vireo_masteri" 11.2
"8466" "Vireo_modestus" 9.6
"8467" "Vireo_nanus" 10.5
"8468" "Vireo_nelsoni" 9.4
"8469" "Vireo_olivaceus" 16.06
"8470" "Vireo_osburni" 19.9
"8471" "Vireo_pallens" 11
"8472" "Vireo_philadelphicus" 11.5
"8473" "Vireo_plumbeus" 16.4
"8474" "Vireo_solitarius" 15.3
"8475" "Vireo_vicinior" 12.8
"8476" "Vireolanius_eximius" 24
"8477" "Vireolanius_leucotis" 26
"8478" "Vireolanius_melitophrys" 34.7
"8479" "Vireolanius_pulchellus" 24
"8480" "Apalopteron_familiare" 15
"8481" "Chlorocharis_emiliae" 13.9
"8482" "Cleptornis_marchei" 20.2
"8483" "Heleia_crassirostris" 19
"8484" "Heleia_muelleri" 16.7
"8485" "Hypocryptadius_cinnamomeus" 30
"8486" "Lophozosterops_dohertyi" 20
"8487" "Lophozosterops_goodfellowi" 20
"8488" "Lophozosterops_javanicus" 20
"8489" "Lophozosterops_pinaiae" 27.38
"8490" "Lophozosterops_squamiceps" 14.5
"8491" "Lophozosterops_superciliaris" 20
"8492" "Madanga_ruficollis" 15
"8493" "Megazosterops_palauensis" 31
"8494" "Oculocincta_squamifrons" 6.9
"8495" "Rukia_longirostra" 17.9
"8496" "Rukia_ruki" 21
"8497" "Speirops_brunneus" 16.1
"8498" "Speirops_leucophoeus" 14.8
"8499" "Speirops_lugubris" 14.8
"8500" "Speirops_melanocephalus" 10.9
"8501" "Tephrozosterops_stalkeri" 17.74
"8502" "Woodfordia_lacertosa" 28
"8503" "Woodfordia_superciliosa" 29.8
"8504" "Zosterops_abyssinicus" 9.43
"8505" "Zosterops_albogularis" 30
"8506" "Zosterops_anomalus" 12
"8507" "Zosterops_atricapilla" 9.2
"8508" "Zosterops_atriceps" 12
"8509" "Zosterops_atrifrons" 10
"8510" "Zosterops_borbonicus" 8.2
"8511" "Zosterops_buruensis" 11.95
"8512" "Zosterops_ceylonensis" 12.6
"8513" "Zosterops_chloris" 11.5
"8514" "Zosterops_chloronothus" 8.1
"8515" "Zosterops_cinereus" 11.2
"8516" "Zosterops_citrinella" 11.5
"8517" "Zosterops_consobrinorum" 10.1
"8518" "Zosterops_conspicillatus" 7.9
"8519" "Zosterops_erythropleurus" 11
"8520" "Zosterops_everetti" 10
"8521" "Zosterops_explorator" 10.5
"8522" "Zosterops_ficedulinus" 9.4
"8523" "Zosterops_finschii" 10.57
"8524" "Zosterops_flavifrons" 10.7
"8525" "Zosterops_flavus" 7
"8526" "Zosterops_fuscicapilla" 11.2
"8527" "Zosterops_gibbsi" 14.9
"8528" "Zosterops_grayi" 16
"8529" "Zosterops_griseotinctus" 14
"8530" "Zosterops_griseovirescens" 11
"8531" "Zosterops_hypolais" 10.57
"8532" "Zosterops_hypoxanthus" 12.5
"8533" "Zosterops_inornatus" 22.9
"8534" "Zosterops_japonicus" 11.29
"8535" "Zosterops_kuehni" 12
"8536" "Zosterops_kulambangrae" 10.57
"8537" "Zosterops_lateralis" 12.68
"8538" "Zosterops_luteirostris" 10.57
"8539" "Zosterops_luteus" 9.7
"8540" "Zosterops_maderaspatanus" 8.87
"8541" "Zosterops_mayottensis" 9.9
"8542" "Zosterops_meeki" 9
"8543" "Zosterops_metcalfii" 14
"8544" "Zosterops_meyeni" 10
"8545" "Zosterops_minor" 11.1
"8546" "Zosterops_minutus" 8.3
"8547" "Zosterops_modestus" 12.8
"8548" "Zosterops_montanus" 10.5
"8549" "Zosterops_mouroniensis" 9.9
"8550" "Zosterops_murphyi" 10.57
"8551" "Zosterops_mysorensis" 15
"8552" "Zosterops_natalis" 9.97
"8553" "Zosterops_nehrkorni" 10
"8554" "Zosterops_nigrorum" 7.3
"8555" "Zosterops_novaeguineae" 12.5
"8556" "Zosterops_oleagineus" 10.57
"8557" "Zosterops_olivaceus" 9.13
"8558" "Zosterops_pallidus" 11.1
"8559" "Zosterops_palpebrosus" 8.6
"8560" "Zosterops_poliogastrus" 11
"8561" "Zosterops_rendovae" 17.19
"8562" "Zosterops_rennellianus" 14.5
"8563" "Zosterops_rotensis" 10
"8564" "Zosterops_salvadorii" 8.6
"8565" "Zosterops_samoensis" 10.6
"8566" "Zosterops_sanctaecrucis" 14
"8567" "Zosterops_semperi" 10.6
"8568" "Zosterops_senegalensis" 10.9
"8569" "Zosterops_somadikartai" 10
"8570" "Zosterops_splendidus" 10.57
"8571" "Zosterops_stalkeri" 10
"8572" "Zosterops_stresemanni" 22
"8573" "Zosterops_tenuirostris" 17.2
"8574" "Zosterops_uropygialis" 14
"8575" "Zosterops_vaughani" 10.9
"8576" "Zosterops_vellalavella" 10.6
"8577" "Zosterops_wallacei" 11.1
"8578" "Zosterops_xanthochroa" 10.3
"8579" "Agamia_agami" 566.99
"8580" "Ardea_cinerea" 1443
"8581" "Ardea_cocoi" 1752.44
"8582" "Ardea_goliath" 4468
"8583" "Ardea_herodias" 2523.41
"8584" "Ardea_humbloti" 1060
"8585" "Ardea_insignis" 2024
"8586" "Ardea_melanocephala" 1060
"8587" "Ardea_pacifica" 881
"8588" "Ardea_picata" 259
"8589" "Ardea_purpurea" 1064.48
"8590" "Ardea_sumatrana" 2024
"8591" "Ardeola_bacchus" 304.89
"8592" "Ardeola_grayii" 253
"8593" "Ardeola_idae" 253
"8594" "Ardeola_ralloides" 287
"8595" "Ardeola_rufiventris" 201.5
"8596" "Ardeola_speciosa" 253
"8597" "Botaurus_lentiginosus" 706
"8598" "Botaurus_pinnatus" 812.16
"8599" "Botaurus_poiciloptilus" 1083.69
"8600" "Botaurus_stellaris" 1319.45
"8601" "Bubulcus_ibis" 365.95
"8602" "Butorides_striata" 201.5
"8603" "Butorides_virescens" 201.5
"8604" "Casmerodius_albus" 871.33
"8605" "Cochlearius_cochlearius" 643.21
"8606" "Egretta_ardesiaca" 324
"8607" "Egretta_caerulea" 338.61
"8608" "Egretta_eulophotes" 461.83
"8609" "Egretta_garzetta" 312
"8610" "Egretta_gularis" 312
"8611" "Egretta_novaehollandiae" 558.64
"8612" "Egretta_rufescens" 614
"8613" "Egretta_sacra" 502
"8614" "Egretta_thula" 371
"8615" "Egretta_tricolor" 372.3
"8616" "Egretta_vinaceigula" 288
"8617" "Gorsachius_goisagi" 527
"8618" "Gorsachius_leuconotus" 440
"8619" "Gorsachius_magnificus" 480.3
"8620" "Gorsachius_melanolophus" 412.34
"8621" "Ixobrychus_cinnamomeus" 126.49
"8622" "Ixobrychus_eurhythmus" 139
"8623" "Ixobrychus_exilis" 86.29
"8624" "Ixobrychus_flavicollis" 321
"8625" "Ixobrychus_involucris" 80.1
"8626" "Ixobrychus_minutus" 99.49
"8627" "Ixobrychus_sinensis" 94.29
"8628" "Ixobrychus_sturmii" 140
"8629" "Mesophoyx_intermedia" 458.83
"8630" "Nyctanassa_violacea" 681.67
"8631" "Nycticorax_caledonicus" 856
"8632" "Nycticorax_nycticorax" 810
"8633" "Pilherodius_pileatus" 568.59
"8634" "Syrigma_sibilatrix" 463
"8635" "Tigriornis_leucolopha" 846
"8636" "Tigrisoma_fasciatum" 850
"8637" "Tigrisoma_lineatum" 812.99
"8638" "Tigrisoma_mexicanum" 1154.38
"8639" "Zebrilus_undulatus" 123
"8640" "Zonerodius_heliosylus" 802
"8641" "Balaeniceps_rex" 5941.01
"8642" "Pelecanus_conspicillatus" 5505
"8643" "Pelecanus_crispus" 9512.09
"8644" "Pelecanus_erythrorhynchos" 5608.48
"8645" "Pelecanus_occidentalis" 3427.84
"8646" "Pelecanus_onocrotalus" 9322.31
"8647" "Pelecanus_philippensis" 5010.98
"8648" "Pelecanus_rufescens" 5419.63
"8649" "Pelecanus_thagus" 3427.84
"8650" "Scopus_umbretta" 472
"8651" "Bostrychia_bocagei" 866
"8652" "Bostrychia_carunculata" 1500
"8653" "Bostrychia_hagedash" 1238
"8654" "Bostrychia_olivacea" 866
"8655" "Bostrychia_rara" 866
"8656" "Cercibis_oxycerca" 1819
"8657" "Eudocimus_albus" 889.66
"8658" "Eudocimus_ruber" 660.08
"8659" "Geronticus_calvus" 1202
"8660" "Geronticus_eremita" 1202
"8661" "Lophotibis_cristata" 583
"8662" "Mesembrinibis_cayennensis" 756
"8663" "Nipponia_nippon" 1900
"8664" "Phimosus_infuscatus" 559
"8665" "Platalea_ajaja" 1490
"8666" "Platalea_alba" 1521
"8667" "Platalea_flavipes" 1741.26
"8668" "Platalea_leucorodia" 1868
"8669" "Platalea_minor" 1228
"8670" "Platalea_regia" 1723.49
"8671" "Plegadis_chihi" 616.89
"8672" "Plegadis_falcinellus" 626.61
"8673" "Plegadis_ridgwayi" 579.41
"8674" "Pseudibis_davisoni" 1588
"8675" "Pseudibis_papillosa" 823
"8676" "Thaumatibis_gigantea" 3515
"8677" "Theristicus_caerulescens" 1500
"8678" "Theristicus_caudatus" 1726
"8679" "Theristicus_melanopis" 1250
"8680" "Threskiornis_aethiopicus" 1493.18
"8681" "Threskiornis_bernieri" 1493.18
"8682" "Threskiornis_melanocephalus" 1303
"8683" "Threskiornis_molucca" 1794.89
"8684" "Threskiornis_spinicollis" 1346.72
"8685" "Phaethon_aethereus" 749.99
"8686" "Phaethon_lepturus" 328.04
"8687" "Phaethon_rubricauda" 671.87
"8688" "Phoeniconaias_minor" 1500
"8689" "Phoenicoparrus_andinus" 4900
"8690" "Phoenicoparrus_jamesi" 2000
"8691" "Phoenicopterus_chilensis" 2277
"8692" "Phoenicopterus_roseus" 3031.59
"8693" "Phoenicopterus_ruber" 3031.59
"8694" "Bucco_capensis" 54
"8695" "Bucco_macrodactylus" 25
"8696" "Bucco_noanamae" 42.8
"8697" "Bucco_tamatia" 35.5
"8698" "Chelidoptera_tenebrosa" 35.9
"8699" "Hapaloptila_castanea" 80.6
"8700" "Hypnelus_ruficollis" 49.8
"8701" "Malacoptila_fulvogularis" 57.4
"8702" "Malacoptila_fusca" 45.4
"8703" "Malacoptila_mystacalis" 49
"8704" "Malacoptila_panamensis" 42.6
"8705" "Malacoptila_rufa" 47.52
"8706" "Malacoptila_semicincta" 44
"8707" "Malacoptila_striata" 44.1
"8708" "Micromonacha_lanceolata" 19.8
"8709" "Monasa_atra" 90.4
"8710" "Monasa_flavirostris" 62.8
"8711" "Monasa_morphoeus" 87.9
"8712" "Monasa_nigrifrons" 80.7
"8713" "Nonnula_amaurocephala" 15.49
"8714" "Nonnula_brunnea" 25
"8715" "Nonnula_frontalis" 15.7
"8716" "Nonnula_rubecula" 18.4
"8717" "Nonnula_ruficapilla" 22
"8718" "Nonnula_sclateri" 15.96
"8719" "Notharchus_hyperrhynchus" 95.89
"8720" "Notharchus_macrorhynchos" 95.89
"8721" "Notharchus_ordii" 52.8
"8722" "Notharchus_pectoralis" 69.1
"8723" "Notharchus_swainsoni" 73.8
"8724" "Notharchus_tectus" 26.8
"8725" "Nystalus_chacuru" 52.3
"8726" "Nystalus_maculatus" 42
"8727" "Nystalus_radiatus" 61
"8728" "Nystalus_striolatus" 47
"8729" "Brachygalba_albogularis" 17.43
"8730" "Brachygalba_goeringi" 17
"8731" "Brachygalba_lugubris" 15.9
"8732" "Brachygalba_salmoni" 17.2
"8733" "Galbalcyrhynchus_leucotis" 46.9
"8734" "Galbalcyrhynchus_purusianus" 50
"8735" "Galbula_albirostris" 22.1
"8736" "Galbula_chalcothorax" 23.91
"8737" "Galbula_cyanescens" 25.3
"8738" "Galbula_cyanicollis" 23.23
"8739" "Galbula_dea" 27.4
"8740" "Galbula_galbula" 23
"8741" "Galbula_leucogastra" 15.9
"8742" "Galbula_pastazae" 31.8
"8743" "Galbula_ruficauda" 26.5
"8744" "Galbula_tombacea" 23.18
"8745" "Jacamaralcyon_tridactyla" 18.3
"8746" "Jacamerops_aureus" 62.9
"8747" "Indicator_archipelagicus" 32.4
"8748" "Indicator_conirostris" 31.8
"8749" "Indicator_exilis" 17.92
"8750" "Indicator_indicator" 50.4
"8751" "Indicator_maculatus" 46.8
"8752" "Indicator_meliphilus" 14.04
"8753" "Indicator_minor" 28.2
"8754" "Indicator_pumilio" 13.12
"8755" "Indicator_variegatus" 48.76
"8756" "Indicator_willcocksi" 15.4
"8757" "Indicator_xanthonotus" 30.38
"8758" "Melichneutes_robustus" 54.2
"8759" "Melignomon_eisentrauti" 24.2
"8760" "Melignomon_zenkeri" 23.6
"8761" "Prodotiscus_insignis" 10.4
"8762" "Prodotiscus_regulus" 14.1
"8763" "Prodotiscus_zambesiae" 10.2
"8764" "Blythipicus_pyrrhotis" 132
"8765" "Blythipicus_rubiginosus" 81.91
"8766" "Campephilus_gayaquilensis" 241.22
"8767" "Campephilus_guatemalensis" 242
"8768" "Campephilus_haematogaster" 237
"8769" "Campephilus_imperialis" 700
"8770" "Campephilus_leucopogon" 249
"8771" "Campephilus_magellanicus" 324
"8772" "Campephilus_melanoleucos" 256
"8773" "Campephilus_pollens" 187.9
"8774" "Campephilus_principalis" 516
"8775" "Campephilus_robustus" 200
"8776" "Campephilus_rubricollis" 210.71
"8777" "Campethera_abingoni" 67.52
"8778" "Campethera_bennettii" 70.1
"8779" "Campethera_cailliautii" 41.1
"8780" "Campethera_caroli" 44.15
"8781" "Campethera_maculosa" 54
"8782" "Campethera_mombassica" 59.58
"8783" "Campethera_nivosa" 37.8
"8784" "Campethera_notata" 62
"8785" "Campethera_nubica" 59.7
"8786" "Campethera_punctuligera" 71.79
"8787" "Campethera_scriptoricauda" 59.7
"8788" "Campethera_tullbergi" 50.5
"8789" "Celeus_brachyurus" 85.94
"8790" "Celeus_castaneus" 85.59
"8791" "Celeus_elegans" 134.97
"8792" "Celeus_flavescens" 139
"8793" "Celeus_flavus" 147.33
"8794" "Celeus_grammicus" 73.44
"8795" "Celeus_loricatus" 76.6
"8796" "Celeus_lugubris" 137
"8797" "Celeus_obrieni" 114
"8798" "Celeus_spectabilis" 114
"8799" "Celeus_torquatus" 134
"8800" "Celeus_undatus" 64.5
"8801" "Chrysocolaptes_festivus" 213
"8802" "Chrysocolaptes_lucidus" 142
"8803" "Colaptes_atricollis" 76.1
"8804" "Colaptes_auratus" 131.46
"8805" "Colaptes_auricularis" 65.4
"8806" "Colaptes_campestris" 158
"8807" "Colaptes_chrysoides" 111
"8808" "Colaptes_fernandinae" 135
"8809" "Colaptes_melanochloros" 127.27
"8810" "Colaptes_pitius" 159
"8811" "Colaptes_punctigula" 61.96
"8812" "Colaptes_rivolii" 102
"8813" "Colaptes_rubiginosus" 55.79
"8814" "Colaptes_rupicola" 174
"8815" "Dendrocopos_assimilis" 51.84
"8816" "Dendrocopos_atratus" 46.73
"8817" "Dendrocopos_auriceps" 39.92
"8818" "Dendrocopos_canicapillus" 25.76
"8819" "Dendrocopos_cathpharius" 30.74
"8820" "Dendrocopos_darjellensis" 70.66
"8821" "Dendrocopos_dorae" 19.49
"8822" "Dendrocopos_himalayensis" 67.74
"8823" "Dendrocopos_hyperythrus" 46.49
"8824" "Dendrocopos_kizuki" 19.19
"8825" "Dendrocopos_leucopterus" 67
"8826" "Dendrocopos_leucotos" 116.8
"8827" "Dendrocopos_macei" 44.93
"8828" "Dendrocopos_maculatus" 24.5
"8829" "Dendrocopos_mahrattensis" 34.3
"8830" "Dendrocopos_major" 74.94
"8831" "Dendrocopos_medius" 59
"8832" "Dendrocopos_minor" 19.8
"8833" "Dendrocopos_moluccensis" 16.15
"8834" "Dendrocopos_nanus" 16.15
"8835" "Dendrocopos_noguchii" 200
"8836" "Dendrocopos_obsoletus" 21.4
"8837" "Dendrocopos_ramsayi" 24.5
"8838" "Dendrocopos_syriacus" 76.7
"8839" "Dendrocopos_temminckii" 66.72
"8840" "Dendropicos_abyssinicus" 24.45
"8841" "Dendropicos_elachus" 18.4
"8842" "Dendropicos_fuscescens" 26
"8843" "Dendropicos_gabonensis" 25.92
"8844" "Dendropicos_lugubris" 25.92
"8845" "Dendropicos_poecilolaemus" 28.1
"8846" "Dendropicos_spodocephalus" 47.28
"8847" "Dendropicos_stierlingi" 28
"8848" "Dinopium_benghalense" 100
"8849" "Dinopium_javanense" 72.76
"8850" "Dinopium_rafflesii" 102
"8851" "Dinopium_shorii" 101
"8852" "Dryocopus_galeatus" 124
"8853" "Dryocopus_hodgei" 156
