"Species3" "Mass"
"5355" "Oenanthe_lugentoides" 22.4
"5356" "Oenanthe_moesta" 30.2
"5357" "Oenanthe_monacha" 21.55
"5358" "Oenanthe_monticola" 33.1
"5359" "Oenanthe_oenanthe" 25.39
"5360" "Oenanthe_phillipsi" 19.6
"5361" "Oenanthe_picata" 21.59
"5362" "Oenanthe_pileata" 26.8
"5363" "Oenanthe_pleschanka" 19.36
"5364" "Oenanthe_xanthoprymna" 22.7
"5365" "Philentoma_pyrhoptera" 16.9
"5366" "Philentoma_velata" 26.1
"5367" "Phoenicurus_alaschanicus" 16.75
"5368" "Phoenicurus_auroreus" 16.2
"5369" "Phoenicurus_caeruleocephala" 14.9
"5370" "Phoenicurus_erythrogastrus" 24.54
"5371" "Phoenicurus_erythronotus" 18.5
"5372" "Phoenicurus_frontalis" 15.77
"5373" "Phoenicurus_hodgsoni" 17
"5374" "Phoenicurus_moussieri" 14.9
"5375" "Phoenicurus_ochruros" 16.5
"5376" "Phoenicurus_phoenicurus" 14.59
"5377" "Phoenicurus_schisticeps" 18.1
"5378" "Pinarornis_plumosus" 65.8
"5379" "Pogonocichla_stellata" 18.6
"5380" "Rhinomyias_additus" 22.49
"5381" "Rhinomyias_albigularis" 35.66
"5382" "Rhinomyias_brunneatus" 18.1
"5383" "Rhinomyias_colonus" 23.14
"5384" "Rhinomyias_goodfellowi" 31.7
"5385" "Rhinomyias_gularis" 25.1
"5386" "Rhinomyias_insignis" 28.7
"5387" "Rhinomyias_olivaceus" 15.7
"5388" "Rhinomyias_oscillans" 23.93
"5389" "Rhinomyias_ruficauda" 17.3
"5390" "Rhinomyias_umbratilis" 18.2
"5391" "Rhyacornis_bicolor" 23
"5392" "Rhyacornis_fuliginosa" 20.33
"5393" "Saxicola_caprata" 15.2
"5394" "Saxicola_dacotiae" 12.2
"5395" "Saxicola_ferreus" 14.7
"5396" "Saxicola_gutturalis" 15.27
"5397" "Saxicola_insignis" 15.27
"5398" "Saxicola_jerdoni" 15.27
"5399" "Saxicola_leucurus" 14.1
"5400" "Saxicola_macrorhynchus" 15.27
"5401" "Saxicola_rubetra" 16.6
"5402" "Saxicola_tectes" 12.64
"5403" "Saxicola_torquatus" 14.09
"5404" "Saxicoloides_fulicatus" 16.6
"5405" "Sheppardia_aequatorialis" 16.8
"5406" "Sheppardia_aurantiithorax" 18.4
"5407" "Sheppardia_bocagei" 18.3
"5408" "Sheppardia_cyornithopsis" 18.36
"5409" "Sheppardia_gabela" 11
"5410" "Sheppardia_gunningi" 17.33
"5411" "Sheppardia_lowei" 18.4
"5412" "Sheppardia_montana" 21.8
"5413" "Sheppardia_sharpei" 14.7
"5414" "Sigelus_silens" 25.7
"5415" "Stenostira_scita" 5.9
"5416" "Stiphrornis_erythrothorax" 15.6
"5417" "Swynnertonia_swynnertoni" 16.04
"5418" "Tarsiger_chrysaeus" 13.8
"5419" "Tarsiger_cyanurus" 13.43
"5420" "Tarsiger_hyperythrus" 12
"5421" "Tarsiger_indicus" 14.6
"5422" "Tarsiger_johnstoniae" 10.49
"5423" "Trichixos_pyrropygus" 40.9
"5424" "Xenocopsychus_ansorgei" 35.07
"5425" "Aethopyga_bella" 4
"5426" "Aethopyga_boltoni" 7.09
"5427" "Aethopyga_christinae" 5.2
"5428" "Aethopyga_duyvenbodei" 6.03
"5429" "Aethopyga_eximia" 5.2
"5430" "Aethopyga_flagrans" 6.7
"5431" "Aethopyga_gouldiae" 5
"5432" "Aethopyga_ignicauda" 8.2
"5433" "Aethopyga_linaraborae" 7.2
"5434" "Aethopyga_mystacalis" 6
"5435" "Aethopyga_nipalensis" 6.9
"5436" "Aethopyga_primigenia" 7
"5437" "Aethopyga_pulcherrima" 6.2
"5438" "Aethopyga_saturata" 5.3
"5439" "Aethopyga_shelleyi" 4
"5440" "Aethopyga_siparaja" 6.7
"5441" "Anthreptes_anchietae" 8
"5442" "Anthreptes_aurantium" 12.5
"5443" "Anthreptes_collaris" 6.98
"5444" "Anthreptes_fraseri" 11.31
"5445" "Anthreptes_gabonicus" 10.6
"5446" "Anthreptes_longuemarei" 11.44
"5447" "Anthreptes_malacensis" 11.33
"5448" "Anthreptes_metallicus" 7.2
"5449" "Anthreptes_neglectus" 11.83
"5450" "Anthreptes_orientalis" 10.3
"5451" "Anthreptes_pallidigaster" 6.8
"5452" "Anthreptes_platurus" 6.7
"5453" "Anthreptes_rectirostris" 10.57
"5454" "Anthreptes_reichenowi" 7.32
"5455" "Anthreptes_rhodolaemus" 13.1
"5456" "Anthreptes_rubritorques" 10.7
"5457" "Anthreptes_simplex" 8.93
"5458" "Anthreptes_singalensis" 8.2
"5459" "Arachnothera_affinis" 26.4
"5460" "Arachnothera_chrysogenys" 23.2
"5461" "Arachnothera_clarae" 30.1
"5462" "Arachnothera_crassirostris" 16
"5463" "Arachnothera_everetti" 26.4
"5464" "Arachnothera_flavigaster" 38.4
"5465" "Arachnothera_juliae" 30.1
"5466" "Arachnothera_longirostra" 12.46
"5467" "Arachnothera_magna" 30.7
"5468" "Arachnothera_robusta" 29.3
"5469" "Hypogramma_hypogrammicum" 11.42
"5470" "Nectarinia_adelberti" 9.8
"5471" "Nectarinia_afra" 11.1
"5472" "Nectarinia_alinae" 12.56
"5473" "Nectarinia_amethystina" 13.66
"5474" "Nectarinia_asiatica" 8.1
"5475" "Nectarinia_aspasia" 8
"5476" "Nectarinia_balfouri" 10.95
"5477" "Nectarinia_bannermani" 14
"5478" "Nectarinia_batesi" 6.3
"5479" "Nectarinia_bifasciata" 7.18
"5480" "Nectarinia_bocagii" 14.8
"5481" "Nectarinia_bouvieri" 8.7
"5482" "Nectarinia_buettikoferi" 9
"5483" "Nectarinia_calcostetha" 8.3
"5484" "Nectarinia_chalcomelas" 8.2
"5485" "Nectarinia_chalybea" 7.73
"5486" "Nectarinia_chloropygia" 6.2
"5487" "Nectarinia_coccinigaster" 14.3
"5488" "Nectarinia_comorensis" 7.77
"5489" "Nectarinia_congensis" 17.3
"5490" "Nectarinia_coquerellii" 7.93
"5491" "Nectarinia_cuprea" 8.9
"5492" "Nectarinia_cyanolaema" 16.8
"5493" "Nectarinia_dussumieri" 10.8
"5494" "Nectarinia_erythrocerca" 8.79
"5495" "Nectarinia_famosa" 14.36
"5496" "Nectarinia_fuelleborni" 8.19
"5497" "Nectarinia_fuliginosa" 11.9
"5498" "Nectarinia_fusca" 7.83
"5499" "Nectarinia_habessinica" 9.5
"5500" "Nectarinia_hartlaubii" 10.5
"5501" "Nectarinia_humbloti" 6.4
"5502" "Nectarinia_hunteri" 11.8
"5503" "Nectarinia_johannae" 13.03
"5504" "Nectarinia_johnstoni" 15.16
"5505" "Nectarinia_jugularis" 8.99
"5506" "Nectarinia_kilimensis" 15.66
"5507" "Nectarinia_lotenia" 8.77
"5508" "Nectarinia_loveridgei" 9.76
"5509" "Nectarinia_ludovicensis" 8.67
"5510" "Nectarinia_manoensis" 9.48
"5511" "Nectarinia_mariquensis" 11.47
"5512" "Nectarinia_mediocris" 8.19
"5513" "Nectarinia_minima" 4.89
"5514" "Nectarinia_minulla" 5.7
"5515" "Nectarinia_moreaui" 8.24
"5516" "Nectarinia_nectarinioides" 4.8
"5517" "Nectarinia_neergardi" 6.14
"5518" "Nectarinia_newtonii" 6.5
"5519" "Nectarinia_notata" 14.57
"5520" "Nectarinia_olivacea" 9.65
"5521" "Nectarinia_oritis" 11.17
"5522" "Nectarinia_osea" 7.18
"5523" "Nectarinia_oustaleti" 8.1
"5524" "Nectarinia_pembae" 8.2
"5525" "Nectarinia_preussi" 6.8
"5526" "Nectarinia_pulchella" 7.03
"5527" "Nectarinia_purpureiventris" 11.5
"5528" "Nectarinia_regia" 6.58
"5529" "Nectarinia_reichenbachii" 11.4
"5530" "Nectarinia_reichenowi" 14.66
"5531" "Nectarinia_rockefelleri" 5.3
"5532" "Nectarinia_rubescens" 10.3
"5533" "Nectarinia_rufipennis" 8.79
"5534" "Nectarinia_seimundi" 6.58
"5535" "Nectarinia_senegalensis" 12.24
"5536" "Nectarinia_shelleyi" 8.98
"5537" "Nectarinia_solaris" 9
"5538" "Nectarinia_sovimanga" 7.24
"5539" "Nectarinia_sperata" 6.4
"5540" "Nectarinia_stuhlmanni" 8.8
"5541" "Nectarinia_superba" 16.8
"5542" "Nectarinia_tacazze" 14.87
"5543" "Nectarinia_talatala" 8.09
"5544" "Nectarinia_thomensis" 26.2
"5545" "Nectarinia_tsavoensis" 6.8
"5546" "Nectarinia_ursulae" 6.5
"5547" "Nectarinia_venusta" 6.56
"5548" "Nectarinia_veroxii" 11.5
"5549" "Nectarinia_verticalis" 14.43
"5550" "Nectarinia_violacea" 9.38
"5551" "Nectarinia_zeylonica" 8.77
"5552" "Daphoenositta_chrysoptera" 11.7
"5553" "Daphoenositta_miranda" 16.77
"5554" "Oriolus_albiloris" 38.6
"5555" "Oriolus_auratus" 66.2
"5556" "Oriolus_bouroensis" 109
"5557" "Oriolus_brachyrhynchus" 49.02
"5558" "Oriolus_chinensis" 82.6
"5559" "Oriolus_chlorocephalus" 49
"5560" "Oriolus_crassirostris" 50
"5561" "Oriolus_cruentus" 64
"5562" "Oriolus_flavocinctus" 109
"5563" "Oriolus_forsteni" 109
"5564" "Oriolus_hosii" 64
"5565" "Oriolus_isabellae" 46.1
"5566" "Oriolus_larvatus" 66.1
"5567" "Oriolus_melanotis" 95.2
"5568" "Oriolus_mellianus" 93
"5569" "Oriolus_monacha" 68.5
"5570" "Oriolus_nigripennis" 56.7
"5571" "Oriolus_oriolus" 79
"5572" "Oriolus_percivali" 61
"5573" "Oriolus_phaeochromus" 109
"5574" "Oriolus_sagittatus" 95.2
"5575" "Oriolus_steerii" 46.5
"5576" "Oriolus_szalayi" 95.2
"5577" "Oriolus_tenuirostris" 81.38
"5578" "Oriolus_traillii" 73.66
"5579" "Oriolus_xanthonotus" 45
"5580" "Oriolus_xanthornus" 56.3
"5581" "Sphecotheres_hypoleucus" 77.5
"5582" "Sphecotheres_vieilloti" 121.5
"5583" "Sphecotheres_viridis" 121.04
"5584" "Ifrita_kowaldi" 32.1
"5585" "Melampitta_gigantea" 205
"5586" "Melampitta_lugubris" 42.67
"5587" "Orthonyx_novaeguineae" 58.06
"5588" "Orthonyx_spaldingii" 149.91
"5589" "Orthonyx_temminckii" 58.06
"5590" "Aleadryas_rufinucha" 40.5
"5591" "Coracornis_raveni" 36
"5592" "Hylocitrea_bonensis" 27.5
"5593" "Pachycare_flavogriseum" 16.2
"5594" "Pachycephala_albiventris" 21.1
"5595" "Pachycephala_arctitorquis" 22.4
"5596" "Pachycephala_aurea" 23.8
"5597" "Pachycephala_caledonica" 22.67
"5598" "Pachycephala_flavifrons" 41.45
"5599" "Pachycephala_griseonota" 22.38
"5600" "Pachycephala_grisola" 21
"5601" "Pachycephala_homeyeri" 25.82
"5602" "Pachycephala_hyperythra" 27.7
"5603" "Pachycephala_hypoxantha" 22.3
"5604" "Pachycephala_implicata" 34.47
"5605" "Pachycephala_inornata" 30.8
"5606" "Pachycephala_jacquinoti" 36
"5607" "Pachycephala_lanioides" 38.69
"5608" "Pachycephala_leucogastra" 18.5
"5609" "Pachycephala_lorentzi" 19.4
"5610" "Pachycephala_melanura" 23.8
"5611" "Pachycephala_meyeri" 19
"5612" "Pachycephala_modesta" 18.3
"5613" "Pachycephala_monacha" 26
"5614" "Pachycephala_nudigula" 34.5
"5615" "Pachycephala_olivacea" 41.2
"5616" "Pachycephala_orpheus" 15.5
"5617" "Pachycephala_pectoralis" 30.36
"5618" "Pachycephala_phaionota" 24.8
"5619" "Pachycephala_philippinensis" 22.3
"5620" "Pachycephala_rufiventris" 22.48
"5621" "Pachycephala_rufogularis" 36.6
"5622" "Pachycephala_schlegelii" 22.7
"5623" "Pachycephala_simplex" 17.4
"5624" "Pachycephala_soror" 24.8
"5625" "Pachycephala_sulfuriventer" 21.4
"5626" "Rhagologus_leucostigma" 26.8
"5627" "Astrapia_mayeri" 139.29
"5628" "Astrapia_nigra" 190
"5629" "Astrapia_rothschildi" 181.41
"5630" "Astrapia_splendidissima" 131.33
"5631" "Astrapia_stephaniae" 141.77
"5632" "Cicinnurus_magnificus" 89.8
"5633" "Cicinnurus_regius" 51.63
"5634" "Cicinnurus_respublica" 58.44
"5635" "Epimachus_albertisi" 110
"5636" "Epimachus_bruijnii" 153.31
"5637" "Epimachus_fastuosus" 232.87
"5638" "Epimachus_meyeri" 220.48
"5639" "Lophorina_superba" 76.66
"5640" "Lycocorax_pyrrhopterus" 283.91
"5641" "Manucodia_ater" 228.01
"5642" "Manucodia_chalybatus" 215.88
"5643" "Manucodia_comrii" 432.74
"5644" "Manucodia_jobiensis" 202.58
"5645" "Manucodia_keraudrenii" 154.66
"5646" "Paradigalla_brevicauda" 167.92
"5647" "Paradigalla_carunculata" 170
"5648" "Paradisaea_apoda" 172
"5649" "Paradisaea_decora" 237
"5650" "Paradisaea_guilielmi" 256
"5651" "Paradisaea_minor" 207.93
"5652" "Paradisaea_raggiana" 212.59
"5653" "Paradisaea_rubra" 178.2
"5654" "Paradisaea_rudolphi" 164.09
"5655" "Parotia_carolae" 163.16
"5656" "Parotia_helenae" 161.4
"5657" "Parotia_lawesii" 161.4
"5658" "Parotia_sefilata" 181.72
"5659" "Parotia_wahnesi" 158
"5660" "Pteridophora_alberti" 81.84
"5661" "Ptiloris_intercedens" 158
"5662" "Ptiloris_magnificus" 149.88
"5663" "Ptiloris_paradiseus" 119.49
"5664" "Ptiloris_victoriae" 95.02
"5665" "Seleucidis_melanoleucus" 174.43
"5666" "Semioptera_wallacii" 148.34
"5667" "Pardalotus_punctatus" 8.7
"5668" "Pardalotus_quadragintus" 10.7
"5669" "Pardalotus_rubricatus" 10.9
"5670" "Pardalotus_striatus" 11.44
"5671" "Baeolophus_atricristatus" 17.5
"5672" "Baeolophus_bicolor" 21.6
"5673" "Baeolophus_inornatus" 15.87
"5674" "Baeolophus_ridgwayi" 15.86
"5675" "Baeolophus_wollweberi" 10.4
"5676" "Melanochlora_sultanea" 37.6
"5677" "Parus_afer" 20.2
"5678" "Parus_albiventris" 21.2
"5679" "Parus_amabilis" 12.68
"5680" "Parus_ater" 9.2
"5681" "Parus_atricapillus" 10.8
"5682" "Parus_caeruleus" 11.1
"5683" "Parus_carolinensis" 9.99
"5684" "Parus_carpi" 18.6
"5685" "Parus_cinctus" 11.4
"5686" "Parus_cinerascens" 20
"5687" "Parus_cristatus" 11.04
"5688" "Parus_cyanus" 14.62
"5689" "Parus_davidi" 10.3
"5690" "Parus_dichrous" 13.8
"5691" "Parus_elegans" 12.83
"5692" "Parus_fasciiventer" 15.2
"5693" "Parus_fringillinus" 13.82
"5694" "Parus_funereus" 25.37
"5695" "Parus_gambeli" 11.19
"5696" "Parus_griseiventris" 15.5
"5697" "Parus_holsti" 16.69
"5698" "Parus_hudsonicus" 9.8
"5699" "Parus_hypermelaenus" 11.14
"5700" "Parus_leucomelas" 16.1
"5701" "Parus_leuconotus" 16.7
"5702" "Parus_lugubris" 15.8
"5703" "Parus_major" 16.25
"5704" "Parus_montanus" 11.1
"5705" "Parus_monticolus" 13.95
"5706" "Parus_niger" 21.5
"5707" "Parus_nuchalis" 13.8
"5708" "Parus_palustris" 11.14
"5709" "Parus_rubidiventris" 11.83
"5710" "Parus_rufescens" 9.39
"5711" "Parus_rufiventris" 18.2
"5712" "Parus_rufonuchalis" 12.64
"5713" "Parus_sclateri" 10.09
"5714" "Parus_semilarvatus" 18
"5715" "Parus_spilonotus" 18.8
"5716" "Parus_superciliosus" 10.7
"5717" "Parus_teneriffae" 10
"5718" "Parus_thruppi" 12
"5719" "Parus_varius" 17
"5720" "Parus_venustulus" 10.6
"5721" "Parus_xanthogenys" 14.76
"5722" "Pseudopodoces_humilis" 45.4
"5723" "Sylviparus_modestus" 7.14
"5724" "Basileuterus_basilicus" 16.2
"5725" "Basileuterus_belli" 10.7
"5726" "Basileuterus_bivittatus" 14.6
"5727" "Basileuterus_chlorophrys" 16.2
"5728" "Basileuterus_chrysogaster" 11.2
"5729" "Basileuterus_cinereicollis" 17.2
"5730" "Basileuterus_conspicillatus" 13.7
"5731" "Basileuterus_coronatus" 16.3
"5732" "Basileuterus_culicivorus" 10.5
"5733" "Basileuterus_flaveolus" 13.19
"5734" "Basileuterus_fraseri" 11.6
"5735" "Basileuterus_griseiceps" 13.04
"5736" "Basileuterus_hypoleucus" 11.4
"5737" "Basileuterus_ignotus" 10.89
"5738" "Basileuterus_leucoblepharus" 15.1
"5739" "Basileuterus_leucophrys" 18.1
"5740" "Basileuterus_luteoviridis" 12.92
"5741" "Basileuterus_melanogenys" 11.8
"5742" "Basileuterus_nigrocristatus" 13.64
"5743" "Basileuterus_rufifrons" 10.4
"5744" "Basileuterus_signatus" 11.3
"5745" "Basileuterus_trifasciatus" 9.7
"5746" "Basileuterus_tristriatus" 12.03
"5747" "Cardellina_rubrifrons" 8.1
"5748" "Catharopeza_bishopi" 15.1
"5749" "Dendroica_adelaidae" 6.94
"5750" "Dendroica_aestiva" 9.23
"5751" "Dendroica_angelae" 7.7
"5752" "Dendroica_caerulescens" 10.14
"5753" "Dendroica_castanea" 11.8
"5754" "Dendroica_cerulea" 9.04
"5755" "Dendroica_chrysoparia" 9.9
"5756" "Dendroica_coronata" 11.94
"5757" "Dendroica_delicata" 7.4
"5758" "Dendroica_discolor" 7.64
"5759" "Dendroica_dominica" 9.69
"5760" "Dendroica_fusca" 9.74
"5761" "Dendroica_graciae" 8.1
"5762" "Dendroica_kirtlandii" 13.94
"5763" "Dendroica_magnolia" 8.14
"5764" "Dendroica_nigrescens" 8.7
"5765" "Dendroica_occidentalis" 10.4
"5766" "Dendroica_palmarum" 10.3
"5767" "Dendroica_pensylvanica" 9.29
"5768" "Dendroica_petechia" 10.22
"5769" "Dendroica_pharetra" 9.9
"5770" "Dendroica_pinus" 11.79
"5771" "Dendroica_pityophila" 8
"5772" "Dendroica_plumbea" 10.1
"5773" "Dendroica_striata" 11.84
"5774" "Dendroica_subita" 7.6
"5775" "Dendroica_tigrina" 10.04
"5776" "Dendroica_townsendi" 8.84
"5777" "Dendroica_virens" 8.69
"5778" "Dendroica_vitellina" 6.7
"5779" "Ergaticus_ruber" 8.1
"5780" "Ergaticus_versicolor" 10
"5781" "Euthlypis_lachrymosa" 25.6
"5782" "Geothlypis_aequinoctialis" 13.1
"5783" "Geothlypis_auricularis" 13.8
"5784" "Geothlypis_beldingi" 15.7
"5785" "Geothlypis_chiriquensis" 13.8
"5786" "Geothlypis_flavovelata" 10.9
"5787" "Geothlypis_nelsoni" 11
"5788" "Geothlypis_poliocephala" 14.6
"5789" "Geothlypis_rostrata" 16.1
"5790" "Geothlypis_semiflava" 17.2
"5791" "Geothlypis_speciosa" 10.8
"5792" "Geothlypis_trichas" 9.54
"5793" "Geothlypis_velata" 13.1
"5794" "Helmitheros_vermivorum" 14.16
"5795" "Icteria_virens" 24.89
"5796" "Leucopeza_semperi" 19.75
"5797" "Limnothlypis_swainsonii" 18.9
"5798" "Microligea_palustris" 13.2
"5799" "Mniotilta_varia" 10.9
"5800" "Myioborus_albifacies" 15
"5801" "Myioborus_albifrons" 11.3
"5802" "Myioborus_brunniceps" 9.2
"5803" "Myioborus_cardonai" 10.92
"5804" "Myioborus_castaneocapilla" 10.92
"5805" "Myioborus_flavivertex" 15
"5806" "Myioborus_melanocephalus" 11.3
"5807" "Myioborus_miniatus" 9
"5808" "Myioborus_ornatus" 11.7
"5809" "Myioborus_pariae" 10.92
"5810" "Myioborus_pictus" 9.79
"5811" "Myioborus_torquatus" 10.5
"5812" "Oporornis_agilis" 13.3
"5813" "Oporornis_formosus" 14
"5814" "Oporornis_philadelphia" 11.74
"5815" "Oporornis_tolmiei" 10.4
"5816" "Parula_americana" 7.84
"5817" "Parula_gutturalis" 9.5
"5818" "Parula_pitiayumi" 6.82
"5819" "Parula_superciliosa" 9
"5820" "Phaeothlypis_fulvicauda" 14.9
"5821" "Phaeothlypis_rivularis" 13.5
"5822" "Protonotaria_citrea" 14.3
"5823" "Seiurus_aurocapilla" 18.8
"5824" "Seiurus_motacilla" 19.9
"5825" "Seiurus_noveboracensis" 16.3
"5826" "Setophaga_ruticilla" 8.24
"5827" "Teretistris_fernandinae" 9.9
"5828" "Teretistris_fornsi" 9.7
"5829" "Vermivora_bachmanii" 8.6
"5830" "Vermivora_celata" 9.19
"5831" "Vermivora_chrysoptera" 8.74
"5832" "Vermivora_crissalis" 9.3
"5833" "Vermivora_luciae" 6.6
"5834" "Vermivora_peregrina" 8.9
"5835" "Vermivora_pinus" 8.9
"5836" "Vermivora_ruficapilla" 8.09
"5837" "Vermivora_virginiae" 8.2
"5838" "Wilsonia_canadensis" 10.04
"5839" "Wilsonia_citrina" 10.54
"5840" "Wilsonia_pusilla" 6.96
"5841" "Xenoligea_montana" 12.5
"5842" "Zeledonia_coronata" 21
"5843" "Histurgops_ruficaudus" 69
"5844" "Montifringilla_adamsi" 31.3
"5845" "Montifringilla_blanfordi" 23.7
"5846" "Montifringilla_davidiana" 21.2
"5847" "Montifringilla_nivalis" 36.9
"5848" "Montifringilla_ruficollis" 22.8
"5849" "Montifringilla_taczanowskii" 32.5
"5850" "Montifringilla_theresae" 24.3
"5851" "Passer_ammodendri" 28.94
"5852" "Passer_castanopterus" 18
"5853" "Passer_cordofanicus" 21.95
"5854" "Passer_diffusus" 24.2
"5855" "Passer_domesticus" 26.51
"5856" "Passer_eminibey" 13.4
"5857" "Passer_euchlorus" 14
"5858" "Passer_flaveolus" 19.4
"5859" "Passer_gongonensis" 39.9
"5860" "Passer_griseus" 27.82
"5861" "Passer_hemileucus" 30.16
"5862" "Passer_hispaniolensis" 24.2
"5863" "Passer_iagoensis" 31.5
"5864" "Passer_insularis" 27.3
"5865" "Passer_luteus" 11.2
"5866" "Passer_melanurus" 29.5
"5867" "Passer_moabiticus" 16.46
"5868" "Passer_montanus" 21.39
"5869" "Passer_motitensis" 30.16
"5870" "Passer_pyrrhonotus" 21.95
"5871" "Passer_rufocinctus" 27.8
"5872" "Passer_rutilans" 18.46
"5873" "Passer_shelleyi" 21.95
"5874" "Passer_simplex" 19.5
"5875" "Passer_suahelicus" 25
"5876" "Passer_swainsonii" 31.6
"5877" "Petronia_brachydactyla" 22.3
"5878" "Petronia_dentata" 18.4
"5879" "Petronia_petronia" 30.2
"5880" "Petronia_pyrgita" 24.1
"5881" "Petronia_superciliaris" 24
"5882" "Petronia_xanthocollis" 18.1
"5883" "Philetairus_socius" 27.4
"5884" "Plocepasser_donaldsoni" 39.9
"5885" "Plocepasser_mahali" 41.47
"5886" "Plocepasser_rufoscapulatus" 44.6
"5887" "Plocepasser_superciliosus" 37.1
"5888" "Pseudonigrita_arnaudi" 20
"5889" "Pseudonigrita_cabanisi" 20.58
"5890" "Sporopipes_frontalis" 17.3
"5891" "Sporopipes_squamifrons" 12.3
"5892" "Amalocichla_incerta" 32.7
"5893" "Amalocichla_sclateriana" 54.7
"5894" "Drymodes_brunneopygia" 32.95
"5895" "Drymodes_superciliaris" 45.9
"5896" "Eopsaltria_australis" 20.15
"5897" "Eopsaltria_flaviventris" 13
"5898" "Eopsaltria_georgiana" 19.07
"5899" "Eopsaltria_griseogularis" 19.38
"5900" "Eopsaltria_pulverulenta" 19.19
"5901" "Eugerygone_rubra" 8.4
"5902" "Heteromyias_albispecularis" 36.3
"5903" "Melanodryas_cucullata" 21.1
"5904" "Melanodryas_vittata" 26.6
"5905" "Microeca_fascinans" 14.47
"5906" "Microeca_flavigaster" 12.1
"5907" "Microeca_flavovirescens" 15
"5908" "Microeca_griseoceps" 10.6
"5909" "Microeca_hemixantha" 13.65
"5910" "Microeca_papuana" 14.4
"5911" "Monachella_muelleriana" 24.5
"5912" "Pachycephalopsis_hattamensis" 34.6
"5913" "Pachycephalopsis_poliosoma" 37.97
"5914" "Peneothello_bimaculata" 23.77
"5915" "Peneothello_cryptoleuca" 18.9
"5916" "Peneothello_cyanus" 24.98
"5917" "Peneothello_sigillatus" 22.8
"5918" "Petroica_archboldi" 12.22
"5919" "Petroica_australis" 31.33
"5920" "Petroica_bivittata" 9
"5921" "Petroica_goodenovii" 8.9
"5922" "Petroica_macrocephala" 11.79
"5923" "Petroica_multicolor" 11.36
"5924" "Petroica_phoenicea" 13
"5925" "Petroica_rodinogaster" 10.24
"5926" "Petroica_rosea" 8.2
"5927" "Petroica_traversi" 23.5
"5928" "Poecilodryas_albonotata" 38.6
"5929" "Poecilodryas_brachyura" 25.1
"5930" "Poecilodryas_cerviniventris" 19.8
"5931" "Poecilodryas_hypoleuca" 18
"5932" "Poecilodryas_placens" 25.45
"5933" "Poecilodryas_superciliosa" 19.8
"5934" "Tregellasia_capito" 13.9
"5935" "Tregellasia_leucops" 15.57
"5936" "Peucedramus_taeniatus" 11
"5937" "Neodrepanis_coruscans" 6.5
"5938" "Neodrepanis_hypoxantha" 7.1
"5939" "Philepitta_castanea" 35.4
"5940" "Philepitta_schlegeli" 27.9
"5941" "Picathartes_gymnocephalus" 196
"5942" "Picathartes_oreas" 220
"5943" "Antilophia_bokermanni" 19.8
"5944" "Antilophia_galeata" 21.48
"5945" "Chiroxiphia_boliviana" 17.13
"5946" "Chiroxiphia_caudata" 25.6
"5947" "Chiroxiphia_lanceolata" 18.5
"5948" "Chiroxiphia_linearis" 17.44
"5949" "Chiroxiphia_pareola" 16.84
"5950" "Corapipo_altera" 11.8
"5951" "Corapipo_gutturalis" 8.2
"5952" "Corapipo_leucorrhoa" 11.65
"5953" "Heterocercus_aurantiivertex" 21.49
"5954" "Heterocercus_flavivertex" 21.3
"5955" "Heterocercus_linteatus" 21.2
"5956" "Ilicura_militaris" 12.7
"5957" "Lepidothrix_coeruleocapilla" 9.66
"5958" "Lepidothrix_coronata" 8.34
"5959" "Lepidothrix_iris" 8
"5960" "Lepidothrix_isidorei" 7.8
"5961" "Lepidothrix_nattereri" 8.39
"5962" "Lepidothrix_serena" 11.4
"5963" "Lepidothrix_suavissima" 8.5
"5964" "Lepidothrix_vilasboasi" 8.39
"5965" "Machaeropterus_deliciosus" 12.7
"5966" "Machaeropterus_pyrocephalus" 9.49
"5967" "Machaeropterus_regulus" 9.34
"5968" "Manacus_aurantiacus" 15.5
"5969" "Manacus_candei" 19.82
"5970" "Manacus_manacus" 16.7
"5971" "Manacus_vitellinus" 18.16
"5972" "Masius_chrysopterus" 11.52
"5973" "Neopelma_aurifrons" 14
"5974" "Neopelma_chrysocephalum" 15.5
"5975" "Neopelma_chrysolophum" 14.2
"5976" "Neopelma_pallescens" 18.2
"5977" "Neopelma_sulphureiventer" 15.7
"5978" "Pipra_aureola" 16.14
"5979" "Pipra_chloromeros" 16.5
"5980" "Pipra_cornuta" 25.3
"5981" "Pipra_erythrocephala" 13.43
"5982" "Pipra_fasciicauda" 15.9
"5983" "Pipra_filicauda" 15.4
"5984" "Pipra_mentalis" 15
"5985" "Pipra_pipra" 11.11
"5986" "Pipra_rubrocapilla" 12
"5987" "Piprites_chloris" 16
"5988" "Piprites_griseiceps" 16
"5989" "Piprites_pileata" 15
"5990" "Tyranneutes_stolzmanni" 7.2
"5991" "Tyranneutes_virescens" 7.18
"5992" "Xenopipo_atronitens" 15.54
"5993" "Xenopipo_flavicapilla" 17.8
"5994" "Xenopipo_holochlora" 14.9
"5995" "Xenopipo_unicolor" 15.5
"5996" "Xenopipo_uniformis" 17.86
"5997" "Pitta_anerythra" 85.99
"5998" "Pitta_angolensis" 62.74
"5999" "Pitta_arcuata" 54
"6000" "Pitta_baudii" 66
"6001" "Pitta_brachyura" 55.5
"6002" "Pitta_caerulea" 202
"6003" "Pitta_cyanea" 108.99
"6004" "Pitta_dohertyi" 72.39
