"Species" "Mass"
"2600" "Paradipus_ctenodactylus" "140"
"2601" "Dipus_sagitta" "89"
"2602" "Stylodipus_andrewsi" "57.495"
"2603" "Stylodipus_telum" "57.495"
"2604" "Eremodipus_lichtensteini" "51"
"2605" "Jaculus_orientalis" "136.13"
"2606" "Jaculus_blanfordi" "54.7"
"2607" "Jaculus_jaculus" "57.4"
"2608" "Cardiocranius_paradoxus" "8.6"
"2609" "Salpingotus_kozlovi" "9.5"
"2610" "Sicista_concolor" "7"
"2611" "Sicista_subtilis" "11.75"
"2612" "Sicista_betulina" "8.92"
"2613" "Sicista_strandi" "8.92"
"2614" "Sicista_kazbegica" "61.831"
"2615" "Sicista_tianshanica" "11.5"
"2616" "Typhlomys_cinereus" "41.675"
"2617" "Tachyoryctes_splendens" "202.25"
"2618" "Cannomys_badius" "561.035"
"2619" "Rhizomys_pruinosus" "2450"
"2620" "Rhizomys_sinensis" "82.495"
"2621" "Eospalax_smithii" "94.15"
"2622" "Eospalax_fontanierii" "256.76"
"2623" "Eospalax_rothschildi" "104.345"
"2624" "Myospalax_psilurus" "242.105"
"2625" "Myospalax_aspalax" "225"
"2626" "Spalax_graecus" "470"
"2627" "Spalax_zemni" "470"
"2628" "Spalax_arenarius" "470"
"2629" "Spalax_microphthalmus" "470"
"2630" "Lophiomys_imhausi" "755"
"2631" "Tatera_indica" "112.64"
"2632" "Desmodillus_auricularis" "54.81"
"2633" "Gerbillurus_paeba" "28.5"
"2634" "Gerbillurus_tytonis" "29.79"
"2635" "Gerbillurus_setzeri" "38.6"
"2636" "Gerbilliscus_robustus" "94.495"
"2637" "Gerbilliscus_phillipsi" "127.07"
"2638" "Gerbilliscus_nigricaudus" "118.5"
"2639" "Gerbilliscus_kempi" "113"
"2640" "Gerbilliscus_gambiana" "114.5"
"2641" "Gerbilliscus_guineae" "102.5"
"2642" "Gerbilliscus_validus" "113"
"2643" "Gerbilliscus_leucogaster" "133.8"
"2644" "Gerbilliscus_brantsii" "82.205"
"2645" "Gerbilliscus_afra" "83.465"
"2646" "Gerbillurus_vallinus" "37.02"
"2647" "Pachyuromys_duprasi" "40"
"2648" "Desmodilliscus_braueri" "10"
"2649" "Sekeetamys_calurus" "60.25"
"2650" "Gerbillus_simoni" "24.4"
"2651" "Gerbillus_dasyurus" "27.5"
"2652" "Gerbillus_rupicola" "37"
"2653" "Gerbillus_campestris" "27.99"
"2654" "Gerbillus_gerbillus" "28.345"
"2655" "Gerbillus_cheesmani" "35.675"
"2656" "Gerbillus_latastei" "28.345"
"2657" "Gerbillus_pyramidum" "39.9"
"2658" "Gerbillus_perpallidus" "52.4"
"2659" "Gerbillus_floweri" "39.9"
"2660" "Gerbillus_tarabuli" "39.9"
"2661" "Gerbillus_occiduus" "36.05"
"2662" "Gerbillus_hoogstraali" "63.854"
"2663" "Gerbillus_hesperinus" "39.9"
"2664" "Gerbillus_nigeriae" "29.7"
"2665" "Gerbillus_andersoni" "27.5"
"2666" "Gerbillus_nancillus" "35.94"
"2667" "Gerbillus_nanus" "28.133"
"2668" "Gerbillus_amoenus" "26.95"
"2669" "Gerbillus_henleyi" "9.85"
"2670" "Gerbillus_poecilops" "31.5"
"2671" "Taterillus_petteri" "50.8"
"2672" "Taterillus_pygargus" "45.45"
"2673" "Taterillus_arenarius" "47"
"2674" "Taterillus_emini" "52"
"2675" "Taterillus_gracilis" "50.875"
"2676" "Meriones_tamariscinus" "120"
"2677" "Psammomys_vexillaris" "177.33"
"2678" "Psammomys_obesus" "177.33"
"2679" "Meriones_unguiculatus" "58.1"
"2680" "Meriones_shawi" "137.8"
"2681" "Meriones_meridianus" "53"
"2682" "Meriones_chengi" "63.854"
"2683" "Meriones_libycus" "91.33"
"2684" "Meriones_rex" "125.25"
"2685" "Meriones_crassus" "48.3"
"2686" "Brachiones_przewalskii" "27"
"2687" "Rhombomys_opimus" "214"
"2688" "Uranomys_ruddi" "41.24"
"2689" "Deomys_ferrugineus" "57.6"
"2690" "Lophuromys_woosnami" "42.14"
"2691" "Lophuromys_sikapusi" "53.61"
"2692" "Lophuromys_melanonyx" "10.2"
"2693" "Lophuromys_brevicaudus" "56.035"
"2694" "Lophuromys_flavopunctatus" "56.035"
"2695" "Lophuromys_chrysopus" "56.035"
"2696" "Acomys_ngurui" "27.01"
"2697" "Acomys_spinosissimus" "27.01"
"2698" "Acomys_muzei" "27.01"
"2699" "Acomys_russatus" "54.915"
"2700" "Acomys_wilsoni" "20.96"
"2701" "Acomys_percivali" "21.99"
"2702" "Acomys_ignitus" "45.2"
"2703" "Acomys_dimidiatus" "45.2"
"2704" "Acomys_cahirinus" "45.2"
"2705" "Acomys_nesiotes" "45.2"
"2706" "Acomys_minous" "45.2"
"2707" "Acomys_cilicicus" "48"
"2708" "Acomys_johannis" "43.6"
"2709" "Phloeomys_pallidus" "1744.14"
"2710" "Phloeomys_cumingi" "1796.23"
"2712" "Carpomys_phaeurus" "183.3"
"2713" "Batomys_granti" "169.53"
"2714" "Crateromys_heaneyi" "1000"
"2715" "Batomys_salomonseni" "185.76"
"2716" "Chiropodomys_gliroides" "25.5"
"2718" "Archboldomys_luzonensis" "35.34"
"2719" "Rhynchomys_tapulao" "148"
"2720" "Rhynchomys_soricoides" "234.55"
"2721" "Rhynchomys_isarogensis" "122.29"
"2722" "Rhynchomys_banahao" "155"
"2723" "Soricomys_musseri" "26.5"
"2724" "Soricomys_montanus" "25.5"
"2725" "Soricomys_kalinga" "25.5"
"2726" "Chrotomys_whiteheadi" "151.98"
"2727" "Chrotomys_gonzalesi" "140.2"
"2728" "Chrotomys_mindorensis" "151.98"
"2729" "Chrotomys_silaceus" "213.39"
"2730" "Chrotomys_sibuyanensis" "104"
"2731" "Apomys_insignis" "34.88"
"2732" "Apomys_hylocetes" "34.88"
"2733" "Apomys_camiguinensis" "39.8"
"2734" "Apomys_musculus" "21.2"
"2735" "Apomys_microdon" "34.98"
"2739" "Apomys_sacobianus" "34.88"
"2741" "Apomys_datae" "34.88"
"2742" "Apomys_abrae" "34.88"
"2743" "Apomys_gracilirostris" "88.1"
"2749" "Parahydromys_asper" "526.66"
"2750" "Hydromys_chrysogaster" "738.085"
"2751" "Crossomys_moncktoni" "168.42"
"2752" "Leptomys_elegans" "83.52"
"2753" "Xeromys_myoides" "45.2"
"2754" "Pseudohydromys_ellermani" "21.4"
"2755" "Uromys_caudimaculatus" "644.42"
"2756" "Melomys_rubicola" "94"
"2757" "Melomys_capensis" "70.6"
"2758" "Melomys_cervinipes" "82.6"
"2759" "Solomys_salebrosus" "397"
"2760" "Melomys_rufescens" "58.75"
"2761" "Melomys_leucogaster" "78.05"
"2762" "Melomys_burtoni" "62"
"2763" "Paramelomys_levipes" "82.205"
"2764" "Leporillus_conditor" "332.5"
"2765" "Conilurus_penicillatus" "159.51"
"2766" "Mesembriomys_gouldii" "900"
"2767" "Pseudomys_fumeus" "70"
"2768" "Pseudomys_australis" "65"
"2769" "Mastacomys_fuscus" "136.86"
"2770" "Pseudomys_hermannsburgensis" "12.2"
"2771" "Pseudomys_chapmani" "11.475"
"2772" "Notomys_fuscus" "37.14"
"2773" "Notomys_alexis" "33.67"
"2774" "Zyzomys_argurus" "45.21"
"2775" "Pseudomys_nanus" "52.19"
"2776" "Leggadina_lakedownensis" "17.5"
"2777" "Leggadina_forresti" "21.94"
"2778" "Mallomys_rothschildi" "1157.5"
"2779" "Abeomelomys_sevia" "57.89"
"2780" "Mammelomys_lanosus" "99.35"
"2781" "Anisomys_imitator" "510.5"
"2782" "Hyomys_goliath" "874.37"
"2783" "Pogonomys_sylvestris" "40.385"
"2784" "Pogonomys_macrourus" "46.98"
"2785" "Pogonomys_loriae" "95.195"
"2786" "Macruromys_major" "357.25"
"2787" "Chiruromys_vates" "44.43"
"2788" "Lorentzimys_nouhuysi" "14.44"
"2789" "Hylomyscus_parvus" "14.49"
"2790" "Hylomyscus_kerbispeterhansi" "35.99"
"2791" "Hylomyscus_arcimontensis" "35.99"
"2792" "Hylomyscus_anselli" "35.99"
"2793" "Hylomyscus_walterverheyeni" "19.465"
"2794" "Hylomyscus_stella" "19.465"
"2795" "Hylomyscus_alleni" "19.97"
"2797" "Hylomyscus_grandis" "22.13"
"2798" "Hylomyscus_aeta" "22.13"
"2799" "Hylomyscus_baeri" "33.16"
"2800" "Heimyscus_fumosus" "17.2"
"2801" "Hylomyscus_denniae" "35.99"
"2802" "Hylomyscus_vulcanorum" "35.99"
"2803" "Hylomyscus_endorobae" "35.99"
"2804" "Praomys_delectorum" "36.97"
"2805" "Mastomys_pernanus" "52.33"
"2806" "Mastomys_kollmannspergeri" "90.91"
"2807" "Mastomys_huberti" "53.81"
"2808" "Mastomys_erythroleucus" "53.81"
"2809" "Mastomys_natalensis" "41.675"
"2810" "Mastomys_awashensis" "46"
"2811" "Mastomys_coucha" "53.81"
"2812" "Myomyscus_brockmani" "28"
"2813" "Stenocephalemys_albocaudata" "144"
"2814" "Stenocephalemys_griseicauda" "85.75"
"2815" "Stenocephalemys_albipes" "48"
"2816" "Myomyscus_yemeni" "30"
"2817" "Zelotomys_hildegardeae" "55.22"
"2818" "Colomys_goslingi" "60.5"
"2819" "Myomyscus_verreauxii" "41"
"2820" "Praomys_verschureni" "49"
"2821" "Praomys_lukolelae" "37.035"
"2822" "Praomys_degraaffi" "45.5"
"2823" "Praomys_minor" "37.1"
"2824" "Praomys_jacksoni" "37.1"
"2825" "Praomys_mutoni" "41.71"
"2826" "Praomys_derooi" "32"
"2827" "Praomys_daltoni" "34.245"
"2828" "Praomys_tullbergi" "36.97"
"2829" "Praomys_misonnei" "63.854"
"2830" "Praomys_rostratus" "36.97"
"2831" "Praomys_morio" "31.365"
"2832" "Praomys_obscurus" "38.86"
"2833" "Praomys_hartwigi" "38.86"
"2834" "Praomys_petteri" "49.3"
"2835" "Praomys_coetzeei" "36.97"
"2836" "Malacomys_longipes" "95.64"
"2837" "Malacomys_edwardsi" "79.71"
"2838" "Malacomys_cansdalei" "95.64"
"2839" "Mus_pahari" "25.733"
"2840" "Mus_crociduroides" "28.7"
"2841" "Mus_sorella" "12.535"
"2842" "Mus_neavei" "7.585"
"2843" "Mus_setulosus" "11.18"
"2844" "Mus_bufo" "8.88"
"2845" "Mus_mahomet" "41.5"
"2846" "Mus_indutus" "7.25"
"2847" "Mus_tenellus" "10.2"
"2848" "Mus_minutoides" "7.585"
"2849" "Mus_musculoides" "7.585"
"2850" "Mus_mattheyi" "63.854"
"2851" "Mus_haussa" "8.45"
"2852" "Mus_triton" "12.535"
"2853" "Mus_callewaerti" "63.854"
"2854" "Muriculus_imberbis" "18.5"
"2855" "Mus_cookii" "20.467"
"2856" "Mus_cervicolor" "17.7"
"2857" "Mus_caroli" "18.65"
"2858" "Mus_spretus" "19.9"
"2859" "Mus_musculus" "20.5"
"2860" "Mus_spicilegus" "19.9"
"2861" "Mus_macedonicus" "20.5"
"2862" "Mus_cypriacus" "50.6"
"2863" "Mus_fragilicauda" "12"
"2864" "Mus_terricolor" "9"
"2865" "Mus_famulus" "22.88"
"2866" "Mus_booduga" "11.5"
"2867" "Mus_saxicola" "21.4"
"2868" "Mus_platythrix" "28.64"
"2869" "Tokudaia_tokunoshimensis" "290.5"
"2870" "Tokudaia_osimensis" "84.65"
"2871" "Tokudaia_muenninki" "84.65"
"2872" "Apodemus_mystacinus" "42.3"
"2873" "Apodemus_witherbyi" "20.63"
"2874" "Apodemus_sylvaticus" "23.4"
"2875" "Apodemus_alpicola" "29.375"
"2876" "Apodemus_ponticus" "29.375"
"2877" "Apodemus_flavicollis" "29.375"
"2878" "Apodemus_uralensis" "23.39"
"2879" "Apodemus_pallipes" "23.39"
"2880" "Apodemus_gurkha" "29.375"
"2881" "Apodemus_argenteus" "23.4"
"2882" "Apodemus_speciosus" "43.75"
"2883" "Apodemus_latronum" "29.4"
"2884" "Apodemus_semotus" "23.6"
"2885" "Apodemus_draco" "23.4"
"2886" "Apodemus_chevrieri" "21.2"
"2887" "Apodemus_agrarius" "21.2"
"2888" "Apodemus_peninsulae" "29.4"
"2889" "Parotomys_brantsii" "120"
"2890" "Otomys_lacustris" "114.45"
"2891" "Otomys_anchietae" "114.45"
"2892" "Otomys_denti" "120"
"2893" "Otomys_sloggetti" "113.295"
"2894" "Otomys_tropicalis" "114.45"
"2895" "Otomys_orestes" "114.45"
"2896" "Otomys_jacksoni" "100"
"2898" "Otomys_dartmouthi" "100"
"2900" "Otomys_burtoni" "114.45"
"2901" "Otomys_occidentalis" "72.8"
"2902" "Otomys_angoniensis" "122.55"
"2904" "Otomys_typus" "100"
"2906" "Otomys_laminatus" "130.65"
"2907" "Otomys_karoensis" "114.45"
"2908" "Otomys_irroratus" "114.45"
"2909" "Parotomys_littledalei" "126.99"
"2910" "Otomys_unisulcatus" "99.25"
"2911" "Golunda_ellioti" "60.73"
"2912" "Oenomys_hypoxanthus" "87.67"
"2913" "Stochomys_longicaudatus" "82.33"
"2914" "Hybomys_lunaris" "53.13"
"2915" "Hybomys_univittatus" "53.13"
"2916" "Aethomys_kaiseri" "98.495"
"2917" "Dephomys_defua" "48.263"
"2918" "Aethomys_ineptus" "80.85"
"2919" "Aethomys_chrysophilus" "79.7"
"2920" "Dasymys_rufulus" "116.965"
"2921" "Dasymys_incomtus" "116.965"
"2922" "Desmomys_harringtoni" "89.99"
"2923" "Lamottemys_okuensis" "56"
"2924" "Arvicanthis_nairobae" "73.34"
"2925" "Arvicanthis_ansorgei" "95.8"
"2926" "Arvicanthis_neumanni" "73.34"
"2927" "Arvicanthis_niloticus" "95.8"
"2928" "Arvicanthis_abyssinicus" "73.34"
"2929" "Lemniscomys_striatus" "42.3"
"2930" "Lemniscomys_barbarus" "26.175"
"2931" "Lemniscomys_zebra" "26.175"
"2932" "Lemniscomys_macculus" "26.5"
"2933" "Lemniscomys_bellieri" "32.56"
"2934" "Lemniscomys_rosalia" "50.515"
"2935" "Pelomys_fallax" "119.23"
"2936" "Mylomys_dybowskii" "110.96"
"2937" "Rhabdomys_pumilio" "45.865"
"2938" "Thallomys_loringi" "124.595"
"2939" "Thallomys_nigricauda" "124.595"
"2940" "Thallomys_paedulcus" "77.7"
"2941" "Grammomys_macmillani" "37.01"
"2942" "Grammomys_ibeanus" "41.19"
"2943" "Grammomys_dolichurus" "43.7"
"2944" "Cremnomys_cutchicus" "59.8"
"2945" "Millardia_meltada" "67.4"
"2946" "Millardia_kathleenae" "93"
"2947" "Micromys_minutus" "7.18"
"2948" "Maxomys_ochraceiventer" "158.96"
"2949" "Maxomys_hellwaldii" "203"
"2950" "Maxomys_dollmani" "120"
"2951" "Crunomys_suncoides" "37"
"2952" "Crunomys_melanius" "30.58"
"2953" "Crunomys_celebensis" "55"
"2954" "Maxomys_musschenbroekii" "84.8"
"2955" "Maxomys_whiteheadi" "54.33"
"2957" "Maxomys_hylomyoides" "56.6"
"2958" "Maxomys_panglima" "154.72"
"2959" "Maxomys_rajah" "150"
"2960" "Maxomys_pagensis" "150.48"
"2961" "Maxomys_surifer" "150.48"
"2962" "Maxomys_bartelsii" "88.46"
"2963" "Maxomys_moi" "147"
"2964" "Melasmothrix_naso" "49"
"2967" "Srilankamys_ohiensis" "125"
"2968" "Taeromys_celebensis" "323"
"2969" "Paruromys_dominator" "325.31"
"2970" "Bunomys_penitus" "170"
"2971" "Bunomys_chrysocomus" "111.29"
"2972" "Bunomys_andrewsi" "125"
"2974" "Bullimus_luzonicus" "388.57"
"2975" "Bullimus_bagobus" "324.455"
"2976" "Bullimus_gamay" "367.8"
"2977" "Sundamys_muelleri" "345.24"
"2978" "Bandicota_indica" "200"
"2979" "Bandicota_bengalensis" "196.83"
"2980" "Bandicota_savilei" "260.63"
"2981" "Nesokia_indica" "160.79"
"2982" "Rattus_losea" "104.63"
"2983" "Rattus_baluensis" "107.5"
"2984" "Rattus_rattus" "200"
"2985" "Rattus_tiomanicus" "142.68"
"2986" "Rattus_hoffmanni" "147"
"2987" "Rattus_argentiventer" "200"
"2988" "Rattus_tanezumi" "171.34"
"2989" "Rattus_andamanensis" "197.97"
"2990" "Rattus_pyctoris" "136"
"2991" "Rattus_exulans" "60.315"
"2992" "Rattus_satarae" "200"
"2993" "Tarsomys_apoensis" "114.11"
"2994" "Limnomys_sibuanus" "64.47"
"2995" "Limnomys_bryophilus" "64.1"
"2996" "Rattus_everetti" "253.53"
"2997" "Diplothrix_legata" "63.854"
"2998" "Rattus_norvegicus" "280"
"2999" "Rattus_nitidus" "100.02"
"3000" "Rattus_tunneyi" "141.395"
"3001" "Rattus_villosissimus" "193.5"
"3002" "Rattus_sordidus" "157.5"
"3003" "Rattus_lutreolus" "112"
"3004" "Rattus_fuscipes" "127.29"
"3005" "Rattus_leucopus" "162.445"
"3006" "Rattus_verecundus" "97.02"
"3007" "Rattus_niobe" "45.07"
"3008" "Rattus_giluwensis" "101.11"
"3009" "Rattus_novaeguineae" "133"
"3010" "Rattus_praetor" "194.43"
"3011" "Rattus_steini" "153.085"
"3012" "Rattus_morotaiensis" "148.25"
"3013" "Berylmys_bowersi" "358.68"
"3014" "Berylmys_berdmorei" "235"
"3015" "Tonkinomys_daovantieni" "172.5"
"3017" "Niviventer_rapit" "79.73"
"3018" "Niviventer_hinpoon" "61"
"3019" "Niviventer_cremoriventer" "71.54"
"3020" "Niviventer_niviventer" "83.2"
"3021" "Niviventer_excelsior" "102"
"3022" "Niviventer_andersoni" "147"
"3023" "Niviventer_culturatus" "81.17"
"3024" "Niviventer_eha" "53.6"
"3025" "Niviventer_fulvescens" "81.79"
"3026" "Niviventer_tenaster" "71.54"
"3027" "Niviventer_coninga" "80.65"
"3028" "Niviventer_confucianus" "65"
"3029" "Niviventer_brahma" "97.3"
"3030" "Chiromyscus_chiropus" "77.8"
"3031" "Margaretamys_elegans" "121"
"3032" "Leopoldamys_sabanus" "347.61"
"3033" "Leopoldamys_neilli" "219"
"3034" "Leopoldamys_edwardsi" "308.82"
"3035" "Leopoldamys_milleti" "308.82"
"3036" "Dacnomys_millardi" "73.99"
"3037" "Prometheomys_schaposchnikowi" "75"
"3038" "Ondatra_zibethicus" "997.955"
"3039" "Neofiber_alleni" "265.38"
"3040" "Lemmus_trimucronatus" "60.8"
"3041" "Myopus_schisticolor" "26.4"
"3042" "Synaptomys_borealis" "21.3"
"3043" "Lemmus_sibiricus" "60"
"3044" "Lemmus_amurensis" "60"
"3045" "Lemmus_lemmus" "68.81"
"3046" "Synaptomys_cooperi" "32.53"
"3047" "Myodes_gapperi" "22.8"
"3048" "Myodes_centralis" "21.15"
"3049" "Myodes_glareolus" "20.8"
"3050" "Alticola_macrotis" "36"
"3051" "Alticola_lemminus" "46.259"
"3052" "Alticola_barakshin" "46.259"
"3053" "Alticola_strelzowi" "49.995"
"3054" "Alticola_semicanus" "36"
"3055" "Alticola_tuvinicus" "46.259"
"3056" "Alticola_olchonensis" "37.69"
"3057" "Alticola_montosa" "36"
"3058" "Alticola_argentatus" "37.69"
"3059" "Alticola_albicaudus" "34.53"
"3060" "Myodes_rutilus" "25"
"3061" "Myodes_californicus" "22.8"
"3062" "Myodes_rufocanus" "27.5"
"3063" "Myodes_regulus" "27.35"
"3064" "Myodes_smithii" "27.5"
"3065" "Myodes_andersoni" "46.259"
"3066" "Myodes_rex" "27.35"
"3067" "Alticola_stoliczkanus" "30.14"
"3068" "Eothenomys_miletus" "19.59"
"3069" "Eothenomys_melanogaster" "19.59"
"3070" "Eothenomys_cachinus" "19.59"
"3071" "Eothenomys_wardi" "46.259"
"3072" "Eothenomys_custos" "30.8"
"3073" "Eothenomys_chinensis" "45.3"
"3074" "Eothenomys_proditor" "42.5"
"3075" "Eothenomys_olitor" "22"
"3076" "Caryomys_inez" "23.5"
"3077" "Caryomys_eva" "22.5"
"3078" "Dinaromys_bogdanovi" "56"
"3079" "Lagurus_lagurus" "20.3"
"3080" "Eolagurus_luteus" "26"
"3081" "Arvicola_sapidus" "120"
"3082" "Arvicola_scherman" "97.5"
"3083" "Arvicola_amphibius" "108.75"
"3084" "Ellobius_tancrei" "39"
"3085" "Ellobius_talpinus" "39"
"3086" "Ellobius_fuscocapillus" "80"
"3087" "Chionomys_nivalis" "42.01"
"3088" "Chionomys_roberti" "93.5"
"3089" "Chionomys_gud" "93.5"
"3090" "Proedromys_bedfordi" "46.259"
"3091" "Volemys_musseri" "42.5"
"3092" "Proedromys_liangshanensis" "210.5"
"3093" "Lasiopodomys_mandarinus" "46.259"
"3094" "Lasiopodomys_brandtii" "40.1"
"3095" "Microtus_oregoni" "20.425"
"3096" "Microtus_longicaudus" "32.5"
"3097" "Microtus_pennsylvanicus" "38.55"
"3098" "Microtus_montanus" "35.1"
"3099" "Microtus_townsendii" "52.2"
"3100" "Microtus_canicaudus" "35.1"
"3101" "Microtus_ochrogaster" "46.7"
"3102" "Microtus_californicus" "53.5"
"3103" "Microtus_xanthognathus" "92.65"
"3104" "Microtus_richardsoni" "72.825"
"3105" "Microtus_umbrosus" "41.99"
"3106" "Microtus_miurus" "40.25"
"3107" "Microtus_abbreviatus" "58.03"
"3108" "Microtus_quasiater" "40"
"3109" "Microtus_pinetorum" "25.5"
"3110" "Microtus_guatemalensis" "41.99"
"3111" "Microtus_oaxacensis" "36.52"
"3112" "Microtus_chrotorrhinus" "38.995"
"3113" "Microtus_ilaeus" "25.4"
"3114" "Microtus_transcaspicus" "38.973"
"3115" "Microtus_arvalis" "25.4"
"3116" "Microtus_levis" "26.9"
"3117" "Microtus_schelkovnikovi" "46.259"
"3118" "Microtus_paradoxus" "48"
"3119" "Microtus_guentheri" "48.995"
"3120" "Microtus_dogramacii" "28"
"3121" "Microtus_socialis" "48"
"3122" "Microtus_anatolicus" "52.5"
"3123" "Microtus_schidlovskii" "48"
"3124" "Microtus_irani" "48"
"3125" "Microtus_daghestanicus" "12.99"
"3126" "Microtus_majori" "18.2"
"3127" "Microtus_subterraneus" "17.8"
"3128" "Microtus_gerbei" "22"
"3129" "Microtus_lusitanicus" "20"
"3130" "Microtus_duodecimcostatus" "22.71"
"3131" "Microtus_savii" "20"
"3132" "Microtus_tatricus" "40"
"3133" "Microtus_felteni" "24.34"
"3134" "Microtus_thomasi" "23"
"3135" "Microtus_multiplex" "23.16"
"3136" "Microtus_liechtensteini" "23.16"
"3137" "Microtus_bavaricus" "29.27"
"3138" "Microtus_cabrerae" "52.5"
"3139" "Microtus_agrestis" "31.935"
"3140" "Blanfordimys_bucharensis" "57.08"
"3141" "Blanfordimys_afghanus" "56.99"
"3142" "Microtus_oeconomus" "33.1"
"3143" "Microtus_kikuchii" "46.3"
"3144" "Microtus_montebelli" "33.1"
"3145" "Microtus_fortis" "63"
"3146" "Microtus_mongolicus" "25.4"
"3147" "Microtus_middendorffii" "40.25"
"3148" "Microtus_sachalinensis" "48.04"
"3149" "Microtus_maximowiczii" "38.149"
"3150" "Microtus_limnophilus" "33.1"
"3151" "Neodon_irene" "46.259"
"3152" "Neodon_sikimensis" "45.259"
"3153" "Microtus_clarkei" "46.259"
"3155" "Volemys_millicens" "49.02"
"3156" "Arborimus_longicaudus" "22.39"
"3157" "Arborimus_pomo" "34.245"
"3158" "Arborimus_albipes" "23"
"3159" "Phenacomys_intermedius" "25.2"
"3160" "Phenacomys_ungava" "27"
"3161" "Dicrostonyx_torquatus" "67.885"
"3162" "Dicrostonyx_hudsonius" "57"
"3163" "Dicrostonyx_richardsoni" "57.62"
"3164" "Dicrostonyx_groenlandicus" "58.44"
"3165" "Phodopus_roborovskii" "12.02"
"3166" "Phodopus_sungorus" "30.865"
"3167" "Phodopus_campbelli" "28.745"
"3168" "Cricetulus_kamensis" "30"
"3169" "Mesocricetus_newtoni" "105"
"3170" "Mesocricetus_brandti" "108.2"
"3171" "Mesocricetus_raddei" "105"
"3172" "Mesocricetus_auratus" "105"
"3173" "Tscherskia_triton" "25"
"3174" "Cricetulus_migratorius" "30.7"
"3175" "Cricetulus_longicaudatus" "22.1"
"3176" "Cricetulus_barabensis" "22.85"
"3177" "Cricetus_cricetus" "400"
"3178" "Allocricetulus_eversmanni" "115.558"
"3179" "Tylomys_watsoni" "240"
"3180" "Tylomys_nudicaudus" "280"
"3181" "Ototylomys_phyllotis" "93.97"
"3182" "Otonyctomys_hatti" "36.2"
"3183" "Nyctomys_sumichrasti" "53.33"
"3184" "Neotoma_goldmani" "198"
"3185" "Neotoma_magister" "208.59"
"3186" "Neotoma_floridana" "208.18"
"3187" "Neotoma_micropus" "203.09"
"3188" "Neotoma_albigula" "190.5"
"3189" "Neotoma_leucodon" "190.5"
"3190" "Neotoma_angustapalata" "203"
"3191" "Neotoma_stephensi" "125.33"
"3192" "Neotoma_mexicana" "203"
"3193" "Neotoma_lepida" "113.4"
"3194" "Neotoma_devia" "113.4"
"3195" "Neotoma_bryanti" "119.365"
"3196" "Neotoma_fuscipes" "213.26"
"3197" "Neotoma_macrotis" "219.5"
"3198" "Neotoma_cinerea" "285.89"
"3199" "Xenomys_nelsoni" "129.99"
"3200" "Hodomys_alleni" "367.795"
"3201" "Reithrodontomys_hirsutus" "20"
"3202" "Reithrodontomys_fulvescens" "12.5"
"3203" "Reithrodontomys_zacatecae" "10.72"
"3204" "Reithrodontomys_megalotis" "10.72"
"3205" "Reithrodontomys_sumichrasti" "19"
"3206" "Reithrodontomys_chrysopsis" "19"
"3207" "Reithrodontomys_montanus" "9.95"
"3208" "Reithrodontomys_raviventris" "11"
"3209" "Reithrodontomys_humulis" "9.275"
"3210" "Reithrodontomys_creper" "22.8"
"3211" "Reithrodontomys_spectabilis" "20.19"
"3212" "Reithrodontomys_gracilis" "14.09"
"3213" "Reithrodontomys_darienensis" "12.99"
"3214" "Reithrodontomys_mexicanus" "15.71"
"3215" "Reithrodontomys_brevirostris" "12.9"
"3216" "Reithrodontomys_microdon" "20"
"3217" "Reithrodontomys_tenuirostris" "20"
"3218" "Reithrodontomys_bakeri" "25.8"
"3219" "Isthmomys_pirrensis" "137.71"
"3220" "Onychomys_torridus" "22"
"3221" "Onychomys_leucogaster" "32.5"
"3222" "Onychomys_arenicola" "24.96"
"3223" "Osgoodomys_banderanus" "49.99"
"3224" "Peromyscus_fraterculus" "21.75"
"3225" "Peromyscus_eremicus" "21.75"
"3226" "Peromyscus_californicus" "45.5"
"3227" "Peromyscus_hooperi" "35.995"
"3228" "Peromyscus_keeni" "22.05"
"3229" "Peromyscus_maniculatus" "20.5"
"3230" "Peromyscus_polionotus" "14"
"3231" "Peromyscus_melanotis" "21.4"
"3232" "Peromyscus_leucopus" "22.3"
"3233" "Peromyscus_gossypinus" "22.65"
"3234" "Peromyscus_melanocarpus" "66.1"
"3235" "Peromyscus_yucatanicus" "34.855"
"3236" "Peromyscus_megalops" "66.2"
"3237" "Peromyscus_mexicanus" "51.54"
"3238" "Peromyscus_gymnotis" "42.58"
"3239" "Peromyscus_guatemalensis" "41.29"
"3240" "Peromyscus_grandis" "60.5"
"3241" "Peromyscus_zarhynchus" "42.58"
"3242" "Peromyscus_melanophrys" "40"
"3243" "Peromyscus_stirtoni" "42.58"
"3244" "Peromyscus_perfulvus" "40"
"3245" "Peromyscus_mayensis" "32.99"
"3246" "Megadontomys_thomasi" "110.8"
"3247" "Megadontomys_nelsoni" "57"
"3248" "Megadontomys_cryophilus" "57"
"3249" "Podomys_floridanus" "31.025"
"3250" "Neotomodon_alstoni" "47.32"
"3251" "Peromyscus_sagax" "23.9"
"3252" "Habromys_delicatulus" "10.4"
"3253" "Habromys_simulatus" "40"
"3254" "Habromys_chinanteco" "40"
"3255" "Habromys_lophurus" "40"
"3256" "Habromys_lepturus" "84.99"
"3257" "Habromys_ixtlani" "84.99"
"3258" "Peromyscus_attwateri" "28.3"
"3259" "Peromyscus_difficilis" "28"
