"Species" "Mass"
"1343" "Crossarchus_obscurus" "790"
"1344" "Crossarchus_platycephalus" "790"
"1345" "Herpestes_ichneumon" "2950.01"
"1346" "Herpestes_pulverulentus" "683"
"1347" "Herpestes_sanguineus" "509.8"
"1348" "Herpestes_flavescens" "750"
"1349" "Ichneumia_albicauda" "3500"
"1350" "Paracynictis_selousi" "1734.86"
"1351" "Cynictis_penicillata" "598.5"
"1352" "Bdeogale_nigripes" "2311.505"
"1353" "Bdeogale_crassicauda" "1646.065"
"1354" "Rhynchogale_melleri" "2240.33"
"1355" "Herpestes_vitticollis" "2315"
"1356" "Herpestes_fuscus" "519.6"
"1357" "Herpestes_javanicus" "775"
"1358" "Herpestes_edwardsii" "1008"
"1359" "Herpestes_urva" "2123.695"
"1360" "Herpestes_semitorquatus" "1396.16"
"1361" "Herpestes_brachyurus" "1396.16"
"1362" "Herpestes_naso" "3002.08"
"1363" "Atilax_paludinosus" "3300"
"1364" "Poiana_richardsonii" "570.08"
"1365" "Genetta_thierryi" "1400"
"1366" "Genetta_victoriae" "2743.69"
"1367" "Genetta_johnstoni" "2225"
"1368" "Genetta_poensis" "1820"
"1369" "Genetta_bourloni" "1750"
"1370" "Genetta_pardina" "1820"
"1371" "Genetta_angolensis" "1859.64"
"1372" "Genetta_maculata" "2225"
"1373" "Genetta_tigrina" "1760"
"1374" "Genetta_cristata" "1519.535"
"1375" "Genetta_servalina" "1175.84"
"1376" "Genetta_piscivora" "1648.05"
"1377" "Genetta_genetta" "1866.67"
"1378" "Viverricula_indica" "2959.44"
"1379" "Civettictis_civetta" "13666.67"
"1380" "Viverra_tangalunga" "7349.99"
"1381" "Viverra_zibetha" "10000"
"1382" "Viverra_megaspila" "9250"
"1383" "Paradoxurus_zeylonensis" "2600.65"
"1384" "Paradoxurus_jerdoni" "3530.33"
"1385" "Paradoxurus_hermaphroditus" "3180"
"1386" "Paguma_larvata" "4300"
"1387" "Arctictis_binturong" "12999.99"
"1388" "Arctogalidia_trivirgata" "2250"
"1389" "Macrogalidia_musschenbroekii" "5148.86"
"1390" "Cynogale_bennettii" "4123.285"
"1391" "Hemigalus_derbyanus" "2375"
"1392" "Diplogale_hosei" "5452.04"
"1393" "Chrotogale_owstoni" "3258.855"
"1394" "Prionodon_pardicolor" "2821.34"
"1395" "Prionodon_linsang" "691.415"
"1396" "Lynx_rufus" "9400"
"1397" "Lynx_pardinus" "10225"
"1398" "Lynx_canadensis" "9682.82"
"1399" "Lynx_lynx" "21150"
"1400" "Puma_concolor" "48000"
"1401" "Herpailurus_yagouaroundi" "7000"
"1402" "Acinonyx_jubatus" "50577.92"
"1403" "Catopuma_temminckii" "11500"
"1404" "Pardofelis_marmorata" "47362.495"
"1405" "Catopuma_badia" "3429.52"
"1406" "Prionailurus_planiceps" "5141.88"
"1407" "Prionailurus_viverrinus" "10650"
"1408" "Prionailurus_bengalensis" "4150"
"1409" "Otocolobus_manul" "3500"
"1410" "Leopardus_colocolo" "2950"
"1411" "Leopardus_guigna" "2200"
"1412" "Leopardus_tigrinus" "2250"
"1413" "Leopardus_jacobita" "8133.78"
"1414" "Leopardus_pardalis" "10500"
"1415" "Leopardus_wiedii" "3600"
"1416" "Felis_nigripes" "2125"
"1417" "Felis_chaus" "10000"
"1418" "Felis_silvestris" "5036.54"
"1419" "Felis_margarita" "2750"
"1420" "Caracal_caracal" "14000"
"1421" "Leptailurus_serval" "11999.96"
"1422" "Caracal_aurata" "10650"
"1423" "Panthera_tigris" "128800"
"1424" "Panthera_onca" "81150"
"1425" "Panthera_pardus" "53074.995"
"1426" "Panthera_leo" "149061.965"
"1427" "Panthera_uncia" "47812.5"
"1428" "Neofelis_nebulosa" "19500"
"1429" "Neofelis_diardi" "22500"
"1430" "Equus_hemionus" "230000"
"1431" "Equus_kiang" "262500"
"1432" "Equus_africanus" "171249.245"
"1433" "Equus_zebra" "296000"
"1434" "Equus_quagga" "290000"
"1435" "Equus_grevyi" "384000"
"1436" "Equus_ferus" "250000"
"1437" "Dicerorhinus_sumatrensis" "1260000"
"1438" "Ceratotherium_simum" "2230000"
"1439" "Diceros_bicornis" "995940.54"
"1440" "Rhinoceros_sondaicus" "1750000"
"1441" "Rhinoceros_unicornis" "1600000"
"1442" "Tapirus_indicus" "296250"
"1443" "Tapirus_bairdii" "300000"
"1444" "Tapirus_terrestris" "225000"
"1445" "Tapirus_pinchaque" "148950"
"1446" "Vicugna_vicugna" "50000"
"1447" "Lama_guanicoe" "112500"
"1448" "Camelus_ferus" "475000"
"1449" "Tayassu_pecari" "31798.71"
"1450" "Pecari_tajacu" "20500"
"1451" "Catagonus_wagneri" "35433.2"
"1452" "Sus_celebensis" "76000"
"1453" "Sus_scrofa" "135000"
"1454" "Sus_philippensis" "102750"
"1455" "Sus_cebifrons" "102750"
"1456" "Sus_verrucosus" "82703.115"
"1457" "Sus_barbatus" "102750"
"1458" "Potamochoerus_porcus" "71000"
"1459" "Potamochoerus_larvatus" "70500.155"
"1460" "Phacochoerus_africanus" "91249.995"
"1461" "Hylochoerus_meinertzhageni" "200315.235"
"1462" "Phacochoerus_aethiopicus" "73303.76"
"1463" "Babyrousa_celebensis" "92950.09"
"1464" "Babyrousa_babyrussa" "92950.09"
"1465" "Hippopotamus_amphibius" "2640000"
"1466" "Choeropsis_liberiensis" "215000"
"1467" "Physeter_macrocephalus" "10100000"
"1468" "Kogia_sima" "186649.995"
"1469" "Kogia_breviceps" "424600"
"1470" "Platanista_gangetica" "85250"
"1471" "Lipotes_vexillifer" "97819.16"
"1472" "Pontoporia_blainvillei" "40416.66"
"1473" "Inia_geoffrensis" "98500"
"1474" "Phocoena_spinipinnis" "59999.99"
"1475" "Phocoena_dioptrica" "72500"
"1476" "Phocoena_sinus" "44060.715"
"1477" "Phocoenoides_dalli" "106042.53"
"1478" "Phocoena_phocoena" "52730.93"
"1479" "Neophocaena_phocaenoides" "32500"
"1480" "Neophocaena_asiaeorientalis" "32500"
"1481" "Monodon_monoceros" "938126.44"
"1482" "Delphinapterus_leucas" "1380000"
"1483" "Lagenorhynchus_acutus" "186517.55"
"1484" "Orcinus_orca" "4300000"
"1485" "Orcaella_heinsohni" "227839.1"
"1486" "Orcaella_brevirostris" "189999.995"
"1487" "Grampus_griseus" "425000"
"1488" "Pseudorca_crassidens" "1360000"
"1489" "Peponocephala_electra" "206000"
"1490" "Feresa_attenuata" "151500"
"1491" "Globicephala_melas" "1060000"
"1492" "Globicephala_macrorhynchus" "726000"
"1493" "Steno_bredanensis" "118250"
"1494" "Sotalia_guianensis" "80000"
"1495" "Sotalia_fluviatilis" "46666.685"
"1496" "Tursiops_truncatus" "230000"
"1497" "Stenella_attenuata" "112500"
"1498" "Stenella_longirostris" "72666.665"
"1499" "Sousa_chinensis" "279999.99"
"1500" "Delphinus_delphis" "77818.345"
"1501" "Delphinus_capensis" "77818.345"
"1502" "Stenella_frontalis" "99999.995"
"1503" "Tursiops_aduncus" "141150"
"1504" "Stenella_coeruleoalba" "122950"
"1505" "Stenella_clymene" "75000"
"1506" "Lagenodelphis_hosei" "164000"
"1507" "Lagenorhynchus_obscurus" "80000"
"1508" "Lagenorhynchus_obliquidens" "103000"
"1509" "Lagenorhynchus_cruciger" "72400"
"1510" "Lagenorhynchus_australis" "180000"
"1511" "Cephalorhynchus_hectori" "49999.99"
"1512" "Cephalorhynchus_eutropia" "45000"
"1513" "Cephalorhynchus_commersonii" "68700"
"1514" "Cephalorhynchus_heavisidii" "60000"
"1515" "Lagenorhynchus_albirostris" "183317.43"
"1516" "Berardius_bairdii" "11400000"
"1517" "Berardius_arnuxii" "7000000"
"1518" "Tasmacetus_shepherdi" "5600000"
"1519" "Ziphius_cavirostris" "2950000"
"1520" "Mesoplodon_stejnegeri" "1930000"
"1521" "Hyperoodon_planifrons" "5440000"
"1522" "Hyperoodon_ampullatus" "5350000"
"1523" "Mesoplodon_grayi" "2900000"
"1524" "Mesoplodon_densirostris" "1070000"
"1525" "Mesoplodon_europaeus" "5600000"
"1526" "Mesoplodon_layardii" "1500000"
"1527" "Mesoplodon_hectori" "900000"
"1528" "Mesoplodon_carlhubbsi" "1500000"
"1529" "Mesoplodon_mirus" "2100000"
"1530" "Mesoplodon_traversii" "2371776.4"
"1531" "Mesoplodon_bidens" "2350000"
"1532" "Caperea_marginata" "4000000"
"1533" "Eschrichtius_robustus" "27300000"
"1534" "Megaptera_novaeangliae" "30000000"
"1535" "Balaenoptera_acutorostrata" "7500000"
"1536" "Eubalaena_glacialis" "23000000"
"1537" "Eubalaena_australis" "23000000"
"1538" "Eubalaena_japonica" "23000000"
"1539" "Mesoplodon_peruvianus" "1060000"
"1540" "Lissodelphis_peronii" "100000"
"1541" "Lissodelphis_borealis" "113000"
"1542" "Balaenoptera_physalus" "38800000"
"1543" "Balaenoptera_musculus" "149000000"
"1544" "Balaenoptera_omurai" "7334036"
"1545" "Balaenoptera_edeni" "20000000"
"1546" "Balaenoptera_borealis" "20000000"
"1547" "Balaenoptera_bonaerensis" "7500000"
"1548" "Balaena_mysticetus" "80000000"
"1549" "Moschiola_meminna" "2450"
"1550" "Moschiola_indica" "3000"
"1551" "Tragulus_napu" "3850"
"1552" "Tragulus_kanchil" "3850"
"1553" "Tragulus_javanicus" "1753.965"
"1554" "Hyemoschus_aquaticus" "11550"
"1555" "Okapia_johnstoni" "230001.14"
"1556" "Giraffa_camelopardalis" "800000"
"1557" "Antilocapra_americana" "45375"
"1558" "Muntiacus_vuquangensis" "36690.82"
"1559" "Muntiacus_truongsonensis" "15000"
"1560" "Muntiacus_putaoensis" "12000"
"1561" "Muntiacus_rooseveltorum" "13499.94"
"1562" "Muntiacus_reevesi" "13499.94"
"1563" "Muntiacus_muntjak" "17611.59"
"1564" "Muntiacus_feae" "21999.99"
"1565" "Muntiacus_crinifrons" "18590.01"
"1566" "Elaphodus_cephalophus" "33500"
"1567" "Rucervus_schomburgki" "107626.42"
"1568" "Rucervus_duvaucelii" "171223.86"
"1569" "Axis_porcinus" "37448.29"
"1570" "Axis_kuhlii" "43000"
"1571" "Axis_axis" "45500"
"1572" "Rucervus_eldii" "95471.61"
"1573" "Elaphurus_davidianus" "165989.17"
"1574" "Rusa_alfredi" "63000"
"1575" "Cervus_nippon" "52999.99"
"1576" "Cervus_elaphus" "160166.665"
"1577" "Rusa_timorensis" "63000"
"1578" "Rusa_unicolor" "177522.9"
"1579" "Cervus_albirostris" "135000"
"1580" "Dama_mesopotamica" "72500"
"1581" "Dama_dama" "63612.305"
"1582" "Rangifer_tarandus" "101250"
"1583" "Pudu_mephistophiles" "9674.98"
"1584" "Mazama_rufina" "14649.625"
"1585" "Mazama_temama" "23000"
"1586" "Mazama_nana" "16499.85"
"1587" "Mazama_bororo" "25000"
"1588" "Mazama_americana" "23000"
"1589" "Odocoileus_virginianus" "65320"
"1590" "Odocoileus_hemionus" "57000"
"1591" "Mazama_pandora" "20546.86"
"1592" "Mazama_gouazoubira" "16650"
"1593" "Hippocamelus_bisulcus" "69620.405"
"1594" "Hippocamelus_antisensis" "68599.675"
"1595" "Ozotoceros_bezoarticus" "34620.4"
"1596" "Mazama_nemorivaga" "15000"
"1597" "Blastocerus_dichotomus" "102500"
"1598" "Pudu_puda" "9642.62"
"1599" "Alces_alces" "359750"
"1600" "Hydropotes_inermis" "12760.04"
"1601" "Capreolus_pygargus" "21666.7"
"1602" "Capreolus_capreolus" "21666.685"
"1603" "Moschus_chrysogaster" "12348.95"
"1604" "Moschus_berezovskii" "11688.705"
"1605" "Moschus_anhuiensis" "12488.705"
"1606" "Moschus_leucogaster" "12907.785"
"1607" "Moschus_fuscus" "13697.9"
"1608" "Moschus_moschiferus" "12907.785"
"1609" "Tetracerus_quadricornis" "19000"
"1610" "Boselaphus_tragocamelus" "180000"
"1611" "Tragelaphus_imberbis" "82500"
"1612" "Tragelaphus_strepsiceros" "206056.41"
"1613" "Tragelaphus_scriptus" "43250.39"
"1614" "Tragelaphus_spekii" "87500"
"1615" "Tragelaphus_eurycerus" "270998.37"
"1616" "Tragelaphus_oryx" "291250"
"1617" "Tragelaphus_derbianus" "562592.69"
"1618" "Tragelaphus_angasii" "100666.67"
"1619" "Bos_mutus" "583500"
"1620" "Bison_bison" "624577.07"
"1621" "Bos_javanicus" "683333.335"
"1622" "Bos_primigenius" "618642.42"
"1623" "Bison_bonasus" "624577.07"
"1624" "Bos_sauveli" "795660.88"
"1625" "Bos_gaurus" "812571.525"
"1626" "Syncerus_caffer" "646332.99"
"1627" "Bubalus_quarlesi" "165859.43"
"1628" "Bubalus_depressicornis" "205994.635"
"1629" "Bubalus_mindorensis" "243861.535"
"1630" "Bubalus_arnee" "827250.485"
"1631" "Pseudoryx_nghetinhensis" "97842.2"
"1632" "Aepyceros_melampus" "52500"
"1633" "Nesotragus_moschatus" "6500"
"1634" "Neotragus_batesi" "2733.725"
"1635" "Raphicerus_melanotis" "10503.14"
"1636" "Raphicerus_campestris" "11333.33"
"1637" "Raphicerus_sharpei" "9396.9"
"1638" "Madoqua_saltiana" "3337.235"
"1639" "Madoqua_kirkii" "4833.4"
"1640" "Madoqua_guentheri" "4550"
"1641" "Dorcatragus_megalotis" "10918.12"
"1642" "Gazella_leptoceros" "24645.75"
"1643" "Gazella_cuvieri" "20348.835"
"1644" "Gazella_subgutturosa" "37740.685"
"1645" "Gazella_bennettii" "22278.415"
"1646" "Gazella_gazella" "35318.235"
"1647" "Gazella_arabica" "24124.67"
"1648" "Gazella_saudiya" "32185.735"
"1649" "Gazella_dorcas" "47386.47"
"1650" "Gazella_spekei" "20000"
"1651" "Antilope_cervicapra" "37500"
"1652" "Eudorcas_thomsonii" "23197.67"
"1653" "Eudorcas_rufifrons" "26000"
"1654" "Nanger_granti" "61232.23"
"1655" "Nanger_dama" "73000"
"1656" "Nanger_soemmerringii" "41582.93"
"1657" "Litocranius_walleri" "41333.33"
"1658" "Antidorcas_marsupialis" "33571.24"
"1659" "Saiga_tatarica" "37992.005"
"1660" "Procapra_picticaudata" "23197.67"
"1661" "Procapra_przewalskii" "25348.83"
"1662" "Procapra_gutturosa" "28274.27"
"1663" "Ourebia_ourebi" "17186.09"
"1664" "Oreotragus_oreotragus" "13000"
"1665" "Neotragus_pygmaeus" "4200"
"1666" "Philantomba_monticola" "4896.05"
"1667" "Philantomba_walteri" "9000"
"1668" "Philantomba_maxwellii" "6250"
"1669" "Sylvicapra_grimmia" "18500"
"1670" "Cephalophus_spadix" "56857.02"
"1671" "Cephalophus_silvicultor" "62006.6"
"1672" "Cephalophus_jentinki" "69244.92"
"1673" "Cephalophus_dorsalis" "11600"
"1674" "Cephalophus_zebra" "15654.75"
"1675" "Cephalophus_adersi" "10000"
"1676" "Cephalophus_leucogaster" "12954.345"
"1677" "Cephalophus_rufilatus" "12500"
"1678" "Cephalophus_nigrifrons" "13900"
"1679" "Cephalophus_natalensis" "10000"
"1680" "Cephalophus_harveyi" "14500.1"
"1681" "Cephalophus_niger" "18100"
"1682" "Cephalophus_ogilbyi" "19193.21"
"1683" "Cephalophus_callipygus" "19079.23"
"1684" "Cephalophus_weynsi" "10000"
"1685" "Connochaetes_taurinus" "180500"
"1686" "Connochaetes_gnou" "132250"
"1687" "Damaliscus_pygargus" "84500"
"1688" "Damaliscus_lunatus" "118798.717"
"1689" "Beatragus_hunteri" "119000"
"1690" "Alcelaphus_buselaphus" "159938.92"
"1691" "Pantholops_hodgsonii" "30116.56"
"1692" "Ovibos_moschatus" "312500"
"1693" "Naemorhedus_goral" "28231.59"
"1694" "Naemorhedus_caudatus" "27666.67"
"1695" "Naemorhedus_baileyi" "28829.98"
"1696" "Capricornis_swinhoei" "43030.64"
"1697" "Capricornis_sumatraensis" "95000"
"1698" "Capricornis_crispus" "43030.64"
"1699" "Rupicapra_rupicapra" "35383.175"
"1700" "Rupicapra_pyrenaica" "31633.175"
"1701" "Arabitragus_jayakari" "22210.18"
"1702" "Ammotragus_lervia" "92500"
"1703" "Oreamnos_americanus" "77227.7"
"1704" "Budorcas_taxicolor" "294515.33"
"1705" "Capra_aegagrus" "60500"
"1706" "Capra_falconeri" "41000"
"1707" "Capra_cylindricornis" "50000"
"1708" "Capra_caucasica" "69546.83"
"1709" "Capra_walie" "80000"
"1710" "Capra_nubiana" "70523.415"
"1711" "Capra_pyrenaica" "60898.77"
"1712" "Capra_ibex" "77000"
"1713" "Capra_sibirica" "82500"
"1714" "Hemitragus_jemlahicus" "35200"
"1715" "Pseudois_nayaur" "50917.595"
"1716" "Ovis_nivicola" "69125"
"1717" "Ovis_dalli" "70194.13"
"1718" "Ovis_canadensis" "69125"
"1719" "Ovis_ammon" "160000"
"1720" "Nilgiritragus_hylocrius" "74593.205"
"1721" "Hippotragus_leucophaeus" "225000"
"1722" "Hippotragus_niger" "225000"
"1723" "Hippotragus_equinus" "233500"
"1724" "Oryx_dammah" "177500"
"1725" "Oryx_leucoryx" "121350"
"1726" "Oryx_gazella" "37500"
"1727" "Oryx_beisa" "103750"
"1728" "Addax_nasomaculatus" "94288.68"
"1729" "Redunca_fulvorufula" "30000"
"1730" "Redunca_redunca" "41644.475"
"1731" "Redunca_arundinum" "58000"
"1732" "Kobus_vardonii" "75748.965"
"1733" "Kobus_kob" "92517.605"
"1734" "Kobus_megaceros" "87902.965"
"1735" "Kobus_leche" "91722.52"
"1736" "Kobus_ellipsiprymnus" "175333"
"1737" "Pelea_capreolus" "23865.665"
"1738" "Nycticebus_pygmaeus" "907.525"
"1739" "Nycticebus_menagensis" "282"
"1740" "Nycticebus_javanicus" "626"
"1741" "Nycticebus_coucang" "953.3"
"1742" "Nycticebus_bengalensis" "959.75"
"1743" "Loris_tardigradus" "243.71"
"1744" "Loris_lydekkerianus" "249.22"
"1745" "Perodicticus_potto" "1011"
"1746" "Arctocebus_calabarensis" "257.755"
"1747" "Galagoides_thomasi" "63.8"
"1748" "Sciurocheirus_gabonensis" "277.615"
"1749" "Sciurocheirus_alleni" "277.615"
"1750" "Otolemur_garnettii" "473.265"
"1751" "Otolemur_crassicaudatus" "1080.625"
"1752" "Galago_matschiei" "192.2"
"1753" "Galago_senegalensis" "192.2"
"1754" "Galago_gallarum" "192.2"
"1755" "Galago_moholi" "180"
"1756" "Euoticus_elegantulus" "280"
"1757" "Daubentonia_madagascariensis" "2610.33"
"1758" "Palaeopropithecus_ingens" "42000"
"1759" "Indri_indri" "8241.74"
"1760" "Propithecus_edwardsi" "6568.99"
"1761" "Propithecus_diadema" "6414.495"
"1762" "Propithecus_perrieri" "6414.495"
"1763" "Propithecus_tattersalli" "3545"
"1764" "Propithecus_verreauxi" "3588.26"
"1765" "Propithecus_deckenii" "3588.26"
"1766" "Propithecus_coquereli" "3622.695"
"1767" "Avahi_laniger" "1093.355"
"1768" "Avahi_occidentalis" "1092.28"
"1769" "Avahi_cleesei" "5500"
"1770" "Phaner_furcifer" "400"
"1771" "Varecia_variegata" "3670"
"1772" "Varecia_rubra" "3670"
"1773" "Hapalemur_aureus" "1476.205"
"1774" "Hapalemur_griseus" "1202.71"
"1775" "Hapalemur_occidentalis" "1202.71"
"1776" "Hapalemur_alaotrensis" "1275.105"
"1777" "Lemur_catta" "2555"
"1778" "Prolemur_simus" "1883.955"
"1779" "Eulemur_macaco" "2485.215"
"1780" "Eulemur_flavifrons" "1850"
"1781" "Eulemur_coronatus" "1699.85"
"1782" "Eulemur_collaris" "2419"
"1783" "Eulemur_cinereiceps" "2413.593"
"1784" "Eulemur_rufus" "2406.81"
"1785" "Eulemur_sanfordi" "2406.515"
"1786" "Eulemur_albifrons" "2426.29"
"1787" "Eulemur_fulvus" "2419"
"1788" "Eulemur_rufifrons" "2250"
"1789" "Eulemur_rubriventer" "1765.33"
"1790" "Eulemur_mongoz" "1915.565"
"1791" "Cheirogaleus_lavasoensis" "420.11"
"1792" "Cheirogaleus_crossleyi" "420.11"
"1793" "Cheirogaleus_major" "420.11"
"1794" "Cheirogaleus_medius" "294.19"
"1795" "Cheirogaleus_sibreei" "420.11"
"1796" "Mirza_zaza" "290"
"1797" "Mirza_coquereli" "311.2"
"1798" "Microcebus_murinus" "66.9"
"1799" "Microcebus_griseorufus" "69"
"1801" "Microcebus_gerpi" "68"
"1803" "Microcebus_tavaratra" "68.01"
"1804" "Microcebus_sambiranensis" "49.06"
"1805" "Microcebus_mittermeieri" "44"
"1806" "Microcebus_myoxinus" "64.8"
"1807" "Microcebus_berthae" "33.45"
"1808" "Microcebus_simmonsi" "65"
"1809" "Microcebus_rufus" "66.9"
"1810" "Microcebus_lehilahytsara" "46.5"
"1811" "Microcebus_ravelobensis" "58.6"
"1812" "Microcebus_bongolavensis" "54"
"1813" "Microcebus_macarthurii" "53"
"1814" "Allocebus_trichotis" "78.09"
"1815" "Lepilemur_mustelinus" "691.015"
"1816" "Lepilemur_jamesorum" "780"
"1817" "Lepilemur_leucopus" "684.515"
"1818" "Lepilemur_randrianasoloi" "780"
"1819" "Lepilemur_aeeclis" "867.5"
"1820" "Lepilemur_ruficaudatus" "738.18"
"1821" "Lepilemur_hubbardorum" "990"
"1822" "Lepilemur_microdon" "713"
"1823" "Lepilemur_grewcockorum" "780"
"1824" "Lepilemur_edwardsi" "713"
"1825" "Lepilemur_otto" "938"
"1826" "Lepilemur_septentrionalis" "713"
"1827" "Lepilemur_dorsalis" "669.03"
"1828" "Lepilemur_mittermeieri" "822.3"
"1829" "Lepilemur_ankaranensis" "713"
"1830" "Tarsius_tarsier" "173"
"1831" "Tarsius_lariang" "92"
"1832" "Tarsius_wallacei" "106"
"1833" "Tarsius_dentatus" "141.71"
"1834" "Callicebus_nigrifrons" "1390.8"
"1835" "Callicebus_personatus" "1390.8"
"1836" "Callicebus_coimbrai" "1390.8"
"1837" "Pithecia_pithecia" "1480"
"1838" "Pithecia_monachus" "2018.11"
"1839" "Pithecia_irrorata" "2018.11"
"1840" "Chiropotes_utahickae" "2942.5"
"1841" "Chiropotes_chiropotes" "2942.5"
"1842" "Chiropotes_albinasus" "2900"
"1843" "Cacajao_calvus" "3421.04"
"1844" "Cacajao_melanocephalus" "3121.58"
"1845" "Cacajao_hosomi" "3100"
"1846" "Cacajao_ayresi" "2935"
"1847" "Aotus_nigriceps" "1057"
"1848" "Aotus_azarae" "1230"
"1849" "Aotus_trivirgatus" "872.98"
"1850" "Aotus_nancymaae" "791.03"
"1851" "Aotus_griseimembra" "966"
"1852" "Aotus_lemurinus" "837"
"1853" "Aotus_vociferans" "872.995"
"1854" "Aotus_zonalis" "902.5"
"1855" "Saimiri_sciureus" "836.7"
"1856" "Saimiri_vanzolinii" "799.45"
"1857" "Saimiri_ustus" "886.47"
"1858" "Saimiri_oerstedii" "647.09"
"1859" "Saimiri_boliviensis" "799.725"
"1860" "Sapajus_xanthosternos" "2642.5"
"1861" "Sapajus_robustus" "3200"
"1862" "Sapajus_flavius" "2500"
"1863" "Sapajus_apella" "2642.5"
"1864" "Sapajus_libidinosus" "2642.5"
"1865" "Sapajus_nigritus" "2642.5"
"1866" "Cebus_capucinus" "2655"
"1867" "Cebus_olivaceus" "2552.5"
"1868" "Cebus_albifrons" "2488.59"
"1869" "Saguinus_inustus" "803"
"1870" "Saguinus_labiatus" "501.33"
"1871" "Saguinus_mystax" "543.5"
"1872" "Saguinus_imperator" "482.15"
"1873" "Saguinus_niger" "547.18"
"1874" "Saguinus_midas" "547.18"
"1875" "Saguinus_oedipus" "445.5"
"1876" "Saguinus_geoffroyi" "453.77"
"1877" "Saguinus_martinsi" "465"
"1878" "Saguinus_bicolor" "465"
"1879" "Leontocebus_tripartitus" "389.52"
"1880" "Leontocebus_lagonotus" "393.99"
"1881" "Leontocebus_nigricollis" "450"
"1882" "Leontocebus_nigrifrons" "393.99"
"1883" "Leontocebus_fuscicollis" "393.99"
"1884" "Leontocebus_cruzlimai" "393.99"
"1885" "Leontocebus_weddelli" "393.99"
"1886" "Leontocebus_leucogenys" "393.99"
"1887" "Leontocebus_illigeri" "393.99"
"1888" "Leontopithecus_rosalia" "623.51"
"1889" "Leontopithecus_chrysomelas" "582.66"
"1890" "Callithrix_jacchus" "255.2"
"1891" "Callithrix_geoffroyi" "299.605"
"1892" "Callithrix_kuhlii" "307"
"1893" "Callithrix_aurita" "272.705"
"1894" "Callithrix_penicillata" "307"
"1895" "Mico_humeralifer" "299.605"
"1896" "Mico_argentatus" "357.25"
"1897" "Mico_mauesi" "443.79"
"1898" "Mico_melanurus" "357.25"
"1899" "Cebuella_pygmaea" "116.83"
"1900" "Callimico_goeldii" "556.5"
"1901" "Brachyteles_hypoxanthus" "10839.905"
"1902" "Brachyteles_arachnoides" "10839.905"
"1903" "Ateles_geoffroyi" "7267.5"
"1904" "Ateles_fusciceps" "7267.5"
"1905" "Ateles_marginatus" "6229.28"
"1906" "Ateles_belzebuth" "6692.42"
"1907" "Ateles_chamek" "7294.46"
"1908" "Ateles_hybridus" "6692.42"
"1909" "Ateles_paniscus" "7887.5"
"1910" "Alouatta_pigra" "9386.03"
"1911" "Alouatta_palliata" "5659.14"
"1912" "Alouatta_caraya" "5462.5"
"1913" "Alouatta_belzebul" "6157.91"
"1914" "Alouatta_guariba" "5188.33"
"1915" "Alouatta_sara" "6470.755"
"1916" "Alouatta_seniculus" "6398.31"
"1917" "Alouatta_macconnelli" "6398.31"
"1918" "Nomascus_nasutus" "8000"
"1919" "Nomascus_hainanus" "7790"
"1920" "Nomascus_siki" "6621.085"
"1921" "Nomascus_leucogenys" "6621.085"
"1922" "Nomascus_gabriellae" "6621.085"
"1923" "Nomascus_concolor" "6410.47"
"1924" "Hoolock_leuconedys" "7200"
"1925" "Hoolock_hoolock" "6699"
"1926" "Symphalangus_syndactylus" "10869.5"
"1927" "Hylobates_klossii" "5900"
"1928" "Hylobates_moloch" "6048.4"
"1929" "Hylobates_muelleri" "5909.81"
"1930" "Hylobates_albibarbis" "5829.08"
"1931" "Hylobates_agilis" "5829.08"
"1932" "Hylobates_pileatus" "5656.805"
"1933" "Hylobates_lar" "6194.305"
"1934" "Pongo_pygmaeus" "58941.645"
"1935" "Pongo_abelii" "53408.29"
"1936" "Pan_troglodytes" "44983.5"
"1937" "Pan_paniscus" "35119.95"
"1938" "Gorilla_gorilla" "126215.495"
"1939" "Gorilla_beringei" "139842"
"1940" "Presbytis_thomasi" "6689.99"
"1941" "Presbytis_comata" "6550.07"
"1942" "Presbytis_melalophos" "6466.75"
"1943" "Presbytis_rubicunda" "6324.265"
"1944" "Presbytis_potenziani" "6400"
"1945" "Presbytis_chrysomelas" "6466.75"
"1946" "Presbytis_frontata" "5855.05"
"1947" "Trachypithecus_shortridgei" "11450"
"1948" "Trachypithecus_pileatus" "11450"
"1949" "Trachypithecus_francoisi" "7604.75"
"1950" "Trachypithecus_laotum" "7604.75"
"1951" "Trachypithecus_hatinhensis" "7884.5"
"1952" "Trachypithecus_poliocephalus" "7604.75"
"1953" "Trachypithecus_delacouri" "7325"
"1954" "Trachypithecus_phayrei" "7247.88"
"1955" "Trachypithecus_barbei" "7071.5"
"1956" "Trachypithecus_obscurus" "7163.94"
"1957" "Trachypithecus_cristatus" "7071.5"
"1958" "Trachypithecus_germaini" "7071.5"
"1959" "Trachypithecus_auratus" "9719.6"
"1960" "Trachypithecus_geei" "9825"
"1961" "Trachypithecus_vetulus" "7081.8"
"1962" "Semnopithecus_hector" "12679.29"
"1963" "Trachypithecus_johnii" "11725.25"
"1964" "Semnopithecus_priam" "12679.29"
"1965" "Semnopithecus_entellus" "12679.29"
"1966" "Semnopithecus_hypoleucos" "12236.395"
"1967" "Rhinopithecus_roxellana" "14750"
"1968" "Rhinopithecus_brelichi" "14500"
"1969" "Rhinopithecus_avunculus" "9043.095"
"1970" "Rhinopithecus_strykeri" "11250"
