"Species" "Body_size_mm"
"3183" "Hylophorbus_rufescens" "42"
"3184" "Liophryne_allisoni" "29.6"
"3185" "Liophryne_dentata" "38"
"3186" "Liophryne_magnitympanum" "26.5"
"3187" "Liophryne_rhododactyla" "60"
"3188" "Liophryne_rubra" "37.5"
"3189" "Liophryne_schlaginhaufeni" "43"
"3190" "Liophryne_similis" "52"
"3191" "Mantophryne_axanthogaster" "51.7"
"3192" "Mantophryne_infulata" "39"
"3193" "Mantophryne_lateralis" "50"
"3194" "Mantophryne_louisiadensis" "83.6"
"3195" "Metamagnusia_slateri" "30"
"3196" "Oninia_senglaubi" "18.8"
"3197" "Oreophryne_albopunctata" "25"
"3198" "Oreophryne_alticola" "22.7"
"3199" "Oreophryne_anamiatoi" "29.7"
"3200" "Oreophryne_anthonyi" "47"
"3201" "Oreophryne_asplenicola" "21.2"
"3202" "Oreophryne_atrigularis" "26.3"
"3203" "Oreophryne_biroi" "28.5"
"3204" "Oreophryne_brachypus" "24"
"3205" "Oreophryne_brevicrus" "29.3"
"3206" "Oreophryne_brevirostris" "28"
"3207" "Oreophryne_clamata" "20.4"
"3208" "Oreophryne_ezra" "26.1"
"3209" "Oreophryne_flava" "26"
"3210" "Oreophryne_frontifasciata" "23"
"3211" "Oreophryne_geislerorum" "29.4"
"3212" "Oreophryne_geminus" "21.2"
"3213" "Oreophryne_habbemensis" "24.8"
"3214" "Oreophryne_hypsiops" "26"
"3215" "Oreophryne_idenburgensis" "47"
"3216" "Oreophryne_inornata" "41"
"3217" "Oreophryne_insulana" "26"
"3218" "Oreophryne_jeffersoniana" "18.5"
"3219" "Oreophryne_loriae" "29"
"3220" "Oreophryne_minuta" "11.5"
"3221" "Oreophryne_moluccensis" "18.3"
"3222" "Oreophryne_monticola" "30"
"3223" "Oreophryne_parkeri" "29"
"3224" "Oreophryne_pseudasplenicola" "21"
"3225" "Oreophryne_rookmaakeri" "25.6"
"3226" "Oreophryne_sibilans" "26"
"3227" "Oreophryne_terrestris" "19.7"
"3228" "Oreophryne_unicolor" "29"
"3229" "Oreophryne_wapoga" "23.3"
"3230" "Oreophryne_wolterstorffi" "22.6"
"3231" "Oxydactyla_alpestris" "27.8"
"3232" "Oxydactyla_brevicrus" "27.2"
"3233" "Oxydactyla_coggeri" "28.2"
"3234" "Oxydactyla_crassa" "30.1"
"3235" "Oxydactyla_stenodactyla" "32"
"3236" "Pherohapsis_menziesi" "31"
"3237" "Pseudocallulops_eurydactylus" "33"
"3238" "Pseudocallulops_pullifer" "41"
"3239" "Sphenophryne_cornuta" "39"
"3240" "Xenorhina_adisca" "24"
"3241" "Xenorhina_anorbis" "23.4"
"3242" "Xenorhina_arboricola" "46"
"3243" "Xenorhina_arfakiana" "38.2"
"3244" "Xenorhina_bidens" "29"
"3245" "Xenorhina_bouwensi" "24"
"3246" "Xenorhina_eiponis" "36.5"
"3247" "Xenorhina_fuscigula" "42.4"
"3248" "Xenorhina_gigantea" "90"
"3249" "Xenorhina_huon" "34.4"
"3250" "Xenorhina_macrodisca" "41.5"
"3251" "Xenorhina_macrops" "55.4"
"3252" "Xenorhina_mehelyi" "37"
"3253" "Xenorhina_minima" "28"
"3254" "Xenorhina_multisica" "51.3"
"3255" "Xenorhina_obesa" "72.3"
"3256" "Xenorhina_ocellata" "43.3"
"3257" "Xenorhina_ophiodon" "27"
"3258" "Xenorhina_oxycephala" "50"
"3259" "Xenorhina_parkerorum" "68"
"3260" "Xenorhina_rostrata" "54"
"3261" "Xenorhina_schiefenhoeveli" "30.7"
"3262" "Xenorhina_similis" "51.4"
"3263" "Xenorhina_subcrocea" "33.3"
"3264" "Xenorhina_tumulus" "28.7"
"3265" "Xenorhina_varia" "39"
"3266" "Xenorhina_zweifeli" "38"
"3267" "Anodonthyla_boulengerii" "23"
"3268" "Anodonthyla_emilei" "29.1"
"3269" "Anodonthyla_hutchisoni" "24.4"
"3270" "Anodonthyla_jeanbai" "20"
"3271" "Anodonthyla_montana" "33"
"3272" "Anodonthyla_moramora" "16.5"
"3273" "Anodonthyla_nigrigularis" "21.7"
"3274" "Anodonthyla_pollicaris" "21.2"
"3275" "Anodonthyla_rouxae" "34"
"3276" "Anodonthyla_theoi" "19.5"
"3277" "Anodonthyla_vallani" "24.1"
"3278" "Cophyla_phyllodactyla" "29"
"3279" "Platypelis_alticola" "40"
"3280" "Platypelis_barbouri" "23"
"3281" "Platypelis_grandis" "88"
"3282" "Platypelis_mavomavo" "35"
"3283" "Platypelis_milloti" "30"
"3284" "Platypelis_pollicaris" "28"
"3285" "Platypelis_tetra" "19.4"
"3286" "Platypelis_tsaratananaensis" "27.7"
"3287" "Platypelis_tuberifera" "40"
"3288" "Plethodontohyla_bipunctata" "24.5"
"3289" "Plethodontohyla_inguinalis" "100"
"3290" "Plethodontohyla_mihanika" "34.4"
"3291" "Plethodontohyla_notosticta" "42"
"3292" "Rhombophryne_coudreaui" "28"
"3293" "Rhombophryne_guentherpetersi" "35"
"3294" "Rhombophryne_matavy" "49.4"
"3295" "Rhombophryne_serratopalpebrosa" "28"
"3296" "Rhombophryne_testudo" "45"
"3297" "Stumpffia_be" "25.2"
"3298" "Stumpffia_grandis" "25"
"3299" "Stumpffia_hara" "24.6"
"3300" "Stumpffia_madagascariensis" "11.5"
"3301" "Stumpffia_megsoni" "21.7"
"3302" "Stumpffia_pygmaea" "12"
"3303" "Stumpffia_roseifemoralis" "22"
"3304" "Stumpffia_staffordi" "28"
"3305" "Stumpffia_tetradactyla" "15"
"3306" "Stumpffia_tridactyla" "11"
"3307" "Dyscophus_antongilii" "110"
"3308" "Dyscophus_guineti" "112.4"
"3309" "Dyscophus_insularis" "52"
"3310" "Chiasmocleis_alagoanus" "27.8"
"3311" "Chiasmocleis_albopunctata" "38"
"3312" "Chiasmocleis_anatipes" "30"
"3313" "Chiasmocleis_atlantica" "31.6"
"3314" "Chiasmocleis_avilapiresae" "37.8"
"3315" "Chiasmocleis_capixaba" "20.2"
"3316" "Chiasmocleis_carvalhoi" "24.4"
"3317" "Chiasmocleis_centralis" "24.4"
"3318" "Chiasmocleis_cordeiroi" "22.1"
"3319" "Chiasmocleis_crucis" "20.2"
"3320" "Chiasmocleis_devriesi" "42.2"
"3321" "Chiasmocleis_leucosticta" "23.6"
"3322" "Chiasmocleis_mantiqueira" "22.8"
"3323" "Chiasmocleis_mehelyi" "24.5"
"3324" "Chiasmocleis_sapiranga" "25"
"3325" "Chiasmocleis_schubarti" "34.5"
"3326" "Chiasmocleis_shudikarensis" "32"
"3327" "Chiasmocleis_ventrimaculata" "34"
"3328" "Ctenophryne_geayi" "54"
"3329" "Ctenophryne_minor" "30"
"3330" "Dasypops_schirchi" "63.6"
"3331" "Dermatonotus_muelleri" "74.15"
"3332" "Elachistocleis_bicolor" "43"
"3333" "Elachistocleis_bumbameuboi" "43.7"
"3334" "Elachistocleis_carvalhoi" "37.1"
"3335" "Elachistocleis_cesarii" "42.7"
"3336" "Elachistocleis_erythrogaster" "37.6"
"3337" "Elachistocleis_helianneae" "36.4"
"3338" "Elachistocleis_matogrosso" "33.2"
"3339" "Elachistocleis_ovalis" "43.8"
"3340" "Elachistocleis_piauiensis" "34"
"3341" "Elachistocleis_skotogaster" "34.4"
"3342" "Elachistocleis_surumu" "27"
"3343" "Gastrophryne_carolinensis" "38"
"3344" "Gastrophryne_elegans" "38"
"3345" "Gastrophryne_olivacea" "41"
"3346" "Hamptophryne_boliviana" "44"
"3347" "Hypopachus_barberi" "30"
"3348" "Hypopachus_variolosus" "53"
"3349" "Hoplophryne_rogersi" "28"
"3350" "Hoplophryne_uluguruensis" "25"
"3351" "Parhoplophryne_usambarica" "23"
"3352" "Kalophrynus_baluensis" "47"
"3353" "Kalophrynus_bunguranus" "27"
"3354" "Kalophrynus_calciphilus" "39"
"3355" "Kalophrynus_eok" "26.3"
"3356" "Kalophrynus_heterochirus" "33"
"3357" "Kalophrynus_interlineatus" "47.7"
"3358" "Kalophrynus_intermedius" "41"
"3359" "Kalophrynus_menglienicus" "23.4"
"3360" "Kalophrynus_minusculus" "35"
"3361" "Kalophrynus_nubicola" "24.4"
"3362" "Kalophrynus_palmatissimus" "38.8"
"3363" "Kalophrynus_pleurostigma" "34.5"
"3364" "Kalophrynus_punctatus" "28.3"
"3365" "Kalophrynus_robinsoni" "18"
"3366" "Kalophrynus_subterrestris" "27"
"3367" "Kalophrynus_yongi" "31"
"3368" "Melanobatrachus_indicus" "34"
"3369" "Calluella_brooksii" "73.5"
"3370" "Calluella_flava" "35.2"
"3371" "Calluella_guttulata" "50"
"3372" "Calluella_minuta" "32.7"
"3373" "Calluella_smithi" "40"
"3374" "Calluella_volzi" "34"
"3375" "Calluella_yunnanensis" "48.8"
"3376" "Chaperina_fusca" "22.4"
"3377" "Glyphoglossus_molossus" "50"
"3378" "Kaloula_aureata" "65"
"3379" "Kaloula_baleata" "65"
"3380" "Kaloula_borealis" "50.2"
"3381" "Kaloula_conjuncta" "47"
"3382" "Kaloula_kalingensis" "39.3"
"3383" "Kaloula_mediolineata" "70"
"3384" "Kaloula_picta" "51.2"
"3385" "Kaloula_pulchra" "70"
"3386" "Kaloula_rigida" "43.9"
"3387" "Kaloula_rugifera" "49"
"3388" "Kaloula_taprobanica" "40"
"3389" "Kaloula_verrucosa" "49"
"3390" "Kaloula_walteri" "32.3"
"3391" "Metaphrynella_pollicaris" "41"
"3392" "Metaphrynella_sundana" "30"
"3393" "Microhyla_achatina" "25"
"3394" "Microhyla_annamensis" "22.6"
"3395" "Microhyla_annectens" "18"
"3396" "Microhyla_berdmorei" "45.6"
"3397" "Microhyla_borneensis" "25"
"3398" "Microhyla_butleri" "26"
"3399" "Microhyla_chakrapanii" "22"
"3400" "Microhyla_erythropoda" "27.2"
"3401" "Microhyla_fissipes" "23.6"
"3402" "Microhyla_fowleri" "41.5"
"3403" "Microhyla_fusca" "23"
"3404" "Microhyla_heymonsi" "30.4"
"3405" "Microhyla_karunaratnei" "21"
"3406" "Microhyla_maculifera" "13"
"3407" "Microhyla_mantheyi" "29.2"
"3408" "Microhyla_marmorata" "23.1"
"3409" "Microhyla_mixtura" "25"
"3410" "Microhyla_nanapollexa" "16.6"
"3411" "Microhyla_okinavensis" "30.8"
"3412" "Microhyla_ornata" "32"
"3413" "Microhyla_palmipes" "22"
"3414" "Microhyla_perparva" "15"
"3415" "Microhyla_petrigena" "18"
"3416" "Microhyla_picta" "31"
"3417" "Microhyla_pulchra" "35"
"3418" "Microhyla_pulverata" "20.2"
"3419" "Microhyla_rubra" "29.5"
"3420" "Microhyla_sholigari" "15"
"3421" "Microhyla_superciliaris" "12"
"3422" "Microhyla_zeylanica" "20"
"3423" "Micryletta_inornata" "30"
"3424" "Micryletta_steinegeri" "29.1"
"3425" "Ramanella_anamalaiensis" "31.3"
"3426" "Ramanella_nagaoi" "31.5"
"3427" "Ramanella_obscura" "35.7"
"3428" "Ramanella_palmata" "34.6"
"3429" "Ramanella_triangularis" "25"
"3430" "Ramanella_variegata" "30.8"
"3431" "Uperodon_globulosus" "84"
"3432" "Uperodon_systoma" "70"
"3433" "Otophryne_pyburni" "61"
"3434" "Otophryne_robusta" "55"
"3435" "Otophryne_steyermarki" "48"
"3436" "Phrynomantis_affinis" "65"
"3437" "Phrynomantis_annectens" "40"
"3438" "Phrynomantis_bifasciatus" "75"
"3439" "Phrynomantis_microps" "62"
"3440" "Phrynomantis_somalicus" "41"
"3441" "Paradoxophyla_palmata" "25.6"
"3442" "Paradoxophyla_tiarano" "30.7"
"3443" "Scaphiophryne_boribory" "59.8"
"3444" "Scaphiophryne_calcarata" "33"
"3445" "Scaphiophryne_gottlebei" "40"
"3446" "Scaphiophryne_madagascariensis" "56"
"3447" "Scaphiophryne_marmorata" "55"
"3448" "Scaphiophryne_menabensis" "45"
"3449" "Scaphiophryne_spinosa" "48.3"
"3450" "Arenophryne_rotunda" "33"
"3451" "Arenophryne_xiphorhyncha" "36"
"3452" "Assa_darlingtoni" "30"
"3453" "Crinia_bilingua" "22.5"
"3454" "Crinia_deserticola" "20"
"3455" "Crinia_fimbriata" "17.5"
"3456" "Crinia_georgiana" "45"
"3457" "Crinia_glauerti" "24"
"3458" "Crinia_insignifera" "25"
"3459" "Crinia_nimbus" "30"
"3460" "Crinia_parinsignifera" "20"
"3461" "Crinia_pseudinsignifera" "30"
"3462" "Crinia_remota" "18"
"3463" "Crinia_riparia" "25"
"3464" "Crinia_signifera" "32"
"3465" "Crinia_sloanei" "25"
"3466" "Crinia_subinsignifera" "25"
"3467" "Crinia_tasmaniensis" "30"
"3468" "Crinia_tinnula" "30"
"3469" "Geocrinia_alba" "25"
"3470" "Geocrinia_laevis" "35"
"3471" "Geocrinia_leai" "25"
"3472" "Geocrinia_lutea" "25"
"3473" "Geocrinia_rosea" "25"
"3474" "Geocrinia_victoriana" "35"
"3475" "Geocrinia_vitellina" "25"
"3476" "Metacrinia_nichollsi" "25"
"3477" "Mixophyes_balbus" "80"
"3478" "Mixophyes_coggeri" "104"
"3479" "Mixophyes_fasciolatus" "97"
"3480" "Mixophyes_fleayi" "80"
"3481" "Mixophyes_iteratus" "115"
"3482" "Mixophyes_schevilli" "90"
"3483" "Myobatrachus_gouldii" "60"
"3484" "Paracrinia_haswelli" "35"
"3485" "Pseudophryne_australis" "30"
"3486" "Pseudophryne_bibronii" "36"
"3487" "Pseudophryne_coriacea" "35"
"3488" "Pseudophryne_corroboree" "30"
"3489" "Pseudophryne_covacevichae" "30"
"3490" "Pseudophryne_dendyi" "35"
"3491" "Pseudophryne_douglasi" "30"
"3492" "Pseudophryne_guentheri" "30"
"3493" "Pseudophryne_major" "40"
"3494" "Pseudophryne_occidentalis" "30"
"3495" "Pseudophryne_pengilleyi" "30"
"3496" "Pseudophryne_raveni" "30"
"3497" "Pseudophryne_semimarmorata" "30"
"3498" "Rheobatrachus_silus" "54"
"3499" "Rheobatrachus_vitellinus" "80"
"3500" "Spicospina_flammocaerulea" "35"
"3501" "Taudactylus_acutirostris" "30"
"3502" "Taudactylus_diurnus" "30"
"3503" "Taudactylus_eungellensis" "30"
"3504" "Taudactylus_liemi" "25"
"3505" "Taudactylus_rheophilus" "30"
"3506" "Uperoleia_altissima" "25"
"3507" "Uperoleia_arenicola" "25"
"3508" "Uperoleia_aspera" "34"
"3509" "Uperoleia_borealis" "25"
"3510" "Uperoleia_capitulata" "25"
"3511" "Uperoleia_crassa" "30"
"3512" "Uperoleia_daviesae" "21.8"
"3513" "Uperoleia_fusca" "30"
"3514" "Uperoleia_glandulosa" "25"
"3515" "Uperoleia_inundata" "28"
"3516" "Uperoleia_laevigata" "32"
"3517" "Uperoleia_lithomoda" "25"
"3518" "Uperoleia_littlejohni" "30"
"3519" "Uperoleia_marmorata" "30"
"3520" "Uperoleia_martini" "30"
"3521" "Uperoleia_micra" "21.5"
"3522" "Uperoleia_micromeles" "25"
"3523" "Uperoleia_mimula" "25"
"3524" "Uperoleia_minima" "20"
"3525" "Uperoleia_mjobergii" "25"
"3526" "Uperoleia_orientalis" "30"
"3527" "Uperoleia_rugosa" "30"
"3528" "Uperoleia_russelli" "32"
"3529" "Uperoleia_talpa" "30"
"3530" "Uperoleia_trachyderma" "25"
"3531" "Uperoleia_tyleri" "30"
"3532" "Nasikabatrachus_sahyadrensis" "90"
"3533" "Lankanectes_corrugatus" "71"
"3534" "Nyctibatrachus_aliciae" "32"
"3535" "Nyctibatrachus_anamallaiensis" "17.4"
"3536" "Nyctibatrachus_beddomii" "18"
"3537" "Nyctibatrachus_dattatreyaensis" "42.3"
"3538" "Nyctibatrachus_deccanensis" "26.2"
"3539" "Nyctibatrachus_humayuni" "50.6"
"3540" "Nyctibatrachus_karnatakaensis" "63.8"
"3541" "Nyctibatrachus_kempholeyensis" "24.4"
"3542" "Nyctibatrachus_major" "54.2"
"3543" "Nyctibatrachus_minimus" "14.8"
"3544" "Nyctibatrachus_minor" "20.5"
"3545" "Nyctibatrachus_petraeus" "47.6"
"3546" "Nyctibatrachus_sanctipalustris" "37.6"
"3547" "Nyctibatrachus_sylvaticus" "36.2"
"3548" "Nyctibatrachus_vasanthi" "37"
"3549" "Pelobates_cultripes" "110"
"3550" "Pelobates_fuscus" "80"
"3551" "Pelobates_syriacus" "90"
"3552" "Pelobates_varaldii" "70"
"3553" "Pelodytes_caucasicus" "47.16"
"3554" "Pelodytes_ibericus" "40.72"
"3555" "Pelodytes_punctatus" "50"
"3556" "Conraua_alleni" "65"
"3557" "Conraua_beccarii" "188"
"3558" "Conraua_crassipes" "63"
"3559" "Conraua_derooi" "84"
"3560" "Conraua_goliath" "320"
"3561" "Conraua_robusta" "188"
"3562" "Petropedetes_cameronensis" "49"
"3563" "Petropedetes_euskircheni" "62"
"3564" "Petropedetes_johnstoni" "47.8"
"3565" "Petropedetes_juliawurstnerae" "42.6"
"3566" "Petropedetes_palmipes" "57.8"
"3567" "Petropedetes_parkeri" "74.3"
"3568" "Petropedetes_perreti" "48.5"
"3569" "Petropedetes_vulpiae" "46.5"
"3570" "Phrynobatrachus_acridoides" "31"
"3571" "Phrynobatrachus_acutirostris" "41.5"
"3572" "Phrynobatrachus_africanus" "30.4"
"3573" "Phrynobatrachus_albomarginatus" "30"
"3574" "Phrynobatrachus_alleni" "30"
"3575" "Phrynobatrachus_annulatus" "26"
"3576" "Phrynobatrachus_asper" "55"
"3577" "Phrynobatrachus_auritus" "37"
"3578" "Phrynobatrachus_batesii" "31"
"3579" "Phrynobatrachus_bequaerti" "22.2"
"3580" "Phrynobatrachus_brongersmai" "27"
"3581" "Phrynobatrachus_bullans" "27.2"
"3582" "Phrynobatrachus_calcaratus" "25"
"3583" "Phrynobatrachus_chukuchuku" "19.2"
"3584" "Phrynobatrachus_cornutus" "20"
"3585" "Phrynobatrachus_cricogaster" "23.8"
"3586" "Phrynobatrachus_cryptotis" "15.7"
"3587" "Phrynobatrachus_danko" "21.8"
"3588" "Phrynobatrachus_dendrobates" "37"
"3589" "Phrynobatrachus_dispar" "24.7"
"3590" "Phrynobatrachus_francisci" "22"
"3591" "Phrynobatrachus_fraterculus" "19.2"
"3592" "Phrynobatrachus_giorgii" "28"
"3593" "Phrynobatrachus_graueri" "27"
"3594" "Phrynobatrachus_guineensis" "22"
"3595" "Phrynobatrachus_gutturosus" "24"
"3596" "Phrynobatrachus_hieroglyphicus" "15.2"
"3597" "Phrynobatrachus_inexpectatus" "16.7"
"3598" "Phrynobatrachus_intermedius" "27.7"
"3599" "Phrynobatrachus_irangi" "50"
"3600" "Phrynobatrachus_kakamikro" "19"
"3601" "Phrynobatrachus_keniensis" "19.6"
"3602" "Phrynobatrachus_kinangopensis" "18.8"
"3603" "Phrynobatrachus_krefftii" "51"
"3604" "Phrynobatrachus_latifrons" "30"
"3605" "Phrynobatrachus_liberiensis" "35.5"
"3606" "Phrynobatrachus_mababiensis" "21"
"3607" "Phrynobatrachus_maculiventris" "20.6"
"3608" "Phrynobatrachus_manengoubensis" "19"
"3609" "Phrynobatrachus_minutus" "19.1"
"3610" "Phrynobatrachus_natalensis" "40"
"3611" "Phrynobatrachus_ogoensis" "20"
"3612" "Phrynobatrachus_pakenhami" "34"
"3613" "Phrynobatrachus_parkeri" "22"
"3614" "Phrynobatrachus_parvulus" "25"
"3615" "Phrynobatrachus_perpalmatus" "29"
"3616" "Phrynobatrachus_petropedetoides" "40"
"3617" "Phrynobatrachus_phyllophilus" "23"
"3618" "Phrynobatrachus_pintoi" "16"
"3619" "Phrynobatrachus_plicatus" "41.5"
"3620" "Phrynobatrachus_rouxi" "23"
"3621" "Phrynobatrachus_rungwensis" "24"
"3622" "Phrynobatrachus_sandersoni" "23"
"3623" "Phrynobatrachus_scapularis" "18"
"3624" "Phrynobatrachus_scheffleri" "22"
"3625" "Phrynobatrachus_steindachneri" "32.2"
"3626" "Phrynobatrachus_sternfeldi" "21"
"3627" "Phrynobatrachus_stewartae" "23"
"3628" "Phrynobatrachus_sulfureogularis" "46.6"
"3629" "Phrynobatrachus_tokba" "20.5"
"3630" "Phrynobatrachus_ukingensis" "21"
"3631" "Phrynobatrachus_uzungwensis" "25"
"3632" "Phrynobatrachus_versicolor" "31.6"
"3633" "Phrynobatrachus_villiersi" "16"
"3634" "Phrynobatrachus_werneri" "28"
"3635" "Hymenochirus_boettgeri" "35"
"3636" "Hymenochirus_feae" "46"
"3637" "Pipa_arrabali" "57"
"3638" "Pipa_aspera" "45"
"3639" "Pipa_carvalhoi" "68"
"3640" "Pipa_myersi" "44.2"
"3641" "Pipa_parva" "44"
"3642" "Pipa_pipa" "171"
"3643" "Pipa_snethlageae" "92"
"3644" "Pseudhymenochirus_merlini" "43.7"
"3645" "Xenopus_amieti" "80"
"3646" "Xenopus_borealis" "80.3"
"3647" "Xenopus_fraseri" "51"
"3648" "Xenopus_gilli" "52"
"3649" "Xenopus_itombwensis" "38"
"3650" "Xenopus_laevis" "147"
"3651" "Xenopus_lenduensis" "56.4"
"3652" "Xenopus_muelleri" "90"
"3653" "Xenopus_petersii" "80"
"3654" "Xenopus_vestitus" "52"
"3655" "Xenopus_victorianus" "67"
"3656" "Xenopus_wittei" "47"
"3657" "Hildebrandtia_macrotympanum" "55.01"
"3658" "Hildebrandtia_ornata" "70"
"3659" "Ptychadena_aequiplicata" "50"
"3660" "Ptychadena_anchietae" "62"
"3661" "Ptychadena_ansorgii" "35"
"3662" "Ptychadena_bibroni" "64"
"3663" "Ptychadena_broadleyi" "48"
"3664" "Ptychadena_bunoderma" "45"
"3665" "Ptychadena_christyi" "57"
"3666" "Ptychadena_chrysogaster" "57.7"
"3667" "Ptychadena_cooperi" "57"
"3668" "Ptychadena_erlangeri" "54"
"3669" "Ptychadena_filwoha" "40"
"3670" "Ptychadena_grandisonae" "50"
"3671" "Ptychadena_guibei" "43"
"3672" "Ptychadena_harenna" "45"
"3673" "Ptychadena_longirostris" "63"
"3674" "Ptychadena_mapacha" "31"
"3675" "Ptychadena_mascareniensis" "72"
"3676" "Ptychadena_mossambica" "53"
"3677" "Ptychadena_nana" "30"
"3678" "Ptychadena_neumanni" "47"
"3679" "Ptychadena_obscura" "45"
"3680" "Ptychadena_oxyrhynchus" "85"
"3681" "Ptychadena_perplicata" "33"
"3682" "Ptychadena_porosissima" "52.1"
"3683" "Ptychadena_pumilio" "41"
"3684" "Ptychadena_retropunctata" "41"
"3685" "Ptychadena_schillukorum" "51"
"3686" "Ptychadena_stenocephala" "48"
"3687" "Ptychadena_submascareniensis" "33"
"3688" "Ptychadena_subpunctata" "68"
"3689" "Ptychadena_taenioscelis" "40"
"3690" "Ptychadena_tellinii" "57"
"3691" "Ptychadena_tournieri" "43"
"3692" "Ptychadena_trinodis" "60"
"3693" "Ptychadena_upembae" "51"
"3694" "Ptychadena_uzungwensis" "48"
"3695" "Ptychadena_wadei" "31"
"3696" "Amietia_angolensis" "110"
"3697" "Amietia_fuscigula" "125"
"3698" "Amietia_inyangae" "59"
"3699" "Amietia_johnstoni" "64"
"3700" "Amietia_tenuoplicata" "87"
"3701" "Amietia_umbraculata" "140"
"3702" "Amietia_vandijki" "56"
"3703" "Amietia_vertebralis" "145"
"3704" "Amietia_viridireticulata" "90"
"3705" "Anhydrophryne_hewitti" "36"
"3706" "Anhydrophryne_ngongoniensis" "22"
"3707" "Anhydrophryne_rattrayi" "23"
"3708" "Arthroleptella_bicolor" "22"
"3709" "Arthroleptella_drewesii" "20"
"3710" "Arthroleptella_landdrosia" "15"
"3711" "Arthroleptella_lightfooti" "22"
"3712" "Arthroleptella_rugosa" "15.5"
"3713" "Arthroleptella_subvoce" "13.7"
"3714" "Arthroleptella_villiersi" "22"
"3715" "Cacosternum_boettgeri" "26"
"3716" "Cacosternum_capense" "39"
"3717" "Cacosternum_karooicum" "30.8"
"3718" "Cacosternum_kinangopensis" "18.8"
"3719" "Cacosternum_leleupi" "16.7"
"3720" "Cacosternum_namaquense" "28.9"
"3721" "Cacosternum_nanum" "25"
"3722" "Cacosternum_parvum" "16.5"
"3723" "Cacosternum_platys" "22"
"3724" "Cacosternum_plimptoni" "19.7"
"3725" "Cacosternum_striatum" "13.7"
"3726" "Ericabatrachus_baleensis" "27"
"3727" "Microbatrachella_capensis" "18"
"3728" "Natalobatrachus_bonebergi" "37"
"3729" "Nothophryne_broadleyi" "28"
"3730" "Poyntonia_paludicola" "24"
"3731" "Strongylopus_bonaespei" "42"
"3732" "Strongylopus_fasciatus" "50"
"3733" "Strongylopus_fuelleborni" "53"
"3734" "Strongylopus_kilimanjaro" "39.2"
"3735" "Strongylopus_merumontanus" "46"
"3736" "Strongylopus_rhodesianus" "50"
"3737" "Strongylopus_springbokensis" "64"
"3738" "Strongylopus_wageri" "49"
"3739" "Tomopterna_cryptotis" "64"
"3740" "Tomopterna_damarensis" "41"
"3741" "Tomopterna_delalandii" "41"
"3742" "Tomopterna_krugerensis" "48"
"3743" "Tomopterna_luganga" "52.4"
"3744" "Tomopterna_marmorata" "50"
"3745" "Tomopterna_monticola" "41.2"
"3746" "Tomopterna_natalensis" "37"
"3747" "Tomopterna_tandyi" "50"
"3748" "Tomopterna_tuberculosa" "43"
"3749" "Aubria_masako" "90"
"3750" "Aubria_subsigillata" "95"
"3751" "Pyxicephalus_adspersus" "236"
"3752" "Pyxicephalus_edulis" "140"
"3753" "Pyxicephalus_obbianus" "115"
"3754" "Amolops_archotaphus" "62.5"
"3755" "Amolops_bellulus" "63.6"
"3756" "Amolops_caelumnoctis" "90.3"
"3757" "Amolops_chunganensis" "54.3"
"3758" "Amolops_compotrix" "57"
"3759" "Amolops_cremnobatus" "40.6"
"3760" "Amolops_cucae" "68"
"3761" "Amolops_daiyunensis" "55"
"3762" "Amolops_daorum" "57.6"
"3763" "Amolops_formosus" "62.5"
"3764" "Amolops_gerbillus" "87"
"3765" "Amolops_granulosus" "52"
"3766" "Amolops_hainanensis" "80.4"
"3767" "Amolops_hongkongensis" "40"
"3768" "Amolops_iriodes" "62"
"3769" "Amolops_larutensis" "75"
"3770" "Amolops_lifanensis" "79"
"3771" "Amolops_loloensis" "77.5"
"3772" "Amolops_mantzorum" "77.1"
"3773" "Amolops_marmoratus" "93"
"3774" "Amolops_minutus" "50.22"
"3775" "Amolops_monticola" "66"
"3776" "Amolops_panhai" "58"
"3777" "Amolops_ricketti" "60.7"
"3778" "Amolops_spinapectoralis" "67.9"
"3779" "Amolops_splendissimus" "96.78"
"3780" "Amolops_torrentis" "37.4"
"3781" "Amolops_viridimaculatus" "110"
"3782" "Amolops_vitreus" "43.6"
"3783" "Amolops_wuyiensis" "49"
"3784" "Babina_adenopleura" "52.2"
"3785" "Babina_chapaensis" "92.2"
"3786" "Babina_daunchina" "50"
"3787" "Babina_holsti" "118.7"
"3788" "Babina_lini" "61.2"
"3789" "Babina_okinavana" "43.5"
