"Species" "Body_size_mm"
"2551" "Hyperolius_viridis" "23"
"2552" "Hyperolius_wermuthi" "29"
"2553" "Hyperolius_xenorhinus" "39"
"2554" "Hyperolius_zonatus" "41"
"2555" "Kassina_arboricola" "65"
"2556" "Kassina_cassinoides" "46"
"2557" "Kassina_cochranae" "42"
"2558" "Kassina_decorata" "35"
"2559" "Kassina_fusca" "41"
"2560" "Kassina_jozani" "42.2"
"2561" "Kassina_kuvangensis" "51"
"2562" "Kassina_lamottei" "46"
"2563" "Kassina_maculata" "68"
"2564" "Kassina_maculifer" "44"
"2565" "Kassina_maculosa" "38"
"2566" "Kassina_schioetzi" "40"
"2567" "Kassina_senegalensis" "52"
"2568" "Kassina_somalica" "41"
"2569" "Kassinula_wittei" "22"
"2570" "Opisthothylax_immaculatus" "33"
"2571" "Paracassina_kounhiensis" "49"
"2572" "Paracassina_obscura" "46"
"2573" "Phlyctimantis_boulengeri" "59"
"2574" "Phlyctimantis_keithae" "43"
"2575" "Phlyctimantis_leonardi" "59"
"2576" "Phlyctimantis_verrucosus" "58"
"2577" "Semnodactylus_wealii" "44"
"2578" "Tachycnemis_seychellensis" "70"
"2579" "Ascaphus_montanus" "56"
"2580" "Ascaphus_truei" "50"
"2581" "Leiopelma_archeyi" "38"
"2582" "Leiopelma_hamiltoni" "47"
"2583" "Leiopelma_hochstetteri" "47"
"2584" "Leiopelma_pakeka" "49"
"2585" "Edalorhina_nasuta" "38"
"2586" "Edalorhina_perezi" "38"
"2587" "Engystomops_coloradorum" "21.62"
"2588" "Engystomops_freibergi" "39"
"2589" "Engystomops_petersi" "39"
"2590" "Engystomops_pustulatus" "30"
"2591" "Engystomops_pustulosus" "48.2"
"2592" "Engystomops_puyango" "32.7"
"2593" "Engystomops_randi" "24"
"2594" "Eupemphix_nattereri" "56.4"
"2595" "Physalaemus_aguirrei" "28.2"
"2596" "Physalaemus_albifrons" "25"
"2597" "Physalaemus_albonotatus" "34.1"
"2598" "Physalaemus_angrensis" "20"
"2599" "Physalaemus_atlanticus" "26.8"
"2600" "Physalaemus_biligonigerus" "40"
"2601" "Physalaemus_bokermanni" "19.46"
"2602" "Physalaemus_centralis" "40"
"2603" "Physalaemus_cicada" "25.38"
"2604" "Physalaemus_crombiei" "25.2"
"2605" "Physalaemus_cuqui" "30.01"
"2606" "Physalaemus_cuvieri" "36.5"
"2607" "Physalaemus_deimaticus" "24.4"
"2608" "Physalaemus_ephippifer" "29"
"2609" "Physalaemus_erikae" "27.1"
"2610" "Physalaemus_erythros" "26.6"
"2611" "Physalaemus_evangelistai" "23"
"2612" "Physalaemus_feioi" "31.2"
"2613" "Physalaemus_fernandezae" "24"
"2614" "Physalaemus_fischeri" "30"
"2615" "Physalaemus_gracilis" "40"
"2616" "Physalaemus_henselii" "20.92"
"2617" "Physalaemus_insperatus" "26.7"
"2618" "Physalaemus_jordanensis" "24"
"2619" "Physalaemus_kroyeri" "35"
"2620" "Physalaemus_lateristriga" "40.3"
"2621" "Physalaemus_lisei" "28.25"
"2622" "Physalaemus_maculiventris" "25"
"2623" "Physalaemus_marmoratus" "39"
"2624" "Physalaemus_maximus" "45"
"2625" "Physalaemus_moreirae" "28.2"
"2626" "Physalaemus_nanus" "20"
"2627" "Physalaemus_obtectus" "24.93"
"2628" "Physalaemus_olfersii" "41"
"2629" "Physalaemus_orophilus" "28.1"
"2630" "Physalaemus_riograndensis" "16.91"
"2631" "Physalaemus_rupestris" "17.75"
"2632" "Physalaemus_santafecinus" "34"
"2633" "Physalaemus_signifer" "26.72"
"2634" "Physalaemus_soaresi" "22.8"
"2635" "Physalaemus_spiniger" "22.7"
"2636" "Pleurodema_alium" "36.1"
"2637" "Pleurodema_brachyops" "34.5"
"2638" "Pleurodema_bufoninum" "56"
"2639" "Pleurodema_cordobae" "42.9"
"2640" "Pleurodema_diplolister" "20"
"2641" "Pleurodema_kriegi" "36.8"
"2642" "Pleurodema_marmoratum" "32.5"
"2643" "Pleurodema_thaul" "49.7"
"2644" "Pseudopaludicola_boliviana" "14.1"
"2645" "Pseudopaludicola_canga" "18.2"
"2646" "Pseudopaludicola_falcipes" "18.1"
"2647" "Pseudopaludicola_llanera" "16.5"
"2648" "Pseudopaludicola_mineira" "17.4"
"2649" "Pseudopaludicola_murundu" "16"
"2650" "Pseudopaludicola_mystacalis" "18.9"
"2651" "Pseudopaludicola_pusilla" "17"
"2652" "Pseudopaludicola_saltica" "22"
"2653" "Pseudopaludicola_ternetzi" "20"
"2654" "Hydrolaetare_caparu" "94"
"2655" "Hydrolaetare_dantasi" "99.2"
"2656" "Hydrolaetare_schmidti" "119.4"
"2657" "Leptodactylus_albilabris" "49"
"2658" "Leptodactylus_bolivianus" "120"
"2659" "Leptodactylus_bufonius" "60"
"2660" "Leptodactylus_caatingae" "35.3"
"2661" "Leptodactylus_camaquara" "38"
"2662" "Leptodactylus_chaquensis" "82"
"2663" "Leptodactylus_cunicularius" "46"
"2664" "Leptodactylus_cupreus" "55"
"2665" "Leptodactylus_didymus" "58.6"
"2666" "Leptodactylus_discodactylus" "35"
"2667" "Leptodactylus_elenae" "50"
"2668" "Leptodactylus_fallax" "167"
"2669" "Leptodactylus_flavopictus" "134.9"
"2670" "Leptodactylus_fragilis" "43"
"2671" "Leptodactylus_furnarius" "44"
"2672" "Leptodactylus_fuscus" "46"
"2673" "Leptodactylus_gracilis" "45.5"
"2674" "Leptodactylus_hylodes" "25.3"
"2675" "Leptodactylus_jolyi" "45"
"2676" "Leptodactylus_knudseni" "165"
"2677" "Leptodactylus_labyrinthicus" "158.5"
"2678" "Leptodactylus_laticeps" "113.4"
"2679" "Leptodactylus_latinasus" "40"
"2680" "Leptodactylus_latrans" "120"
"2681" "Leptodactylus_leptodactyloides" "49"
"2682" "Leptodactylus_lithonaetes" "78"
"2683" "Leptodactylus_longirostris" "51.6"
"2684" "Leptodactylus_macrosternum" "80"
"2685" "Leptodactylus_melanonotus" "58"
"2686" "Leptodactylus_myersi" "118"
"2687" "Leptodactylus_mystaceus" "60"
"2688" "Leptodactylus_mystacinus" "65"
"2689" "Leptodactylus_natalensis" "44"
"2690" "Leptodactylus_nesiotus" "33.3"
"2691" "Leptodactylus_ochraceus" "41.7"
"2692" "Leptodactylus_paraensis" "158"
"2693" "Leptodactylus_pascoensis" "67"
"2694" "Leptodactylus_pentadactylus" "185"
"2695" "Leptodactylus_peritoaktites" "146.3"
"2696" "Leptodactylus_petersii" "51"
"2697" "Leptodactylus_plaumanni" "46"
"2698" "Leptodactylus_podicipinus" "54"
"2699" "Leptodactylus_poecilochilus" "50"
"2700" "Leptodactylus_pustulatus" "40"
"2701" "Leptodactylus_rhodomerus" "157.8"
"2702" "Leptodactylus_rhodomystax" "90"
"2703" "Leptodactylus_rhodonotus" "90"
"2704" "Leptodactylus_riveroi" "74"
"2705" "Leptodactylus_rugosus" "67"
"2706" "Leptodactylus_sabanensis" "57"
"2707" "Leptodactylus_savagei" "164"
"2708" "Leptodactylus_sertanejo" "55"
"2709" "Leptodactylus_silvanimbus" "55"
"2710" "Leptodactylus_spixi" "43"
"2711" "Leptodactylus_stenodema" "146"
"2712" "Leptodactylus_syphax" "82"
"2713" "Leptodactylus_troglodytes" "53.6"
"2714" "Leptodactylus_turimiquensis" "160"
"2715" "Leptodactylus_validus" "52"
"2716" "Leptodactylus_vastus" "250"
"2717" "Leptodactylus_wagneri" "78"
"2718" "Paratelmatobius_cardosoi" "17.9"
"2719" "Paratelmatobius_gaigeae" "20"
"2720" "Paratelmatobius_lutzii" "23.3"
"2721" "Paratelmatobius_mantiqueira" "19.3"
"2722" "Paratelmatobius_poecilogaster" "30.1"
"2723" "Paratelmatobius_yepiranga" "22.1"
"2724" "Scythrophrys_sawayae" "16.71"
"2725" "Adelotus_brevis" "45"
"2726" "Heleioporus_albopunctatus" "100"
"2727" "Heleioporus_australiacus" "97"
"2728" "Heleioporus_barycragus" "86"
"2729" "Heleioporus_eyrei" "66"
"2730" "Heleioporus_inornatus" "73"
"2731" "Heleioporus_psammophilus" "60"
"2732" "Lechriodus_aganoposis" "77"
"2733" "Lechriodus_fletcheri" "52"
"2734" "Lechriodus_melanopyga" "60"
"2735" "Lechriodus_platyceps" "95"
"2736" "Limnodynastes_convexiusculus" "61"
"2737" "Limnodynastes_depressus" "54"
"2738" "Limnodynastes_dorsalis" "73"
"2739" "Limnodynastes_dumerilii" "70"
"2740" "Limnodynastes_fletcheri" "50"
"2741" "Limnodynastes_interioris" "90"
"2742" "Limnodynastes_lignarius" "62"
"2743" "Limnodynastes_peronii" "72.8"
"2744" "Limnodynastes_salmini" "75"
"2745" "Limnodynastes_tasmaniensis" "50.5"
"2746" "Limnodynastes_terraereginae" "76"
"2747" "Neobatrachus_albipes" "50"
"2748" "Neobatrachus_aquilonius" "60"
"2749" "Neobatrachus_fulvus" "50"
"2750" "Neobatrachus_kunapalari" "62.2"
"2751" "Neobatrachus_pelobatoides" "50"
"2752" "Neobatrachus_pictus" "50"
"2753" "Neobatrachus_sudelli" "40"
"2754" "Neobatrachus_sutor" "45"
"2755" "Neobatrachus_wilsmorei" "60"
"2756" "Notaden_bennettii" "55"
"2757" "Notaden_melanoscaphus" "55"
"2758" "Notaden_nichollsi" "60"
"2759" "Notaden_weigeli" "70"
"2760" "Philoria_frosti" "52.4"
"2761" "Philoria_kundagungan" "30"
"2762" "Philoria_loveridgei" "32"
"2763" "Philoria_pughi" "30"
"2764" "Philoria_richmondensis" "28"
"2765" "Philoria_sphagnicolus" "37"
"2766" "Platyplectrum_ornatum" "45"
"2767" "Platyplectrum_spenceri" "50"
"2768" "Boophis_albilabris" "93"
"2769" "Boophis_albipunctatus" "40"
"2770" "Boophis_andreonei" "33"
"2771" "Boophis_arcanus" "34.3"
"2772" "Boophis_baetkei" "30.8"
"2773" "Boophis_blommersae" "27"
"2774" "Boophis_bottae" "35.1"
"2775" "Boophis_brachychir" "71"
"2776" "Boophis_calcaratus" "39.5"
"2777" "Boophis_doulioti" "52.4"
"2778" "Boophis_englaenderi" "39"
"2779" "Boophis_entingae" "86.5"
"2780" "Boophis_erythrodactylus" "33"
"2781" "Boophis_feonnyala" "25.4"
"2782" "Boophis_goudotii" "80"
"2783" "Boophis_haematopus" "28.3"
"2784" "Boophis_haingana" "60"
"2785" "Boophis_jaegeri" "30"
"2786" "Boophis_laurenti" "43"
"2787" "Boophis_liami" "21.3"
"2788" "Boophis_lilianae" "20"
"2789" "Boophis_luciae" "70"
"2790" "Boophis_luteus" "60"
"2791" "Boophis_madagascariensis" "80"
"2792" "Boophis_majori" "29.2"
"2793" "Boophis_mandraka" "23.2"
"2794" "Boophis_marojezensis" "33"
"2795" "Boophis_miadana" "27"
"2796" "Boophis_miniatus" "37.7"
"2797" "Boophis_obscurus" "82"
"2798" "Boophis_occidentalis" "52.4"
"2799" "Boophis_opisthodon" "85"
"2800" "Boophis_periegetes" "75"
"2801" "Boophis_picturatus" "33.3"
"2802" "Boophis_piperatus" "30"
"2803" "Boophis_praedictus" "89.3"
"2804" "Boophis_pyrrhus" "37"
"2805" "Boophis_rappiodes" "34"
"2806" "Boophis_roseipalmatus" "86.6"
"2807" "Boophis_sandrae" "100"
"2808" "Boophis_schuboeae" "26"
"2809" "Boophis_septentrionalis" "52"
"2810" "Boophis_sibilans" "30"
"2811" "Boophis_solomaso" "21.6"
"2812" "Boophis_spinophis" "56.5"
"2813" "Boophis_tampoka" "45.8"
"2814" "Boophis_tasymena" "32.3"
"2815" "Boophis_tephraeomystax" "50"
"2816" "Boophis_tsilomaro" "85"
"2817" "Boophis_ulftunni" "38"
"2818" "Boophis_viridis" "35"
"2819" "Boophis_vittatus" "25.4"
"2820" "Boophis_williamsi" "44.3"
"2821" "Boophis_xerophilus" "48.8"
"2822" "Aglyptodactylus_laticeps" "59"
"2823" "Aglyptodactylus_madagascariensis" "92"
"2824" "Aglyptodactylus_securifer" "42.9"
"2825" "Laliostoma_labrosum" "80"
"2826" "Blommersia_dejongi" "23.6"
"2827" "Blommersia_domerguei" "20.3"
"2828" "Blommersia_galani" "24.2"
"2829" "Blommersia_wittei" "27"
"2830" "Boehmantis_microtympanum" "100"
"2831" "Gephyromantis_ambohitra" "40.7"
"2832" "Gephyromantis_asper" "31"
"2833" "Gephyromantis_azzurrae" "43.7"
"2834" "Gephyromantis_blanci" "23"
"2835" "Gephyromantis_boulengeri" "35"
"2836" "Gephyromantis_cornutus" "40"
"2837" "Gephyromantis_corvus" "38"
"2838" "Gephyromantis_decaryi" "29.1"
"2839" "Gephyromantis_eiselti" "23"
"2840" "Gephyromantis_enki" "20.7"
"2841" "Gephyromantis_granulatus" "45"
"2842" "Gephyromantis_horridus" "35"
"2843" "Gephyromantis_klemmeri" "26"
"2844" "Gephyromantis_leucocephalus" "33"
"2845" "Gephyromantis_leucomaculatus" "47"
"2846" "Gephyromantis_luteus" "60"
"2847" "Gephyromantis_malagasius" "26"
"2848" "Gephyromantis_moseri" "39.1"
"2849" "Gephyromantis_plicifer" "50"
"2850" "Gephyromantis_pseudoasper" "34"
"2851" "Gephyromantis_redimitus" "53"
"2852" "Gephyromantis_rivicola" "24"
"2853" "Gephyromantis_runewsweeki" "24"
"2854" "Gephyromantis_salegy" "50"
"2855" "Gephyromantis_schilfi" "29"
"2856" "Gephyromantis_sculpturatus" "43"
"2857" "Gephyromantis_silvanus" "31"
"2858" "Gephyromantis_spiniferus" "38"
"2859" "Gephyromantis_striatus" "27"
"2860" "Gephyromantis_tandroka" "45"
"2861" "Gephyromantis_thelenae" "23.8"
"2862" "Gephyromantis_tschenki" "36"
"2863" "Gephyromantis_ventrimaculatus" "29"
"2864" "Gephyromantis_webbi" "31"
"2865" "Gephyromantis_zavona" "44"
"2866" "Guibemantis_albolineatus" "24"
"2867" "Guibemantis_bicalcaratus" "29"
"2868" "Guibemantis_depressiceps" "45"
"2869" "Guibemantis_flavobrunneus" "38"
"2870" "Guibemantis_kathrinae" "59"
"2871" "Guibemantis_liber" "29"
"2872" "Guibemantis_pulcher" "28"
"2873" "Guibemantis_punctatus" "27"
"2874" "Guibemantis_timidus" "55"
"2875" "Guibemantis_tornieri" "51"
"2876" "Mantella_aurantiaca" "31"
"2877" "Mantella_baroni" "30"
"2878" "Mantella_bernhardi" "24"
"2879" "Mantella_betsileo" "26"
"2880" "Mantella_cowanii" "31"
"2881" "Mantella_crocea" "24"
"2882" "Mantella_ebenaui" "26"
"2883" "Mantella_expectata" "27.6"
"2884" "Mantella_haraldmeieri" "30"
"2885" "Mantella_laevigata" "30"
"2886" "Mantella_madagascariensis" "31"
"2887" "Mantella_manery" "29"
"2888" "Mantella_milotympanum" "30"
"2889" "Mantella_nigricans" "28"
"2890" "Mantella_pulchra" "30"
"2891" "Mantella_viridis" "33"
"2892" "Mantidactylus_aerumnalis" "31"
"2893" "Mantidactylus_albofrenatus" "28"
"2894" "Mantidactylus_alutus" "31"
"2895" "Mantidactylus_ambreensis" "38"
"2896" "Mantidactylus_argenteus" "31"
"2897" "Mantidactylus_bellyi" "46"
"2898" "Mantidactylus_betsileanus" "35"
"2899" "Mantidactylus_biporus" "34"
"2900" "Mantidactylus_brevipalmatus" "45"
"2901" "Mantidactylus_charlotteae" "32"
"2902" "Mantidactylus_delormei" "39"
"2903" "Mantidactylus_femoralis" "55"
"2904" "Mantidactylus_grandidieri" "108"
"2905" "Mantidactylus_guttulatus" "120"
"2906" "Mantidactylus_lugubris" "45"
"2907" "Mantidactylus_madecassus" "34"
"2908" "Mantidactylus_majori" "47"
"2909" "Mantidactylus_melanopleura" "41"
"2910" "Mantidactylus_mocquardi" "67"
"2911" "Mantidactylus_noralottae" "40"
"2912" "Mantidactylus_opiparis" "33"
"2913" "Mantidactylus_pauliani" "34"
"2914" "Mantidactylus_tricinctus" "19"
"2915" "Mantidactylus_ulcerosus" "45"
"2916" "Mantidactylus_zipperi" "30"
"2917" "Mantidactylus_zolitschka" "38"
"2918" "Spinomantis_aglavei" "51"
"2919" "Spinomantis_bertini" "28"
"2920" "Spinomantis_brunae" "32"
"2921" "Spinomantis_elegans" "60"
"2922" "Spinomantis_fimbriatus" "39"
"2923" "Spinomantis_guibei" "40"
"2924" "Spinomantis_massi" "37"
"2925" "Spinomantis_microtis" "48"
"2926" "Spinomantis_peraccae" "44"
"2927" "Spinomantis_phantasticus" "38"
"2928" "Wakea_madinika" "16"
"2929" "Borneophrys_edwardinae" "82"
"2930" "Brachytarsophrys_carinense" "118.4"
"2931" "Brachytarsophrys_feae" "101.2"
"2932" "Leptobrachella_baluensis" "19.6"
"2933" "Leptobrachella_mjobergi" "20"
"2934" "Leptobrachella_palmata" "16.8"
"2935" "Leptobrachella_parva" "20"
"2936" "Leptobrachella_serasanae" "20"
"2937" "Leptobrachium_abbotti" "95"
"2938" "Leptobrachium_ailaonicum" "75.6"
"2939" "Leptobrachium_banae" "84.2"
"2940" "Leptobrachium_boringii" "86.1"
"2941" "Leptobrachium_buchardi" "49.5"
"2942" "Leptobrachium_chapaense" "57.8"
"2943" "Leptobrachium_gunungense" "41.3"
"2944" "Leptobrachium_hainanense" "55.1"
"2945" "Leptobrachium_hasseltii" "77.2"
"2946" "Leptobrachium_hendricksoni" "64.4"
"2947" "Leptobrachium_leishanense" "78.7"
"2948" "Leptobrachium_liui" "86.7"
"2949" "Leptobrachium_lumadorum" "65.1"
"2950" "Leptobrachium_mangyanorum" "58.8"
"2951" "Leptobrachium_montanum" "87"
"2952" "Leptobrachium_mouhoti" "73.3"
"2953" "Leptobrachium_nigrops" "50"
"2954" "Leptobrachium_nokrekensis" "35"
"2955" "Leptobrachium_promustache" "67"
"2956" "Leptobrachium_pullum" "52.8"
"2957" "Leptobrachium_smithi" "78"
"2958" "Leptobrachium_tagbanorum" "80"
"2959" "Leptobrachium_waysepuntiense" "58.3"
"2960" "Leptobrachium_xanthospilum" "84.8"
"2961" "Leptolalax_aereus" "38.6"
"2962" "Leptolalax_alpinus" "32.5"
"2963" "Leptolalax_applebyi" "21.7"
"2964" "Leptolalax_arayai" "40"
"2965" "Leptolalax_bourreti" "45"
"2966" "Leptolalax_croceus" "27.3"
"2967" "Leptolalax_dringi" "48"
"2968" "Leptolalax_fuliginosus" "30"
"2969" "Leptolalax_gracilis" "48"
"2970" "Leptolalax_hamidi" "43"
"2971" "Leptolalax_heteropus" "36"
"2972" "Leptolalax_kajangensis" "35"
"2973" "Leptolalax_kecil" "25"
"2974" "Leptolalax_khasiorum" "33.4"
"2975" "Leptolalax_lateralis" "28.3"
"2976" "Leptolalax_liui" "28.1"
"2977" "Leptolalax_maurus" "31.8"
"2978" "Leptolalax_melicus" "22.8"
"2979" "Leptolalax_nahangensis" "40.8"
"2980" "Leptolalax_oshanensis" "31.6"
"2981" "Leptolalax_pelodytoides" "40.7"
"2982" "Leptolalax_pictus" "47"
"2983" "Leptolalax_pluvialis" "22.3"
"2984" "Leptolalax_solus" "28.7"
"2985" "Leptolalax_sungi" "58.9"
"2986" "Leptolalax_tamdil" "32.3"
"2987" "Leptolalax_tuberosus" "30.2"
"2988" "Leptolalax_ventripunctatus" "28"
"2989" "Megophrys_kobayashii" "100"
"2990" "Megophrys_montana" "90"
"2991" "Megophrys_nasuta" "160"
"2992" "Ophryophryne_hansi" "45.6"
"2993" "Ophryophryne_microstoma" "47.3"
"2994" "Ophryophryne_synoria" "47.3"
"2995" "Oreolalax_chuanbeiensis" "58.4"
"2996" "Oreolalax_granulosus" "59"
"2997" "Oreolalax_jingdongensis" "54.3"
"2998" "Oreolalax_liangbeiensis" "60"
"2999" "Oreolalax_lichuanensis" "59.1"
"3000" "Oreolalax_major" "68"
"3001" "Oreolalax_multipunctatus" "49.8"
"3002" "Oreolalax_nanjiangensis" "60"
"3003" "Oreolalax_omeimontis" "58.4"
"3004" "Oreolalax_pingii" "54.4"
"3005" "Oreolalax_popei" "69"
"3006" "Oreolalax_puxiongensis" "50"
"3007" "Oreolalax_rhodostigmatus" "73.5"
"3008" "Oreolalax_rugosus" "55.3"
"3009" "Oreolalax_schmidti" "54"
"3010" "Oreolalax_weigoldi" "58.2"
"3011" "Oreolalax_xiangchengensis" "61.4"
"3012" "Scutiger_boulengeri" "62"
"3013" "Scutiger_chintingensis" "50.6"
"3014" "Scutiger_glandulatus" "75"
"3015" "Scutiger_jiulongensis" "75"
"3016" "Scutiger_mammatus" "70.5"
"3017" "Scutiger_muliensis" "73.4"
"3018" "Scutiger_pingwuensis" "77.5"
"3019" "Scutiger_tuberculatus" "79"
"3020" "Xenophrys_aceras" "70"
"3021" "Xenophrys_auralensis" "76.9"
"3022" "Xenophrys_baluensis" "65"
"3023" "Xenophrys_baolongensis" "45"
"3024" "Xenophrys_binchuanensis" "42.4"
"3025" "Xenophrys_binlingensis" "51"
"3026" "Xenophrys_boettgeri" "46.8"
"3027" "Xenophrys_brachykolos" "46"
"3028" "Xenophrys_caudoprocta" "81.3"
"3029" "Xenophrys_damrei" "69.1"
"3030" "Xenophrys_daweimontis" "46"
"3031" "Xenophrys_dringi" "55"
"3032" "Xenophrys_gigantica" "115.5"
"3033" "Xenophrys_glandulosa" "100"
"3034" "Xenophrys_huangshanensis" "44.2"
"3035" "Xenophrys_jingdongensis" "63.5"
"3036" "Xenophrys_kuatunensis" "37.4"
"3037" "Xenophrys_lekaguli" "94"
"3038" "Xenophrys_longipes" "65"
"3039" "Xenophrys_major" "94"
"3040" "Xenophrys_mangshanensis" "73"
"3041" "Xenophrys_medogensis" "68"
"3042" "Xenophrys_minor" "48.2"
"3043" "Xenophrys_nankiangensis" "53"
"3044" "Xenophrys_omeimontis" "72.5"
"3045" "Xenophrys_pachyproctus" "35.8"
"3046" "Xenophrys_palpebralespinosa" "38"
"3047" "Xenophrys_parallela" "47.6"
"3048" "Xenophrys_parva" "54"
"3049" "Xenophrys_robusta" "114"
"3050" "Xenophrys_sangzhiensis" "54.7"
"3051" "Xenophrys_serchhipii" "37"
"3052" "Xenophrys_shapingensis" "104"
"3053" "Xenophrys_shuichengensis" "118.3"
"3054" "Xenophrys_spinata" "54.5"
"3055" "Xenophrys_takensis" "73"
"3056" "Xenophrys_tuberogranulatus" "50.5"
"3057" "Xenophrys_wawuensis" "50"
"3058" "Xenophrys_wuliangshanensis" "41.3"
"3059" "Xenophrys_wushanensis" "38.4"
"3060" "Xenophrys_zhangi" "37.2"
"3061" "Xenophrys_zunhebotoensis" "39"
"3062" "Micrixalus_fuscus" "32"
"3063" "Micrixalus_phyllophilus" "25"
"3064" "Adelastes_hylonomos" "29"
"3065" "Arcovomer_passarellii" "25.6"
"3066" "Gastrophrynoides_borneensis" "28"
"3067" "Gastrophrynoides_immaculatus" "29.3"
"3068" "Myersiella_microps" "40"
"3069" "Phrynella_pulchra" "39"
"3070" "Stereocyclops_incrassatus" "57.8"
"3071" "Synapturanus_mirandaribeiroi" "42"
"3072" "Synapturanus_rabus" "18.9"
"3073" "Synapturanus_salseri" "35"
"3074" "Syncope_antenori" "14"
"3075" "Syncope_carvalhoi" "11"
"3076" "Albericus_brunhildae" "21.1"
"3077" "Albericus_darlingtoni" "27"
"3078" "Albericus_exclamitans" "22"
"3079" "Albericus_fafniri" "23"
"3080" "Albericus_gudrunae" "16"
"3081" "Albericus_gunnari" "21.7"
"3082" "Albericus_laurini" "19"
"3083" "Albericus_murritus" "18.3"
"3084" "Albericus_rhenaurum" "15.8"
"3085" "Albericus_sanguinopictus" "17.4"
"3086" "Albericus_siegfriedi" "21.3"
"3087" "Albericus_swanhildae" "15.6"
"3088" "Albericus_tuberculus" "19"
"3089" "Albericus_valkuriarum" "20.2"
"3090" "Albericus_variegatus" "17.4"
"3091" "Aphantophryne_minuta" "11.8"
"3092" "Aphantophryne_pansa" "31.6"
"3093" "Aphantophryne_sabini" "24.1"
"3094" "Asterophrys_leucopus" "46.8"
"3095" "Austrochaperina_adamantina" "28"
"3096" "Austrochaperina_adelphe" "22"
"3097" "Austrochaperina_aquilonia" "31"
"3098" "Austrochaperina_archboldi" "38.4"
"3099" "Austrochaperina_basipalmata" "39"
"3100" "Austrochaperina_blumi" "26.3"
"3101" "Austrochaperina_brevipes" "28"
"3102" "Austrochaperina_derongo" "49.7"
"3103" "Austrochaperina_fryi" "35"
"3104" "Austrochaperina_gracilipes" "23"
"3105" "Austrochaperina_guttata" "44"
"3106" "Austrochaperina_hooglandi" "45.3"
"3107" "Austrochaperina_kosarek" "21"
"3108" "Austrochaperina_macrorhyncha" "37"
"3109" "Austrochaperina_mehelyi" "21"
"3110" "Austrochaperina_minutissima" "16.6"
"3111" "Austrochaperina_novaebritanniae" "21"
"3112" "Austrochaperina_palmipes" "49"
"3113" "Austrochaperina_parkeri" "30.6"
"3114" "Austrochaperina_pluvialis" "25"
"3115" "Austrochaperina_polysticta" "16.5"
"3116" "Austrochaperina_rivularis" "51.5"
"3117" "Austrochaperina_robusta" "25"
"3118" "Austrochaperina_septentrionalis" "31.6"
"3119" "Austrochaperina_yelaensis" "20.5"
"3120" "Barygenys_atra" "41"
"3121" "Barygenys_cheesmanae" "40"
"3122" "Barygenys_exsul" "39"
"3123" "Barygenys_flavigularis" "27"
"3124" "Barygenys_maculata" "50.8"
"3125" "Barygenys_nana" "26"
"3126" "Barygenys_parvula" "18.7"
"3127" "Callulops_doriae" "100"
"3128" "Callulops_eremnosphax" "42.7"
"3129" "Callulops_humicola" "50"
"3130" "Callulops_marmoratus" "53.3"
"3131" "Callulops_omnistriatus" "67"
"3132" "Callulops_robustus" "78"
"3133" "Choerophryne_allisoni" "11.6"
"3134" "Choerophryne_amomani" "15.1"
"3135" "Choerophryne_arndtorum" "14.8"
"3136" "Choerophryne_burtoni" "12.4"
"3137" "Choerophryne_longirostris" "22.5"
"3138" "Choerophryne_microps" "20"
"3139" "Choerophryne_nigrescens" "17.8"
"3140" "Choerophryne_proboscidea" "22.1"
"3141" "Choerophryne_rostellifer" "14.8"
"3142" "Cophixalus_aenigma" "22.6"
"3143" "Cophixalus_ateles" "14.4"
"3144" "Cophixalus_balbus" "28.2"
"3145" "Cophixalus_bewaniensis" "16.7"
"3146" "Cophixalus_bombiens" "15"
"3147" "Cophixalus_caverniphilus" "36.7"
"3148" "Cophixalus_cheesmanae" "39"
"3149" "Cophixalus_concinnus" "26.5"
"3150" "Cophixalus_crepitans" "15"
"3151" "Cophixalus_cryptotympanum" "28.4"
"3152" "Cophixalus_cupricarenus" "34.3"
"3153" "Cophixalus_desticans" "19.1"
"3154" "Cophixalus_exiguus" "18.3"
"3155" "Cophixalus_hosmeri" "15"
"3156" "Cophixalus_infacetus" "18"
"3157" "Cophixalus_kaindiensis" "27.7"
"3158" "Cophixalus_mcdonaldi" "25"
"3159" "Cophixalus_misimae" "19.6"
"3160" "Cophixalus_monosyllabus" "24.3"
"3161" "Cophixalus_monticola" "24"
"3162" "Cophixalus_neglectus" "29"
"3163" "Cophixalus_ornatus" "25"
"3164" "Cophixalus_parkeri" "33.1"
"3165" "Cophixalus_peninsularis" "20"
"3166" "Cophixalus_pulchellus" "19"
"3167" "Cophixalus_riparius" "50"
"3168" "Cophixalus_saxatilis" "40"
"3169" "Cophixalus_shellyi" "16.5"
"3170" "Cophixalus_sphagnicola" "20.6"
"3171" "Cophixalus_tetzlaffi" "22.6"
"3172" "Cophixalus_timidus" "21.1"
"3173" "Cophixalus_variabilis" "19.7"
"3174" "Cophixalus_verecundus" "19"
"3175" "Cophixalus_zweifeli" "40"
"3176" "Copiula_fistulans" "36"
"3177" "Copiula_minor" "24.5"
"3178" "Copiula_oxyrhina" "29.2"
"3179" "Hylophorbus_nigrinus" "28.6"
"3180" "Hylophorbus_picoides" "29.2"
"3181" "Hylophorbus_rainerguentheri" "31.4"
"3182" "Hylophorbus_richardsi" "23"
