Comb_sciname,Year,Family,Npapers,MainBiogRealm,ThreatStatus,BodyMass,Habit,polykm2,elev.avg,humd.avg,bint_counts,range.rarity,W_avgPPP
Porthidium yucatanicum,1941,Viperidae,1,Neotropic,LC,91.5,Ter,75146.1926423778,33.1447868347168,53.3805274963379,5,0.00272756830658037,1021811.997
Potamites ecpleopus,1875,Gymnophthalmidae,5,Neotropic,LC,15,Aqu,3514464.1380192,235.925827026367,4.61123371124268,49,1.15830186225775,171822.102
Potamites erythrocularis,2014,Gymnophthalmidae,2,Neotropic,,14.8,Aqu,427.160250544222,2188.24194335938,6.72823333740234,0,0.00307457821939873,124394.482
Potamites juruazensis,1998,Gymnophthalmidae,1,Neotropic,LC,4.4,Ter,235587.558377706,573.459838867188,5.02949190139771,2,0.402520828851036,260590.014
Potamites montanicola,2012,Gymnophthalmidae,1,Neotropic,DD,7.7,Aqu,19.9925613451827,1677.7666015625,7.05237245559692,0,0.0503464523237674,124394.482
Potamites ocellatus,1930,Gymnophthalmidae,0,Neotropic,VU,10.8,Aqu,11902.6840638415,356.133178710938,1.94376873970032,0,0.000164162039023392,24972.226
Potamites strangulatus,1868,Gymnophthalmidae,0,Neotropic,LC,24.9,Aqu,244621.838175945,1058.7099609375,18.38134765625,4,1.1415647561125,53657.4675
Prasinohaema flavipes,1936,Scincidae,2,Australasi,LC,15.9,Arb,49838.2210951807,1343.62609863281,28.2902431488037,0,0.0785100348783767,
Prasinohaema parkeri,1937,Scincidae,0,Australasi,,2.8,Arb,954.461768854568,27.6775302886963,1.2939944267273,0,0.00131437617195884,893115.816
Prasinohaema prehensicauda,1945,Scincidae,1,Australasi,LC,8.5,Arb,56493.5559316156,2001.44787597656,51.7839546203613,0,0.162276173309704,178.623
Prasinohaema semoni,1894,Scincidae,0,Australasi,LC,8.1,Arb,66846.7329371091,216.699310302734,15.2210206985474,1,0.133516935561527,89.312
Prasinohaema virens,1881,Scincidae,1,Australasi,LC,5.4,Arb,67248.0525372006,150.508346557617,21.4425373077393,1,0.127773415838783,57873.905
Pristidactylus achalensis,1964,Leiosauridae,6,Neotropic,NT,56.2,Ter,2620.45508489994,1601.603515625,8.20469570159912,0,0.0012124596677306,328244.746
Pristidactylus alvaroi,1975,Leiosauridae,0,Neotropic,EN,20.4,Ter&Arb,194.026053282572,582.061340332031,58.7534599304199,0,0.00541424526697965,153324.393
Pristidactylus araucanus,1964,Leiosauridae,1,Neotropic,LC,33.5,Ter,95579.564151574,807.037536621094,4.12547922134399,2,0.0254292650126793,163956.1985
Pristidactylus casuhatiensis,1968,Leiosauridae,0,Neotropic,CR,10.4,Ter,2336.05826607625,327.856384277344,5.5997576713562,0,0.00130065534473209,328244.746
Pristidactylus fasciatus,1837,Leiosauridae,1,Neotropic,DD,30.3,Ter,130944.534522522,355.461578369141,2.03098130226135,0,0.15747560129765,328244.746
Pristidactylus nigroiugulus,2001,Leiosauridae,2,Neotropic,LC,41.9,Ter,60719.0589362486,656.671813964844,0.146328300237656,0,0.00459545135443183,328244.746
Pristidactylus scapulatus,1861,Leiosauridae,3,Neotropic,LC,41.9,Ter,27990.0180875098,1141.20275878906,8.19725322723389,0,0.174443487998612,328244.746
Pristidactylus torquatus,1861,Leiosauridae,2,Neotropic,VU,41.9,Arb,142524.424099891,512.913330078125,40.0073966979981,14,0.0656051631129233,80081.8895
Pristidactylus valeriae,1966,Leiosauridae,0,Neotropic,EN,14.8,Ter&Arb,12671.1737147102,473.471343994141,39.76953125,2,0.00301271506760954,153324.393
Pristidactylus volcanensis,1987,Leiosauridae,2,Neotropic,EN,27.4,Ter,139.020895662028,1646.10632324219,40.8457336425781,0,0.0097889081411482,153324.393
Pristurus abdelkuri,1986,Sphaerodactylidae,2,Afrotropic,LC,1.3,Ter,2818.15922202179,309.862457275391,17.3156394958496,0,0.174707757887496,45131.313
Pristurus adrarensis,2006,Sphaerodactylidae,1,Paleartic,DD,0.8,Ter,19.9925613454281,588.530944824219,0,0,0.0500382549553232,8358.164
Pristurus carteri,1863,Sphaerodactylidae,1,Afrotropic,LC,11.5,Ter,205804.683141687,345.109283447266,11.8923673629761,5,0.42102827880533,18189.2175
Pristurus celerrimus,1977,Sphaerodactylidae,0,Afrotropic,LC,1.6,Ter,30035.1562105374,410.991394042969,290.073120117188,4,0.10209935513424,109976.3385
Pristurus collaris,1867,Sphaerodactylidae,0,Afrotropic,LC,5.3,Ter,77490.5246164259,781.734252929688,18.6159496307373,0,0.100370921156783,45131.313
Pristurus crucifer,1861,Sphaerodactylidae,0,Afrotropic,LC,1.6,Ter,806311.54756251,566.508544921875,36.2405014038086,2,1.70646090725909,4115.09225
Pristurus flavipunctatus,1835,Sphaerodactylidae,0,Afrotropic,LC,1.6,Arb,1830929.07453235,625.213439941406,47.2174034118652,5,1.67077190577478,12364.4626666667
Pristurus gallagheri,1986,Sphaerodactylidae,0,Afrotropic,NT,1.6,Ter&Arb,6215.1163017872,853.811279296875,35.394100189209,0,0.101914974603876,57821.896
Pristurus guichardi,1986,Sphaerodactylidae,1,Afrotropic,LC,1.3,Arb,3622.52613333972,311.061889648438,16.5511436462402,0,0.0113067070584998,45131.313
Pristurus insignis,1881,Sphaerodactylidae,1,Afrotropic,LC,5.3,Ter,3622.53377090315,311.061309814453,16.5511589050293,0,0.0113067070584998,45131.313
Pristurus insignoides,1986,Sphaerodactylidae,0,Afrotropic,LC,3.6,Ter&Arb,505.405342132824,544.685668945313,40.0171089172363,0,0.0113067070584998,45131.313
Pristurus longipes,1871,Sphaerodactylidae,0,Afrotropic,DD,1.6,,15.681223681575,115.966194152832,4097.32275390625,0,0.0641632715660361,45131.313
Pristurus mazbah,1989,Sphaerodactylidae,0,Afrotropic,DD,1.5,Ter,2902.94224659317,1920.580078125,430.994781494141,0,0.000559220328538157,45131.313
Pristurus minimus,1977,Sphaerodactylidae,1,Paleartic,LC,0.7,Ter&Arb,206003.615763787,275.990814208984,18.6496181488037,1,0.317838189379854,25733.7506666667
Pristurus obsti,1999,Sphaerodactylidae,0,Afrotropic,LC,1.3,Arb,3622.52895061284,311.061645507813,16.5511455535889,0,0.0113067070584998,45131.313
Pristurus ornithocephalus,1986,Sphaerodactylidae,0,Afrotropic,LC,5.3,Ter,62083.2893972093,535.290649414063,165.14176940918,1,0.164641300529397,45131.313
Pristurus phillipsii,1895,Sphaerodactylidae,0,Afrotropic,LC,0.7,Ter,416507.34990295,444.347564697266,15.2927980422974,0,1.14146947662667,77.5225
Pristurus popovi,1982,Sphaerodactylidae,0,Afrotropic,LC,1.3,Ter,37867.8283308601,1589.53527832031,244.401885986328,0,0.000715453190945059,103660.768
Pristurus rupestris,1874,Sphaerodactylidae,14,Afrotropic,LC,0.8,Ter&Arb,809752.178210608,649.690612792969,69.2413787841797,15,2.45648276362936,15957.0349090909
Pristurus saada,1986,Sphaerodactylidae,0,Afrotropic,LC,1.7,Ter,65867.6654540041,1269.58813476563,164.858383178711,0,0.000803650576403897,179942.451
Pristurus samhaensis,1999,Sphaerodactylidae,1,Afrotropic,LC,1.4,Ter,49.4618467626063,200.847076416016,,0,0.0213078257593387,
Pristurus schneideri,2008,Sphaerodactylidae,0,Afrotropic,LC,0.5,Ter,67.4999069738534,62.8312492370606,4.64839220046997,0,0.0148161529043464,
Pristurus simonettai,1968,Sphaerodactylidae,0,Afrotropic,LC,0.5,Ter,93281.6923933075,57.5859832763672,28.2996082305908,1,0.207992429926175,413.088
Pristurus sokotranus,1938,Sphaerodactylidae,2,Afrotropic,LC,1.6,Ter&Arb,3622.53455109309,311.061279296875,16.5511589050293,0,0.0113067070584998,45131.313
Pristurus somalicus,1932,Sphaerodactylidae,0,Afrotropic,LC,1.5,Ter,1861.62925886281,450.803253173828,31.7455997467041,0,0.101048957402559,
Proablepharus reginae,1960,Scincidae,0,Australasi,LC,1.2,Ter,2055573.17056276,403.676940917969,0.0769220143556595,6,0.296846582230666,523112.755
Proablepharus tenuis,1896,Scincidae,0,Australasi,LC,0.5,Ter,1238993.1654239,213.526321411133,0.189770966768265,5,0.20294090805327,523112.755
Proatheris superciliaris,1855,Viperidae,9,Afrotropic,LC,117.9,Ter,66635.5851631992,239.981292724609,119.192970275879,1,0.135475666134149,4458.763
Procellosaurinus erythrocercus,1991,Gymnophthalmidae,5,Neotropic,LC,0.5,Fos,148332.230628103,574.766845703125,8.75971221923828,0,0.584751291592309,1167743.273
Procellosaurinus tetradactylus,1991,Gymnophthalmidae,3,Neotropic,EN,0.2,Fos,147093.711440416,574.739501953125,8.77927780151367,0,0.584751291592309,1167743.273
Proctoporus bolivianus,1910,Gymnophthalmidae,4,Neotropic,LC,6.1,Ter,166550.643224882,3025.82373046875,32.9125785827637,11,0.206037704887969,46080.8935
Proctoporus carabaya,2013,Gymnophthalmidae,1,Neotropic,LC,6.9,Ter,9.99628067261333,4736.16259765625,11.0102853775024,0,0.100356520619601,124394.482
Proctoporus cephalolineatus,1995,Gymnophthalmidae,0,Neotropic,EN,2.8,Ter,9.99628067259508,1651.91186523438,333.428833007813,0,0.100121144799238,166366.507
Proctoporus chasqui,2011,Gymnophthalmidae,1,Neotropic,LC,9.9,Ter,15.3051803392736,2919.24780273438,12.533296585083,0,0.0655968511845443,124394.482
Proctoporus guentheri,1891,Gymnophthalmidae,2,Neotropic,LC,2.2,Ter,237318.697250494,2129.345703125,19.0455741882324,10,0.373496647214528,32211.4885
Proctoporus iridescens,2013,Gymnophthalmidae,0,Neotropic,LC,6,Ter,5424.79223808163,4537.8857421875,10.4446573257446,0,0.100493537113307,124394.482
Proctoporus kiziriani,2013,Gymnophthalmidae,0,Neotropic,LC,4.7,Ter,9.99628067260841,3874.11743164063,8.96359157562256,0,0.100297472823916,124394.482
Proctoporus lacertus,1913,Gymnophthalmidae,1,Neotropic,LC,5.4,Ter,4372.77130406133,3667.82568359375,25.0837326049805,0,0.00475367572000377,124394.482
Riama laudahnae,2004,Gymnophthalmidae,2,Neotropic,DD,6.4,Ter,12119.8724251993,960.800354003906,8.98651790618897,1,0.0508904002475477,124394.482
Proctoporus machupicchu,2015,Gymnophthalmidae,1,Neotropic,,,Ter,,,,,,
Euspondylus oreades,2011,Gymnophthalmidae,0,Neotropic,DD,5.2,Ter,9.9962806725719,3287.31982421875,4.729163646698,0,0.100334648271082,124394.482
Proctoporus pachyurus,1845,Gymnophthalmidae,1,Neotropic,NT,4.4,Ter,12043.7143272794,3689.36987304688,35.6689186096191,1,0.0172261834935491,124394.482
Euspondylus rahmi,1936,Gymnophthalmidae,0,Neotropic,DD,12.8,Ter,47990.1162448291,2105.68896484375,18.0086498260498,2,0.154927041121852,124394.482
Euspondylus spinalis,1911,Gymnophthalmidae,0,Neotropic,LC,8.2,Ter,120529.093392133,2317.34594726563,20.328670501709,5,0.320198254974323,124394.482
Proctoporus sucullucu,2003,Gymnophthalmidae,2,Neotropic,LC,3.9,Ter,4817.00303616909,3607.64038085938,128.65641784668,2,0.00252396385434076,124394.482
Proctoporus unsaacae,2003,Gymnophthalmidae,3,Neotropic,LC,3,Ter,5678.21311439434,3808.015625,101.748680114746,2,0.004827538136202,124394.482
Proctoporus xestus,1969,Gymnophthalmidae,1,Neotropic,LC,4.4,Ter,211719.044075722,1736.13330078125,26.4927654266357,17,0.169521325631806,35231.552
Proscelotes aenea,1928,Scincidae,0,Afrotropic,DD,1.7,Fos,451.831752040137,18.015172958374,284.970184326172,0,0.539295276767803,14275.692
Proscelotes arnoldi,1932,Scincidae,0,Afrotropic,LC,4.8,Fos&Ter,83180.8425820353,779.398010253906,39.2258224487305,3,0.000618912054424012,10809.6445
Proscelotes eggeli,1902,Scincidae,0,Afrotropic,NT,5.7,Fos&Ter,5991.44857250542,837.726989746094,23.2394466400147,0,0.00929982076869634,45062.275
Prosymna ambigua,1873,Prosymnidae,3,Afrotropic,LC,7.8,Fos,4373252.05392661,709.973022460938,46.1363258361816,34,0.541340830158946,2617.8934
Prosymna angolensis,1915,Prosymnidae,0,Afrotropic,LC,8.4,Fos&Ter,978633.200824098,1109.94702148438,16.2128486633301,3,0.312031951841626,10573.0712
Prosymna bivittata,1903,Prosymnidae,1,Afrotropic,LC,7.8,Fos&Ter,1061491.5377127,1063.62841796875,17.4856281280518,41,0.271715498671184,17754.0965
Prosymna frontalis,1867,Prosymnidae,0,Afrotropic,LC,14.8,Fos&Ter,649193.75853063,1102.07043457031,6.29512214660645,5,0.115153112482441,18490.9316666667
Prosymna greigerti,1906,Prosymnidae,2,Afrotropic,LC,8.4,Fos&Ter,3962071.12249651,456.435913085938,54.820499420166,15,0.154496101223642,3473.5386
Prosymna janii,1862,Prosymnidae,0,Afrotropic,LC,5.5,Fos&Ter,118224.274077424,102.981384277344,72.450569152832,7,0.0523254147964019,23491.3093333333
Prosymna lineata,1871,Prosymnidae,0,Afrotropic,LC,8.1,Ter,558355.138316928,869.654052734375,37.1324501037598,15,0.0680099944229581,10699.5911666667
Prosymna meleagris,1843,Prosymnidae,2,Afrotropic,LC,9.1,Fos&Ter,703753.288167529,229.600189208984,183.686904907227,32,0.337958843882338,11816.5033636364
Prosymna ornatissima,1928,Prosymnidae,0,Afrotropic,CR,4.4,Fos,9.99628067262602,486.732330322266,4.43351602554321,0,0.100584179102944,45062.275
Prosymna pitmani,1951,Prosymnidae,0,Afrotropic,LC,5.4,Fos&Ter,35613.9026129805,381.491119384766,28.0629405975342,0,0.051653678495191,22165.1575
Prosymna ruspolii,1896,Prosymnidae,0,Afrotropic,LC,5,Fos&Ter,23230.3205158405,1108.81665039062,47.8814163208008,0,0.0010214736216174,18504.7356666667
Prosymna semifasciata,1995,Prosymnidae,0,Afrotropic,EN,3.3,Fos,9.99628067262804,172.031692504883,5.98398971557617,0,0.103134572736544,45062.275
Prosymna somalica,1930,Prosymnidae,0,Afrotropic,LC,3.4,Fos,24741.1944639469,1000.52593994141,29.9821548461914,0,0.284926672255562,5528.289
Prosymna stuhlmanni,1893,Prosymnidae,2,Afrotropic,LC,7.8,Fos&Ter,1513435.68163001,666.568054199219,52.2906227111816,50,2.04409311084599,6573.11477777778
Prosymna sundevalli,1849,Prosymnidae,0,Afrotropic,LC,8.4,Fos,489605.867259686,1101.31848144531,50.3651695251465,105,0.212635272565479,77937.6495
Prosymna visseri,1959,Prosymnidae,1,Afrotropic,LC,7.8,Fos&Ter,132582.857148291,873.061401367188,19.2102699279785,2,0.0609952810780234,36154.394
Protobothrops cornutus,1930,Viperidae,5,IndoMalay,NT,181.5,Ter,244884.786024402,267.262939453125,326.192077636719,35,1.47572577000773,989616.252
Protobothrops dabieshanensis,2012,Viperidae,3,Paleartic,,309.5,,9.99628067231029,1253.83923339844,31.0385131835938,0,0.100072943893656,5142910.821
Protobothrops elegans,1849,Viperidae,10,IndoMalay,LC,1169.1,Ter,526.75548498068,112.816787719727,56.5689659118652,0,0.0147053699902047,2836343.728
Protobothrops flavoviridis,1861,Viperidae,477,IndoMalay,LC,6659.1,Ter&Arb,2410.10527067952,114.186248779297,371.604858398438,5,0.141970542444368,2836343.728
Protobothrops himalayanus,2013,Viperidae,0,IndoMalay,LC,929.6,Ter&Arb,19.9925613453033,2365.57543945313,20.6464157104492,0,0.0502602930010353,1817374.3
Protobothrops jerdonii,1875,Viperidae,37,IndoMalay,LC,669.7,Ter&Arb,2906127.20100204,1126.15747070313,271.452514648438,207,2.73752380612617,480568.02125
Protobothrops kaulbacki,1940,Viperidae,2,IndoMalay,DD,1416.5,Ter,64796.9725541876,3771.22827148438,4.88533878326416,0,0.152040275699118,1443903.70533333
Protobothrops mangshanensis,1990,Viperidae,15,IndoMalay,EN,4090.8,Ter,9.99628067227286,209.322006225586,125.483764648438,0,0.100093169875486,5142910.821
Protobothrops maolanensis,2011,Viperidae,4,IndoMalay,DD,277.2,Ter&Arb,9.9962806847026,710.247619628906,11.366961479187,0,0.150190192904308,5142910.821
Protobothrops mucrosquamatus,1839,Viperidae,160,IndoMalay,LC,1069,Ter,3667359.31873427,716.87939453125,348.064025878906,408,4.70985673257751,519079.48325
Protobothrops sieversorum,2000,Viperidae,3,IndoMalay,EN,1009.4,Ter,46325.8003690186,828.441711425781,14.7578353881836,0,0.372749875182237,44366.1625
Protobothrops tokarensis,1928,Viperidae,7,IndoMalay,VU,1696,Ter,58.7016122102325,210.834777832031,,0,0.0193891597308847,
Protobothrops trungkhanhensis,2009,Viperidae,0,IndoMalay,EN,211.1,Ter,9.99628067241076,483.906616210938,129.666961669922,0,0.100466222487371,211456.709
Protobothrops xiangchengensis,1978,Viperidae,2,IndoMalay,LC,370.1,Ter,339097.261944518,2111.3466796875,92.6690444946289,22,0.252612261146282,1713632.34366667
Psammobates geometricus,1758,Testudinidae,23,Afrotropic,CR,680,Ter,18099.4963086744,384.012725830078,264.099151611328,28,,344029.846
Psammobates oculiferus,1820,Testudinidae,8,Afrotropic,,,,,,,,,
Psammobates tentorius,1828,Testudinidae,17,Afrotropic,NT,508,Ter,757428.595983881,918.944702148437,12.6997194290161,57,,120909.3275
Psammodromus algirus,1758,Lacertidae,171,Paleartic,LC,18.4,Ter&Arb,1201026.54671703,730.486328125,103.951194763184,304,0.0385575792284292,75685.2801666667
Psammodromus blanci,1880,Lacertidae,1,Paleartic,NT,2.5,Ter&Arb,171697.674712296,681.210571289063,171.163299560547,4,0.0010354284441272,58707.47175
Psammodromus edwarsianus,1829,Lacertidae,6,,,,,,,,,,
Psammodromus hispanicus,1826,Lacertidae,21,Paleartic,LC,4.1,Ter,550497.425448642,607.050964355469,96.7081069946289,285,0.00675304757045771,189760.6115
Psammodromus microdactylus,1881,Lacertidae,1,Paleartic,EN,4.6,Ter,17040.3301619856,1022.23168945312,196.983871459961,0,0.00610896895933348,101475.082
Psammodromus occidentalis,2012,Lacertidae,5,Paleartic,,2,Ter,40021.2062368405,806.630432128906,30.8731517791748,5,0.000516029227509957,382544.685
Psammodynastes pictus,1858,Pseudaspididae,1,IndoMalay,LC,27.8,Arb,1403884.35250483,264.461975097656,94.0044631958008,80,8.92998180198276,146922.1076
Psammodynastes pulverulentus,1827,Pseudaspididae,8,IndoMalay,LC,71.9,Arb,5451416.13920745,542.094421386719,187.126174926758,388,80.2042268417095,110510.979785714
Psammophilus blanfordanus,1871,Agamidae,5,IndoMalay,LC,37.7,Ter&Arb,889858.002184201,367.065673828125,389.933807373047,67,3.77140073007236,1062239.359
Psammophilus dorsalis,1831,Agamidae,25,IndoMalay,LC,95,Ter,369588.653390013,439.68310546875,415.305114746094,42,3.73078594539264,2126586.379
Psammophis aegyptius,1958,Psammophiidae,3,Paleartic,LC,471.8,Ter,796494.944194527,418.622344970703,29.7292709350586,2,0.00123833071828362,13978.6524
Psammophis angolensis,1872,Psammophiidae,0,Afrotropic,LC,21.3,Ter,6694662.22823526,970.530456542969,48.7358093261719,127,3.58464168849805,3179.09577777778
Psammophis ansorgii,1905,Psammophiidae,1,Afrotropic,LC,66.8,Ter,14428.3635125656,1634.15905761719,84.8297119140625,0,0.000195458181371256,77176.478
Psammophis biseriatus,1881,Psammophiidae,1,Afrotropic,LC,150.3,Ter,460720.463398968,533.4892578125,26.6215114593506,4,0.62815286783441,10782.0484
Psammophis brevirostris,1881,Psammophiidae,1,Afrotropic,LC,251.4,Ter,473916.227420786,1033.71203613281,72.4876480102539,67,0.30957913567481,37589.9572
Psammophis condanarus,1820,Psammophiidae,4,IndoMalay,LC,184.3,Ter,1340864.1069414,310.791931152344,595.65283203125,96,0.311960137226325,663079.264333333
Psammophis crucifer,1803,Psammophiidae,2,Afrotropic,LC,86.5,Ter,726661.045881446,1146.92272949219,61.2993125915527,135,0.318242463483548,62922.4774
Psammophis elegans,1802,Psammophiidae,3,Afrotropic,LC,728.8,Ter,3835966.40690173,336.840270996094,73.7730255126953,37,0.480963086617758,4355.995
Psammophis indochinensis,1943,Psammophiidae,0,IndoMalay,LC,196.7,Ter,627667.199264542,210.517425537109,151.80842590332,80,0.958986028487881,43263.767
Psammophis jallae,1896,Psammophiidae,1,Afrotropic,LC,251.4,Ter,1379580.12383897,1105.43798828125,11.3748807907105,12,0.254396387920413,7787.63916666667
Psammophis leightoni,1902,Psammophiidae,0,Afrotropic,LC,150.3,Ter,62920.1561664962,724.280151367188,74.3640670776367,35,0.00353299550051366,344029.846
Psammophis leithii,1869,Psammophiidae,0,IndoMalay,LC,109.9,Ter&Arb,1462333.11440392,348.007385253906,447.213836669922,91,0.379481478861766,886801.022
Psammophis leopardinus,1887,Psammophiidae,0,Afrotropic,LC,388.4,Ter,520225.969353922,1174.71630859375,12.8652219772339,5,0.213300340470533,16637.151
Psammophis lineatus,1854,Psammophiidae,1,Afrotropic,LC,251.4,Ter,6410904.63409277,724.529602050781,57.8582305908203,63,1.25052960710646,1756.63322580645
Psammophis lineolatus,1838,Psammophiidae,6,Paleartic,LC,171.1,Ter,6547144.15184756,912.379272460938,29.3448295593262,63,1.19623415101728,100560.765
Psammophis longifrons,1890,Psammophiidae,2,IndoMalay,LC,269.5,Ter&Arb,170894.746185035,343.186950683594,512.343200683594,16,0.0030563691953062,2126586.379
Psammophis occidentalis,1882,Psammophiidae,10,Afrotropic,LC,789.1,Ter,2704554.82728758,520.550842285156,42.8525619506836,20,0.729284874853814,3088.12790909091
Psammophis namibensis,1975,Psammophiidae,0,Afrotropic,,388.4,Ter,333967.565894183,776.860534667969,1.64754939079285,0,0.0653623012375089,19283.3306666667
Psammophis notostictus,1867,Psammophiidae,0,Afrotropic,LC,150.3,Ter,1196025.77394665,954.679260253906,10.5687112808228,77,0.0743337317541422,37750.0222
Psammophis orientalis,1977,Psammophiidae,2,Afrotropic,LC,388.4,Ter,1215000.7652439,503.325042724609,54.9325180053711,32,2.14540391387379,3611.32471428571
