Comb_sciname,Year,Family,Npapers,MainBiogRealm,ThreatStatus,BodyMass,Habit,polykm2,elev.avg,humd.avg,bint_counts,range.rarity,W_avgPPP
Amphisbaena leucocephala,1878,Amphisbaenidae,1,Neotropic,LC,35.2,Fos,9.99628067467217,62.9715728759766,2694.91577148438,0,0.100472159856992,1167743.273
Amphisbaena littoralis,2014,Amphisbaenidae,3,Neotropic,,14,Fos,488.868181037418,22.8049621582031,26.8100566864014,0,0.00209067108932039,1167743.273
Amphisbaena lumbricalis,1996,Amphisbaenidae,1,Neotropic,EN,1.4,Fos,2249.69130826076,472.247131347656,53.1959838867188,0,0.00075431574433765,1167743.273
Amphisbaena manni,1914,Amphisbaenidae,2,Neotropic,LC,4.7,Fos,60391.3932389748,440.83447265625,295.194488525391,13,2.16503274219594,19712.794
Amphisbaena maranhensis,2012,Amphisbaenidae,0,Neotropic,,0.6,Fos,11.5685281629961,223.44416809082,0.643225967884064,0,0.0864598944088921,1167743.273
Amphisbaena medemi,1977,Amphisbaenidae,1,Neotropic,DD,2.7,Fos,3116.88891011466,416.44189453125,25.1296787261963,0,0.101294520737009,126279.752
Amphisbaena mertensii,1881,Amphisbaenidae,7,Neotropic,LC,66.4,Fos,543971.191039427,422.883514404297,59.7634162902832,83,0.353318173960195,291007.263333333
Amphisbaena metallurga,2015,Amphisbaenidae,1,Neotropic,,,Fos,,,,,,
Amphisbaena miringoera,1971,Amphisbaenidae,1,Neotropic,LC,0.9,Fos,19.9925613452509,215.770141601563,0.140908688306808,0,0.0500482869508519,1167743.273
Amphisbaena mitchelli,1923,Amphisbaenidae,2,Neotropic,LC,1.7,Fos,63521.7235430368,40.6702499389648,51.7049942016602,8,0.000227709701204772,1167743.273
Amphisbaena munoai,1960,Amphisbaenidae,5,Neotropic,LC,2,Fos,274080.003157875,180.003036499023,31.4602451324463,57,0.00071957643844114,306982.1465
Amphisbaena myersi,1989,Amphisbaenidae,0,Neotropic,DD,2.9,Fos,9.9962806793286,45.9783935546875,18.4185256958008,0,0.150186071726929,4283.985
Amphisbaena neglecta,1936,Amphisbaenidae,0,Neotropic,DD,1.2,Fos,555601.874647589,417.257232666016,6.25579023361206,8,0.257374870738507,1167743.273
Amphisbaena nigricauda,1966,Amphisbaenidae,1,Neotropic,VU,0.2,Fos,117149.603600978,476.285034179688,21.8548011779785,7,0.000468750720410638,1167743.273
Amphisbaena occidentalis,1875,Amphisbaenidae,0,Neotropic,LC,11,Fos,35797.6121553007,1397.39477539063,85.330307006836,3,0.203866233228595,124394.482
Amphisbaena pericensis,1921,Amphisbaenidae,0,Neotropic,LC,1.3,Ter,24676.6959928872,1889.990234375,45.0277328491211,0,0.0538270549113042,124394.482
Amphisbaena persephone,2014,Amphisbaenidae,0,Neotropic,,1.6,Fos,9.99628067266085,837.067260742188,0.0131047004833817,0,0.101190009273321,1167743.273
Amphisbaena plumbea,1872,Amphisbaenidae,1,Neotropic,LC,15,Fos,372920.738348012,599.664489746094,6.74920511245728,18,0.328738865645022,328244.746
Amphisbaena polygrammica,1901,Amphisbaenidae,0,Neotropic,DD,6.2,Fos,5053.7578707424,1587.10803222656,35.1787452697754,0,0.00215252159644143,124394.482
Amphisbaena pretrei,1839,Amphisbaenidae,1,Neotropic,LC,107.2,Fos,503527.860255642,411.924194335938,69.01416015625,52,1.18623204764627,1167743.273
Amphisbaena prunicolor,1885,Amphisbaenidae,2,Neotropic,LC,7.5,Fos,554056.208228481,494.589233398438,57.2808876037598,74,0.153806478271344,285226.497333333
Amphisbaena ridleyi,1890,Amphisbaenidae,3,Neotropic,LC,9.6,Fos,20.1936231541426,41.8564834594727,,0,0.102553092404035,
Amphisbaena roberti,1964,Amphisbaenidae,1,Neotropic,LC,12.1,Fos,158556.023816856,497.631134033203,166.789855957031,76,0.150795346376183,579987.514
Amphisbaena rozei,1963,Amphisbaenidae,1,Neotropic,DD,3.5,Fos,9.99628067259439,1427.13061523438,3.80158877372742,0,0.100067600707685,166366.507
Amphisbaena sanctaeritae,1994,Amphisbaenidae,0,Neotropic,CR,1.7,Fos,9.99628067269232,772.105285644531,303.760070800781,0,0.100178624556543,1167743.273
Amphisbaena saxosa,2003,Amphisbaenidae,1,Neotropic,NT,46.5,Fos,9.99628067265481,451.840576171875,0.549030005931854,0,0.100129795632619,1167743.273
Amphisbaena schmidti,1964,Amphisbaenidae,0,Neotropic,LC,7.8,Fos,2412.82473991443,181.716400146484,371.754669189453,0,0.106826985216725,
Amphisbaena silvestrii,1902,Amphisbaenidae,3,Neotropic,LC,1.6,Fos,55767.9922153041,365.633544921875,1.17672085762024,0,0.000977846482501881,583757.359
Amphisbaena slateri,1907,Amphisbaenidae,1,Neotropic,,0.9,Fos,17942.1767120905,922.9453125,2.7743661403656,0,0.000298275040552855,46130.6045
Amphisbaena slevini,1936,Amphisbaenidae,0,Neotropic,LC,0.5,Fos,164.359772800601,34.8986015319824,5342.40966796875,8,0.00615007170832094,1167743.273
Amphisbaena spurelli,1915,Amphisbaenidae,1,Neotropic,DD,24.6,Fos,9.99628067846933,41.6663436889648,7.89894390106201,0,0.100699232721953,254751.451
Amphisbaena steindachneri,1881,Amphisbaenidae,0,Neotropic,LC,8.2,Fos,22940.7691741704,305.315490722656,6.24018955230713,0,0.0068408239462813,556502.27
Amphisbaena stejnegeri,1922,Amphisbaenidae,0,Neotropic,DD,11.6,Fos,9.99628067262138,47.4422798156738,3.63783144950867,0,0.100106396942764,4456.902
Amphisbaena supernumeraria,2009,Amphisbaenidae,1,Neotropic,EN,3.4,Fos,19.9925613452839,759.845886230469,8.74275398254395,0,0.0501405349456511,1167743.273
Amphisbaena mensae,1995,Amphisbaenidae,1,Neotropic,LC,0.3,Fos,9.99628067259034,475.629119873047,0.201927468180656,0,0.100795796440354,1167743.273
Amphisbaena townsendi,1911,Amphisbaenidae,0,Neotropic,,9.4,Fos,26844.937012077,227.500473022461,61.8220520019531,0,0.00271764699680989,60060.94
Amphisbaena tragorrhectes,1971,Amphisbaenidae,0,Neotropic,LC,0.3,Fos,236.720700192227,24.2235298156738,228.722274780273,0,0.00426964772705217,1167743.273
Amphisbaena uroxena,2008,Amphisbaenidae,3,Neotropic,EN,1.6,Fos,9.99628067018894,1096.9453125,3.48667788505554,0,0.100137191967201,1167743.273
Amphisbaena vanzolinii,1963,Amphisbaenidae,0,Neotropic,LC,1.3,Fos,15468.986910769,383.344604492188,0.0930900648236275,0,0.000157365890128525,208097.221333333
Amphisbaena vermicularis,1824,Amphisbaenidae,8,Neotropic,LC,26.2,Fos,989553.517459655,428.006591796875,31.6959819793701,35,1.59707341844785,1167743.273
Amphisbaena xera,1966,Amphisbaenidae,0,Neotropic,NT,8.4,Fos,2467.26127208264,272.696533203125,281.805480957031,6,0.143396584300869,
Amplorhinus multimaculatus,1847,Pseudoxyrhophiidae,3,Afrotropic,LC,40.8,Ter&Aqu,233346.724653023,1047.19030761719,66.3201904296875,55,0.175578574613659,56678.1288
Amyda cartilaginea,1770,Trionychidae,17,IndoMalay,VU,202000,Ter&Aqu,3111839.08590957,314.584594726563,173.891265869141,227,,38455.67575
Amyda ornata,1861,Trionychidae,5,,,,,,,,,,
Anadia altaserrania,1987,Gymnophthalmidae,1,Neotropic,LC,10.8,Ter,573.940104570414,4053.27075195313,0.940119326114655,0,0.00658552757574242,254751.451
Anadia antioquensis,2013,Gymnophthalmidae,1,Neotropic,VU,18.2,Ter,1430.29774207956,1443.09448242188,39.4417610168457,0,0.176311301613222,254751.451
Anadia bitaeniata,1903,Gymnophthalmidae,2,Neotropic,LC,17.4,Ter&Arb,4900.92693298468,2631.05102539063,122.669784545898,8,0.535139861043083,85945.2835
Anadia blakei,1932,Gymnophthalmidae,1,Neotropic,EN,19.5,Arb,3666.49651630361,519.765991210938,30.8478927612305,0,0.153687073819414,166366.507
Anadia bogotensis,1863,Gymnophthalmidae,2,Neotropic,NT,6.3,Ter,16797.5152496213,2608.5087890625,177.174362182617,13,0.0578210718904743,254751.451
Anadia brevifrontalis,1903,Gymnophthalmidae,2,Neotropic,EN,26,Ter,4600.96221419194,1733.43212890625,95.9418106079102,8,0.235515735347732,166366.507
Anadia bumanguesa,2004,Gymnophthalmidae,1,Neotropic,DD,20,,348.831127135301,2255.52685546875,24.9528656005859,0,0.00363135666146327,254751.451
Anadia escalerae,2009,Gymnophthalmidae,1,Neotropic,LC,5.8,Ter,19780.8882235182,792.469604492188,0.487700432538986,0,0.164496651316949,127878.189333333
Anadia hobarti,1990,Gymnophthalmidae,0,Neotropic,LC,16.7,Ter,19.9925613451921,2521.59912109375,14.7360982894897,0,0.0508877634818451,166366.507
Anadia marmorata,1846,Gymnophthalmidae,0,Neotropic,LC,22.4,Arb,5619.49442997158,764.646301269531,849.115356445313,6,0.256947567790992,93144.237
Anadia ocellata,1845,Gymnophthalmidae,0,Neotropic,LC,10.3,Arb,31316.3930361434,1479.63269042969,115.771560668945,27,1.28937295031124,43307.3493333333
Anadia pamplonensis,1944,Gymnophthalmidae,1,Neotropic,EN,15.6,Ter,3659.30757451134,2793.4443359375,65.919548034668,0,0.00108484150678405,126204.625
Anadia pariaensis,1999,Gymnophthalmidae,1,Neotropic,EN,16.8,Arb,19.9925613421185,373.743408203125,3.8013653755188,0,0.052905616516851,166366.507
Anadia petersi,1974,Gymnophthalmidae,1,Neotropic,DD,10,,48875.016507392,1593.04345703125,29.2535572052002,2,0.543379220446306,44132.3355
Anadia pulchella,1926,Gymnophthalmidae,2,Neotropic,NT,32.2,Arb,10173.2555912972,1599.26489257813,11.3403768539429,0,0.00911120707347529,254751.451
Anadia rhombifera,1859,Gymnophthalmidae,2,Neotropic,LC,7.5,Arb,126828.410921441,1675.8720703125,195.959594726563,110,2.05645468322613,65925.306
Anadia steyeri,1914,Gymnophthalmidae,1,Neotropic,LC,13.8,Ter,19.9925613410424,46.2338752746582,13.687029838562,0,0.10170485320658,166366.507
Anadia vittata,1913,Gymnophthalmidae,0,Neotropic,LC,7.1,Ter&Arb,37443.1756061227,208.203475952148,15.8136835098267,5,0.456188549236549,117732.11
Anatololacerta anatolica,1900,Lacertidae,4,Paleartic,LC,9.8,Ter,75665.8289191742,638.420043945313,138.566955566406,10,0.100135962395732,322529.6375
Anatololacerta danfordi,1876,Lacertidae,5,Paleartic,LC,9.8,Ter,58545.8310780945,1238.08935546875,58.6240158081055,3,0.00158071102582063,658125.954
Anatololacerta budaki,1987,Lacertidae,1,Paleartic,,6.7,Ter,20553.4540893264,906.532653808594,81.9448394775391,0,0.000261963207292927,658125.954
Anatololacerta ibrahimi,1876,Lacertidae,0,,,,Ter,,,,,,
Anatololacerta pelasgiana,1959,Lacertidae,1,Paleartic,,7,Ter,27756.0621004099,737.53662109375,79.2135314941406,4,0.0112995539917184,317336.4705
Ancylocranium barkeri,1946,Amphisbaenidae,0,Afrotropic,DD,8.4,,13270.7554337472,395.658935546875,94.5690612792969,0,0.00160206683047244,45062.275
Ancylocranium ionidesi,1955,Amphisbaenidae,0,Afrotropic,DD,27.2,,10725.2300891114,246.978881835938,45.1369895935059,0,0.00193582145875023,45062.275
Ancylocranium somalicum,1931,Amphisbaenidae,0,Afrotropic,,3.9,,132623.6606695,332.872650146484,22.3830509185791,0,0.259178551508516,200.932
Riama afrania,2010,Gymnophthalmidae,0,Neotropic,DD,15.4,Fos&Ter,19.9925613462924,2583.89233398438,38.8423500061035,0,0.0518397309846454,254751.451
Andinosaura aurea,2012,Gymnophthalmidae,0,,VU,,,,,,,,
Riama crypta,2011,Gymnophthalmidae,1,Neotropic,EN,7.8,Ter,2797.12024675684,2538.16650390625,16.8461132049561,0,0.254814016600587,70104.759
Andinosaura hyposticta,1902,Gymnophthalmidae,1,,,,,,,,,,
Riama kiziriani,2012,Gymnophthalmidae,1,Neotropic,EN,5.2,Ter,19.9925613608005,2608.26342773438,25.3536071777344,0,0.0520086163384838,70104.759
Riama laevis,1908,Gymnophthalmidae,1,Neotropic,VU,9,Ter,3999.408435091,1927.67712402344,81.086669921875,0,0.303618773116962,254751.451
Riama oculata,1879,Gymnophthalmidae,0,Neotropic,EN,17.5,Ter&Arb,4722.10734570927,1818.85815429688,138.389236450195,2,0.378178743032513,70104.759
Riama petrorum,1996,Gymnophthalmidae,0,Neotropic,EN,10.8,Ter,1359.19060206165,1797.05358886719,6.29820680618286,0,0.00135236575539664,70104.759
Riama stellae,2010,Gymnophthalmidae,2,Neotropic,DD,2.7,Ter,19.9925613453286,1912.78015136719,16.8994464874268,0,0.0501899221228693,254751.451
Riama vespertina,1996,Gymnophthalmidae,1,Neotropic,VU,7.5,Ter,24334.6687955545,1845.44213867188,50.9625930786133,2,0.441591025078456,39289.6925
Riama vieta,1996,Gymnophthalmidae,0,Neotropic,DD,3.1,Fos&Ter,47911.8132321411,1240.5810546875,158.640914916992,34,0.774033872145769,70104.759
Anelytropsis papillosus,1885,Dibamidae,1,Neotropic,LC,51.7,Fos&Ter,16867.1877441667,569.372314453125,40.0858726501465,0,0.0127280515614635,1021811.997
Anepischetosia maccoyi,1894,Scincidae,5,Australasi,LC,3.9,Fos&Ter,86388.6056856627,453.362518310547,53.7725105285645,12,0.000698491775725789,523112.755
Anguis cephallonica,1894,Anguidae,3,Paleartic,NT,75.9,Ter,22894.2042489752,512.935729980469,59.9416732788086,5,0.000285025695389606,179493.04
Anguis colchica,1840,Anguidae,7,Paleartic,,79,Ter,4770057.64932692,266.337982177734,55.4776496887207,555,0.125804931594905,72568.7491363636
Anguis fragilis,1758,Anguidae,223,Paleartic,LC,79.8,Ter,2507633.65861791,353.365478515625,145.660232543945,2167,0.0316873015386185,31625.7056333333
Anguis graeca,1881,Anguidae,4,Paleartic,,36.5,Ter,142026.903213272,595.986206054688,96.76953125,26,0.000780404027248565,18662.6745714286
Anguis veronensis,1818,Anguidae,4,Paleartic,,41.9,Ter,295711.250774655,718.188659667969,189.027084350586,239,0.000139100185409054,251030.0684
Anilios affinis,1889,Typhlopidae,0,Australasi,LC,4.4,Fos,875904.8116701,307.454711914063,2.41984248161316,29,0.719357515615432,523112.755
Anilios ammodytes,1914,Typhlopidae,0,Australasi,LC,7.2,Fos,231293.577587215,388.927978515625,0.175954267382622,0,0.00476781777891177,523112.755
Anilios aspinus,1998,Typhlopidae,1,Australasi,LC,10.7,Fos,11854.4945043027,289.527618408203,0.12522779405117,0,0.000185691149052274,523112.755
Anilios australis,1845,Typhlopidae,1,Australasi,LC,90.2,Fos,319270.270940568,262.929779052734,7.31953477859497,26,0.0046963998373531,523112.755
Anilios batillus,1894,Typhlopidae,0,Australasi,DD,17.4,Fos,9.9962806703915,206.197708129883,0.334770500659943,0,0.100078997210573,523112.755
Anilios bicolor,1858,Typhlopidae,2,Australasi,LC,47.4,Fos,901834.985530422,179.636657714844,2.47379016876221,22,0.00162171390471933,523112.755
Anilios bituberculatus,1863,Typhlopidae,1,Australasi,LC,61.1,Fos,3315154.40534503,229.303100585938,2.24707126617432,78,0.106307467865529,523112.755
Anilios broomi,1898,Typhlopidae,0,Australasi,LC,7,Fos,2016484.46420137,229.720626831055,2.85783052444458,52,0.798114216518935,523112.755
Anilios centralis,1984,Typhlopidae,1,Australasi,LC,17.4,Fos,12187.077535982,503.343811035156,2.60782647132874,5,0.00049974636500648,523112.755
Anilios chamodracaena,1993,Typhlopidae,0,Australasi,LC,3.7,Fos,81266.2554191546,62.3564682006836,0.187874287366867,0,0.00263532140531724,523112.755
Anilios diversus,1894,Typhlopidae,0,Australasi,LC,24.2,Fos,2717994.90770259,253.768951416016,0.459167540073395,22,0.981207301108617,523112.755
Anilios endoterus,1918,Typhlopidae,1,Australasi,LC,39.6,Fos,1565711.27613165,312.893493652344,0.0516577139496803,5,0.101448181599466,523112.755
Anilios erycinus,1901,Typhlopidae,0,Australasi,LC,9.9,Fos,36324.7646961575,149.557601928711,31.4953899383545,1,0.00565078173555255,246857.212
Anilios fossor,2015,Typhlopidae,1,,,,Fos,,,,,,
Anilios ganei,1998,Typhlopidae,0,Australasi,LC,20.6,Fos,24215.3755468347,290.193389892578,0.0184551514685154,0,0.000514927212873656,523112.755
Anilios grypus,1918,Typhlopidae,0,Australasi,LC,61.1,Fos,2229367.23224033,284.163818359375,0.0679626315832138,1,0.303297140733263,523112.755
Anilios guentheri,1865,Typhlopidae,0,Australasi,LC,39.6,Fos,530095.211057204,210.842803955078,0.394230425357819,7,0.0350370375709233,523112.755
Anilios hamatus,1981,Typhlopidae,0,Australasi,LC,47.4,Fos,969390.0909626,380.706359863281,0.129040598869324,1,0.00961997969630108,523112.755
Anilios howi,1983,Typhlopidae,0,Australasi,DD,3.7,Fos,3270.6044929735,92.9768524169922,0.0136390756815672,0,0.00149273958019113,523112.755
Anilios insperatus,2015,Typhlopidae,1,,,,Fos,,,,,,
Anilios kimberleyensis,1981,Typhlopidae,0,Australasi,LC,13,Fos,17191.7392323864,162.348037719727,0.00710515910759568,0,0.0328888022860107,523112.755
Anilios leptosomus,1972,Typhlopidae,1,Australasi,LC,39.6,Fos,41708.3861144491,209.432968139648,0.17908288538456,0,0.00250695661059748,523112.755
Anilios leucoproctus,1889,Typhlopidae,0,Australasi,LC,7,Fos,49140.2387791008,78.3039703369141,1.9101619720459,0,0.00641963198554027,314600.011
Anilios ligatus,1879,Typhlopidae,1,Australasi,LC,90.2,Fos,1358088.67383964,193.613204956055,0.882128953933716,14,0.357314452919335,523112.755
Anilios longissimus,1998,Typhlopidae,0,Australasi,DD,9,Fos,2308.39309717303,2.1668963432312,8.88858509063721,0,0.00093774906968689,523112.755
Anilios margaretae,1981,Typhlopidae,0,Australasi,LC,14.7,Fos,8843.13980591583,391.006408691406,0.00159003457520157,0,0.000172234006471724,523112.755
Anilios micrommus,1981,Typhlopidae,0,Australasi,DD,3.4,Fos,8262.07605950681,241.769561767578,0.0231653787195683,0,0.0596692121456647,523112.755
Anilios minimus,1929,Typhlopidae,0,Australasi,LC,3.1,Fos,2197.91120444261,42.3916206359863,1.60941362380981,0,0.00150527240849347,523112.755
Anilios nema,1997,Typhlopidae,0,Australasi,LC,9,Fos,4645.97482512314,17.6678237915039,35.6236190795898,7,0.000725795370258489,523112.755
Anilios nigrescens,1845,Typhlopidae,4,Australasi,LC,403.3,Fos,615115.948146482,395.411407470703,31.049186706543,99,0.104454680580219,523112.755
Anilios pilbarensis,1993,Typhlopidae,0,Australasi,LC,29.7,Fos,34744.3469505592,109.258674621582,0.412213295698166,0,0.0010314602454794,523112.755
Anilios pinguis,1897,Typhlopidae,0,Australasi,LC,128.3,Fos,194234.983466433,208.172729492188,11.4827337265015,25,0.0029880414111606,523112.755
Anilios proximus,1893,Typhlopidae,1,Australasi,LC,403.3,Fos,1255883.03965373,255.500030517578,6.06463003158569,56,0.781548488298704,523112.755
Anilios robertsi,1998,Typhlopidae,0,Australasi,DD,12.1,Fos,2516.3120621769,176.08723449707,0.993073046207428,0,0.00289077248610746,523112.755
Anilios silvia,1993,Typhlopidae,0,Australasi,LC,3.1,Fos,6869.02653307097,63.3885269165039,20.0382595062256,1,0.00134695778782788,523112.755
Anilios splendidus,1998,Typhlopidae,0,Australasi,DD,98.5,Fos,3342.27637614178,76.7996063232422,0.508143782615662,0,0.00203531848316557,523112.755
Anilios torresianus,1889,Typhlopidae,0,Australasi,LC,39.6,Fos,423167.16594565,244.356567382813,3.16714715957642,10,0.683584138164867,244137.278
Anilios tovelli,1945,Typhlopidae,0,Australasi,LC,0.5,Fos,3434.50936059617,19.3893585205078,0.0766664892435074,0,0.00166592974705933,523112.755
Anilios troglodytes,1981,Typhlopidae,0,Australasi,LC,40.3,Fos,5761.032495758,174.505142211914,0.0455609373748303,0,0.0596341146720258,523112.755
Anilios unguirostris,1867,Typhlopidae,0,Australasi,LC,312.6,Fos,3168344.12891137,239.815093994141,7.6956467628479,143,0.833786770448035,523112.755
Anilios waitii,1895,Typhlopidae,1,Australasi,LC,176.9,Fos,1351214.55281322,390.127166748047,1.79369401931763,27,0.00794057923991512,523112.755
Anilios wiedii,1867,Typhlopidae,0,Australasi,LC,13.7,Fos,1625049.73870367,253.98112487793,7.97326135635376,82,0.791708054795152,523112.755
Anilios yampiensis,1981,Typhlopidae,0,Australasi,DD,0.6,Fos,5837.83542791578,72.7160568237305,0.106062218546867,0,0.000588957546255826,523112.755
Anilios yirrikalae,1942,Typhlopidae,0,Australasi,LC,3.1,Fos,8534.22056050331,35.9634017944336,1.02213656902313,0,0.00035472592717092,523112.755
Anilius scytale,1758,Aniliidae,12,Neotropic,LC,340.1,Fos&Ter,7894996.93609253,259.662017822266,4.82474088668823,86,5.71962879851633,98424.42125
Anisolepis grilli,1891,Leiosauridae,1,Neotropic,LC,27.3,Arb,654360.933169961,637.689270019531,133.327056884766,208,0.885109982082321,383948.848666667
Anisolepis longicauda,1891,Leiosauridae,0,Neotropic,VU,28.3,Arb,6234.58045912626,59.7429847717285,71.0785217285156,1,0.000517629460216223,148160.042
Anisolepis undulatus,1834,Leiosauridae,1,Neotropic,VU,19.7,Arb,92459.9560460751,115.507133483887,93.8382949829102,64,0.000172202903487298,320822.093333333
Anniella alexanderae,2013,Anguidae,1,Neartic,VU,7.1,Fos,138.815348197011,547.698303222656,4.05476427078247,0,0.00729278926842128,9588951.986
Anniella campi,2013,Anguidae,0,Neartic,,6.5,Fos,503.029139909354,1729.16223144531,0.11733840405941,0,0.00208998141315411,9588951.986
Anniella geronimensis,1940,Anguidae,3,Neartic,EN,7.8,Fos,3520.83033065214,288.569976806641,23.2972164154053,1,0.000621032918822779,1021811.997
Anniella grinnelli,2013,Anguidae,0,Neartic,EN,6.1,Fos,71.6707751085587,576.687561035156,0.42007577419281,0,0.0140960920284653,9588951.986
Anniella pulchra,1852,Anguidae,13,Neartic,LC,9.6,Fos&Ter,135562.542497007,582.449340820313,236.355224609375,188,0.0509775830474302,4162649.419
Anniella stebbinsi,2013,Anguidae,0,Neartic,LC,4.7,Fos,45547.849533943,630.659790039063,423.447357177734,94,0.00137965101915901,2317715.8225
Anolis acutus,1856,Dactyloidae,3,Neotropic,LC,6.3,Ter&Arb,220.247549580672,58.7780303955078,261.210144042969,2,0.0315060835428496,
Anolis aeneus,1840,Dactyloidae,29,Neotropic,LC,10.6,Arb,39597.3324506009,79.4710845947266,15.1909780502319,3,0.531107632685807,2213.9665
Anolis aequatorialis,1894,Dactyloidae,3,Neotropic,LC,34.9,Arb,107664.073641857,1166.80456542969,95.2461166381836,35,2.25976000824565,53544.7455
Anolis agassizi,1900,Dactyloidae,3,Neotropic,LC,30,Ter,7.65632833280122,0,,0,0.391832802557748,
Anolis agueroi,1998,Dactyloidae,0,Neotropic,EN,78.5,Arb,19.9925613495803,204.875595092773,26.9558391571045,0,0.152182113499698,
Anolis ahli,1925,Dactyloidae,0,Neotropic,EN,4.9,Ter&Arb,1237.31134096312,360.16259765625,45.4684906005859,0,0.205812807301222,
Anolis alayoni,1995,Dactyloidae,1,Neotropic,LC,2.2,Arb,7079.27705462515,325.942993164063,76.439079284668,0,0.91542583186142,
Anolis alfaroi,1992,Dactyloidae,1,Neotropic,,1,Arb,9.99628067767496,580.94970703125,42.1819458007813,0,0.101480365825347,
Anolis aliniger,1939,Dactyloidae,0,Neotropic,LC,4.5,Arb,23698.3897882764,737.993225097656,220.218627929688,3,0.775424426698312,18632.636
Anolis allisoni,1928,Dactyloidae,4,Neotropic,LC,20.4,Arb,72756.6647422638,85.6101989746094,97.240966796875,9,3.41213880868175,47.0785
Anolis allogus,1919,Dactyloidae,6,Neotropic,LC,5.2,Ter&Arb,78010.7292559275,112.192001342773,122.234596252441,15,3.03806121126865,6712.266
Anolis alocomyos,2014,Dactyloidae,0,Neotropic,,,,,,,,,
Anolis altae,1930,Dactyloidae,3,Neotropic,LC,3,Ter&Arb,15210.5277719095,1334.41943359375,233.276977539063,27,0.197615381465759,30621.07
Anolis altavelensis,1933,Dactyloidae,0,Neotropic,CR,2.2,Ter&Arb,1.68471068021381,0,,0,0.595219619169554,
Anolis altitudinalis,1985,Dactyloidae,0,Neotropic,NT,3,Ter&Arb,9.99628067035419,1165.88781738281,44.5812301635742,0,0.101549705127691,
Anolis alumina,1976,Dactyloidae,0,Neotropic,NT,1.4,Arb,4101.50457817651,569.883117675781,91.6882247924805,0,0.215597329858325,22895.7675
Anolis alutaceus,1861,Dactyloidae,1,Neotropic,LC,2.4,Ter&Arb,72763.4634389565,121.470878601074,119.140411376953,17,2.49185677216612,
Anolis alvarezdeltoroi,1996,Dactyloidae,1,Neotropic,DD,6,Ter,956.615275287152,901.484680175781,77.4216766357422,0,0.0585680663359884,1021811.997
Anolis amplisquamosus,1993,Dactyloidae,0,Neotropic,CR,2.6,Ter&Arb,324.102835433261,1059.13610839844,109.269973754883,0,0.216485773691539,16786.033
Anolis anatoloros,2007,Dactyloidae,1,Neotropic,LC,6.6,Arb,1503.56238516177,1326.08862304688,47.3777351379395,0,0.202390838875492,83474.924
Anolis anchicayae,2009,Dactyloidae,0,Neotropic,LC,5.2,Arb,88904.4494517219,431.310729980469,27.9541969299316,5,1.61111925983712,65897.143
Anolis anfiloquioi,1980,Dactyloidae,0,Neotropic,LC,1.4,Ter&Arb,8657.25890786854,249.429580688477,129.11442565918,0,0.515364872616712,21095.694
Anolis angusticeps,1856,Dactyloidae,7,Neotropic,LC,3.2,Arb,107239.513898593,99.0115966796875,112.855186462402,25,3.24457789394822,429.919
Anolis anisolepis,1968,Dactyloidae,0,Neotropic,LC,3.7,Ter,5370.56151466766,1807.14196777344,144.551528930664,3,0.0214887268961727,510026.92
Anolis annectens,1974,Dactyloidae,1,Neotropic,LC,9.7,Ter&Arb,17452.1375737065,513.535583496094,20.1679859161377,0,0.103403286762308,166366.507
Anolis anoriensis,2010,Dactyloidae,2,Neotropic,LC,14,Arb,2583.04775658092,2024.56616210938,42.4971389770508,0,0.203727027271096,254751.451
Anolis antioquiae,1985,Dactyloidae,0,Neotropic,NT,9.5,,4125.22469867333,1746.38610839844,42.95068359375,0,0.10500558440875,254751.451
Anolis antonii,1908,Dactyloidae,1,Neotropic,LC,3.5,Arb,55974.3489508304,1840.64660644531,176.996688842773,33,1.7315255857937,254751.451
Anolis apletophallus,2008,Dactyloidae,8,Neotropic,LC,2.2,Ter&Arb,28918.4343113658,192.3193359375,81.5776596069336,10,1.25093270872744,14066.093
Anolis apollinaris,1919,Dactyloidae,0,Neotropic,LC,28.5,Arb,70586.3879347963,768.759765625,66.5137023925781,11,0.50953404375112,254751.451
Anolis aquaticus,1956,Dactyloidae,8,Neotropic,LC,9.5,Aqu,10735.2178768245,306.839874267578,48.5882415771484,0,0.260326026129233,14968.2845
Anolis argenteolus,1861,Dactyloidae,1,Neotropic,LC,5.7,Arb,35900.9127766484,178.759796142578,130.595291137695,1,2.57570199779418,15342.323
Anolis argillaceus,1862,Dactyloidae,1,Neotropic,LC,2.4,Arb,25444.5333109585,181.759216308594,133.867385864258,1,1.67735169388924,
Anolis armouri,1934,Dactyloidae,2,Neotropic,EN,8.4,Ter,5769.64956168139,908.864196777344,458.154235839844,2,0.423788947676102,12755.43
Anolis auratus,1802,Dactyloidae,21,Neotropic,LC,3.9,Ter&Arb,3225391.69883457,344.390258789063,27.9715194702148,233,12.6755992998552,42171.35
Anolis aurifer,1968,Dactyloidae,0,,,,,,,,,,
Anolis bahorucoensis,1933,Dactyloidae,6,Neotropic,VU,2.8,Ter&Arb,3417.64775671961,800.227783203125,102.942283630371,0,0.216912507105477,21072.2315
Anolis baleatus,1864,Dactyloidae,1,Neotropic,LC,114.9,Arb,26891.4378288131,307.848358154297,312.015930175781,12,0.812344232297172,52021.948
Anolis baracoae,1964,Dactyloidae,2,Neotropic,NT,100.5,Arb,1761.100865215,303.793762207031,61.7444953918457,0,0.510229124400223,
