"Species","rates_mammals_svl","rates_mammals_litter","CHELSA_bio2_1981.2010_V.2.1_median","CHELSA_bio3_1981.2010_V.2.1_median","CHELSA_bio4_1981.2010_V.2.1_median","CHELSA_bio7_1981.2010_V.2.1_median","CHELSA_bio11_1981.2010_V.2.1_median","CHELSA_bio15_1981.2010_V.2.1_median","CHELSA_bio17_1981.2010_V.2.1_median"
"Akodon_mystax",-0.243942536630101,-0.0121148153428747,"8.49972114110797","57.4996509201224","191.99637827145","13.9997211528106","19.5005573288934","77.9973495543179","62.0085098355847"
"Akodon_montensis",0.120811688812421,-0.0179845308050986,"9","54.0000694745966","279.998817552221","15.9998608526979","17.0001392832999","31.5012181148035","241.492276666787"
"Akodon_cursor",0.067586912137401,0.01991482173597,"8.99972125911491","60.4982565707921","177.995468898489","14","19.9999997440033","64.0001385061219","80.506628854273"
"Akodon_azarae",-0.0279333586912364,0.0683925810799051,"9.99902462268116","41.9999999806136","474.998188523434","22.9997215213891","11.0001391150006","35.9994418990576","133.005018034464"
"Akodon_lindberghi",-0.0172391904320608,-0.0322302378309563,"9","62.0004177107908","169.998609026591","15","18.9999997594037","82.0006966538101","44.9972148741995"
"Akodon_philipmyersi",-0.0470306588362022,-0.0110582308925774,"8.99993044219624","44.5000698465899","402.993038176998","19.4999304324997","16.0000695578038","22.4999299308024","327.50181832889"
"Akodon_serrensis",-0.00706577726125244,0.00115216539845115,"8.99986060839863","54.0001391470006","273.996240262174","15.9998608449994","16.0001389183987","27.0029246146202","286.982736525496"
"Necromys_temchuki",0.0302661124434403,-0.00692451972429543,"9","44.0002784020008","401.996588129397","19.9999999903037","16.5001392570008","42.998675933495","153.504810404605"
"Necromys_lasiurus",-0.0168727330327223,0.0213284587159803,"9","63.9997216419988","140.000420417001","14.0001393795969","22.9998606323981","74.0012536659172","45.0048752030724"
"Thalpomys_cerradensis",-0.012679303908109,0.000771261707843262,"9.00013940929762","63.9998607284031","99.0001399270761","14.999860600701","23.999999878","85.4999304302018","12.9997214254025"
"Thalpomys_lasiotis",-0.0126793039081416,-0.030834970414212,"9.50000000799889","64.0000000194059","121.498608243401","14.9998605689994","22.0000695897979","86.0002088202024","18.4995819976719"
"Bibimys_labiosus",0.235297874607432,0.0124505580986986,"9","57.999999495103","231.997075653986","15.9997910208995","17.0001392832999","54.5006948077112","153.998545310844"
"Bibimys_chacoensis",-0.235390147492268,-0.0124613617211603,"8.99999998060528","49","355.995961855536","18.9997214699989","16","21.0001388522122","350.999868650094"
"Scapteromys_aquaticus",0.00456019093480289,0.00112352597017462,"9","43","437.498052078426","20.9999999903043","14.0002088205009","40.4990239260807","153.003904422665"
"Scapteromys_tumidus",0.00456019093479654,0.00112352597017438,"9","42.4992331832444","429.997628648604","20.9998606186957","12.0001393950006","15.0001393776089","271.506828079774"
"Blarinomys_breviceps",0.00192148106437933,-0.0436315340268141,"8.99972141140445","57.4979079800247","211.995121159574","14.9999304144997","18.0002087505011","63.4987442952883","103.01450620057"
"Brucepattersonius_igniventris",-0.0180894894343384,-0.000180001090400857,"7.99986035979891","51.9999985323985","265.996101601785","14.9998603403992","16.0005573378031","42.0011135496035","256.990682237171"
"Brucepattersonius_soricinus",-0.176880334194653,-0.00929664663885214,"8.49993016990196","55.9996508817994","241.994706793788","14.9999301701996","17.0001392715986","44.5004839401189","228.485383830996"
"Brucepattersonius_iheringi",0.177193576469338,0.00944328397042778,"8.99986087639471","48.0004176456064","348.997910315596","17.9998608609994","13.9998606203947","15.0000005987861","368.004331090926"
"Rhipidomys_mastacalis",0.0889861065347604,0.00178783941373235,"8.00027858318605","59.9972098516176","181.997632848525","13.9998605569994","20.0002788940011","59.9941449652454","97.994294958769"
"Rhipidomys_tribei",-0.000481682129449743,-0.000635373954232114,"8.00000001940531","56.9999997668106","199.997494306418","14.9998605609994","18.0002783534064","81.9990230330491","49.0030695820691"
"Rhipidomys_itoan",-0.000481682221396664,-0.00063537407572596,"8.00006945520099","54.9998598232059","217.496446108038","14.9998604721029","17.0002091133971","56.0001358896203","148.488793360782"
"Rhipidomys_macrurus",-0.0769797915664264,0.00198458146402033,"9.00000001940699","64.0000695169056","108.000350176613","14.0003482926891","23.000138951299","84.0000001982987","19.998955870903"
"Hylaeamys_megacephalus",0.0038306613755855,-0.000536037865213894,"8","68.0001391875947","82.0015315655964","11.9999999805936","24.9998607489994","63.0016711640068","116.995825557765"
"Hylaeamys_laticeps",-0.0132486453793998,0.00835485046789724,"7.99993028620237","58.9980474256955","180.995469632482","13.9997212497032","20.0002788940011","67.4990905229412","80.506628854273"
"Oecomys_mamorae",0.00324357911012625,-0.000433323193868903,"9","59.9995820749983","184.996519869971","14.9997216693936","22.000000019397","61.9986076269708","74.9984684645816"
"Oecomys_cleberi",0.0293435652862504,0.000948060509092636,"9.99972143680838","62.9999997874014","141.998260758975","15","21.5000695954994","78.5004873313974","39.4978417125011"
"Oecomys_bicolor",-0.0579294458875719,-0.00262073228062853,"7.99972147799888","71.000000037784","67.9974922402225","10.9997214876957","24.9998607641069","58.000348290977","150.999509609836"
"Oecomys_trinitatis",0.0122615440402883,-0.00971923144102683,"8","69.9996515379123","93.4976322771701","11.999581841877","24.0002785402968","63.9991645497076","106.0113018559"
"Oecomys_catherinae",0.014120290918164,0.00126719189470517,"9","66.0003482175014","120.999794374833","13.9998607987071","23.0004875376844","81.0006967227886","31.9987467181003"
"Euryoryzomys_russatus",-0.000161080722174867,8.44102651443571e-05,"9","55.999929377601","256.493523847777","15.9997214531002","17.9999301841954","40.7520187194581","191.491994772376"
"Euryoryzomys_lamia",-0.00016108070698553,8.44102571755908e-05,"9.99972141340418","63.9998608324042","118.999585254402","14.9998608324047","20.999999768","83.0004184695963","25.9990252664008"
"Drymoreomys_albimaculatus",-0.00616606892415768,-0.00755665638862124,"8.00006945520099","54.9997905454008","240.496449055587","15.0001392793001","17.0001391375989","47.5017384456217","186.485033566986"
"Cerradomys_maracajuensis",0.0150600073766411,-0.0240054817034665,"9","61.9998603883992","166.99693690419","15","21.9998608484003","69.0008359832072","67.998606082792"
"Cerradomys_subflavus",-0.0591679606079615,0.0114102203368715,"9","65.9998607001191","148.496792304853","13.999999872292","22.0002789020011","84.9998600773668","31.9991655231031"
"Cerradomys_scotti",0.0318462800358036,0.0185640364179574,"9","63.0000000388106","130.999724582427","14.9998608284042","22.9998606329994","75.001532018802","45.9967978411911"
"Sooretamys_angouya",0.0331034304233286,-0.00098145951279752,"9","53.0005568326081","294.994708110367","16.0002785112061","17.9998606477922","42.0027848726115","171.99290837964"
"Lundomys_molitor",0.0720455973677972,-0.0144100973027357,"9","42.9987453632208","432.498048002414","20.9998608613029","12.0002089468043","15.0001393776089","271.506828079774"
"Nectomys_squamipes",0.054540155046696,0.0156239685584994,"9","61.0001391784014","181.997632848525","15","20.0001391630006","63.0015317690063","82.9959609331802"
"Pseudoryzomys_simplex",-0.0919669105749823,-0.00356241789933565,"9","63.0002783432106","140.000420417001","14.9998605729994","22.000417741602","76.0005569200023","46.9961043833964"
"Holochilus_sciureus",-0.0753984549510353,-0.020787237741796,"7.99986079270433","70.0002784488909","74.9993042772271","11.0000001105944","25","61.9997212368917","120.501529369897"
"Holochilus_chacarius",0.108098274699544,0.0132009465830678,"9.99986063299944","47.0004176770017","403.996240571592","20.0005569332251","17.0001391470006","59.9987455785538","60.0052976284512"
"Holochilus_brasiliensis",0.0328071520878531,0.0162067448451424,"9","51.0001388790006","309.997493715422","16.9997214927928","16.999999756","40.9995814383919","141.991506997357"
"Oligoryzomys_chacoensis",0.00571892798136221,-0.00190041761478434,"9","54.0003480271988","308.993595487368","17.9997214679989","19.5001392726976","64.4999296304998","65.9978420261803"
"Oligoryzomys_rupestris",-0.107426685286677,-0.00786891654199523,"9.99965169331423","65.0000693492041","136.998887484669","14.4999999585969","21.0003481783926","88.9985359103421","16.9983283588061"
"Oligoryzomys_eliurus",0.103281545639968,0.0032831557607987,"9","62.000278314602","167.987880473298","14.9998608364025","21.0000000193992","71.0001392332015","58.9970753608059"
"Oligoryzomys_flavescens",-0.00801596281756142,0.0430729672608982,"9","45.0001392706949","410.496868022791","20.5000693995031","14.0001392556058","49.0012524585269","102.502579188585"
"Oligoryzomys_stramineus",0.0630127992784959,0.0204041522657814,"9.99986058040976","66.0005574691827","121.002373141829","14.0001394310006","23.0000000388162","87.9998594004097","12.0040446612613"
"Oligoryzomys_nigripes",-0.0541150088123542,-0.0236628733810748,"9","59.4983958077994","206.495822712582","15","19.0002788820028","53.499092035968","106.0113018559"
"Oligoryzomys_moojeni",-0.0320040618902852,-0.0272790886274191,"9","66.0002785985942","95.0004879816138","13.9998608164064","25.9997213991119","83.4995129440163","9.49979108809269"
"Oligoryzomys_fornesi",-0.0482582253352651,-0.0107361104941733,"9.00013936760305","63.9988839793049","145.999305943233","14.9999999805969","21.9998605889995","75.0004182284031","46.9961043833964"
