Species,Bio01_range_past,Bio04_range_past,Bio07_range_past,Bio11_range_past,Bio15_range_past,Bio17_range_past,Bio01_range_present,Bio04_range_present,Bio07_range_present,Bio11_range_present,Bio15_range_present,Bio17_range_present
Ameivula nativo,1.5125,42.7115,1.125,1.225,31.25625,101.875,69.98940823251,968.916177066644,103.996237208364,79.9874581250701,686.926411203881,3811.80639721962
Ameivula nigrigula,0,0,0,0,0,0,33.0052986365699,225.028317739311,21.003480867264,35.0061345736699,71.0307996543789,21.0426566114357
Ameivula ocellifera,20.12875,493.37375,14.1,24.81675,102.01025,424.25,333.99679642433,5430.93366766995,246.997631300153,373.99679471378,1086.96808135886,6465.72647186985
Ameivula pyrrhogularis,0.54175,64.055,2.025,0.983499999999999,17.03175,33.8,62.9962422499598,1628.99749220352,125.999164404069,53.9948487597999,291.983419923989,336.984665173264
Ameivula venetacauda,0,0,0,0,0,0,30.0009749239598,352.976574855065,18.004877222746,31.0005581874098,63.0060000815189,56.9974931130309
Ameivula xacriaba,0,0,0,0,0,0,35.0020927215701,159.01672198107,15.00027904748,37.0023713198698,75.997212658383,108.989272577983
Amerotyphlops amoipira,2.94175,32.98475,0.875,3.5,14.44175,13.9,91.9910888371296,706.970639842024,53.996379972944,103.99025391768,564.972182767211,976.930731778549
Amerotyphlops arenensis,0,0,0,0,0,0,38.9930313018899,450.985923346557,79.9962311783569,40.99344941961,256.990086639915,839.930572059747
Amerotyphlops brongersmianus,26.956,540.5225,15.225,31.2665,135.776,734.025,454.97785645803,7250.78182314366,303.987745617109,530.97520855581,1420.95221865208,12440.6116689557
Amerotyphlops minuisquamus,4.2355,101.91325,3.025,4.14975,73.7695,642.475,190.98063835575,1131.83923355086,105.996795943748,176.98049916135,811.962515633311,11992.4558528326
Amerotyphlops paucisquamus,3.0895,94.20725,2.6,3.78325,38.05675,144.425,85.99651874766,1552.94533637496,124.996652911002,86.9972147293201,442.98064337687,1659.83020060176
Amerotyphlops reticulatus,23.59325,256.27,7.375,24.64175,103.5085,823.975,347.98426734473,3175.91185653683,192.996101790663,355.98245696146,1093.96320351072,24955.0245467502
Amerotyphlops yonenagae,1.825,11.14825,0.125,2.3585,5.05674999999999,10.6,89.9903927360597,672.984833279831,37.998329748489,100.98941875021,523.972044049326,976.930731778549
Amnesteophis melanauchen,0,0,0,0,0,0,18.9999984639999,804.898351830613,90.9881658106579,26.9983270501502,277.964892945811,1701.87884676607
Amphisbaena absaberi,0,0,0,0,0,0,36.9979075492301,452.9586225488,13.0005562016,34.9984645950299,57.001809415856,255.996501020721
Amphisbaena acrobeles,0,0,0,0,0,0,36.9998598515203,223.035366816923,18.002646837849,34.9997212732601,31.007101085798,47.0012499397087
Amphisbaena alba,18.0875,648.70175,18.15,22.83325,104.87575,823.975,327.99345070342,6300.90226658825,291.996934580958,373.99122250359,1119.96333789148,17151.3019033665
Amphisbaena albocingulata,4.1185,238.72275,6.525,5.85,54.51975,252.525,67.9949871230797,2719.96516541861,68.995963181311,77.9963797186201,597.999032722913,4368.92329702316
Amphisbaena amazonica,6.23325,127.79175,3.775,6.2165,101.8925,728.475,200.98077792766,1724.93743987971,138.997772182295,192.9803597679,1058.96905496984,12418.6094401976
Amphisbaena anaemariae,1.78975,13.32575,0.275,1.47525,2.10000000000001,3.35,88.9895518232101,590.958478464732,59.994565382611,94.9896909016297,114.990110737829,215.982454767888
Amphisbaena angustifrons,16.63525,299.72175,8.55,17.68325,91.07575,277.625,289.99777135624,4082.67515418119,157.989977605914,296.99930191804,1018.9733878135,3823.16120962394
Amphisbaena anomala,0.921250000000001,33.60325,0.925,0.88325,22.32475,163.525,30.9990251378103,839.002805176265,103.001812821052,28.9984680800603,450.977158307496,3406.6758510758
Amphisbaena arda,0,0,0,0,0,0,33.0052986365699,225.028317739311,21.003480867264,35.0061345736699,71.0307996543789,21.0426566114357
Amphisbaena arenaria,0,0,0,0,0,0,43.00320487729,424.97408492618,18.000418042897,40.00390138072,509.932539350008,677.914736883859
Amphisbaena bahiana,0,0,0,0,0,0,18.9999984639999,804.898351830613,90.9881658106579,26.9983270501502,277.964892945811,1701.87884676607
Amphisbaena bassleri,20.5185,115.79125,2.875,21.8835,117.418,826.025,322.99067192878,2597.58670664514,142.99888504083,334.98231819375,1208.93038499133,17161.2984181873
Amphisbaena bedai,1.325,32.53825,1.075,1.0915,3.89075,11.525,44.9993037833501,648.969358762866,30.997076498746,45.0027871417901,157.000703718981,596.971739806731
Amphisbaena bilabialatus,0.816500000000001,36.72525,1.05,0.582750000000001,6.33475,10.225,32.9987471565501,641.003615515932,24.998188789152,34.99832929379,104.001805134792,268.976469072206
Amphisbaena bolivica,17.608,303.81175,8.35,19.00825,67.89,131.325,328.97743213411,4509.66050707933,170.982450636698,341.97771049613,779.026305377317,1804.11151464218
Amphisbaena borelli,11.556,212.55725,5.7,13.73325,40.4155,143.125,222.97408294242,3428.63663931385,106.994289588215,222.97909749256,602.965463629608,2070.93840639811
Amphisbaena brasiliana,1.6835,59.297,1.75,1.7085,29.7305,185.325,56.9980496503199,700.010981020491,78.9969358476528,52.9981888543498,310.003348194348,2358.89774250839
Amphisbaena brevis,0.381250000000001,17.93175,0.725000000000001,0.0414999999999992,4.47874999999999,5.25,42.9984685640397,707.940938768204,24.996379119297,47.9965186505501,127.994153934688,418.946378076326
Amphisbaena caiari,0.2605,6.9235,0.125,0.367000000000001,5.823,27.65,21.99818973434,203.988722770097,33.0005579252074,24.9984682572403,85.9954037243319,717.985083857423
Amphisbaena camura,17.735,404.53925,11,20.25,77.316,230.525,333.9768755255,4509.66050707933,186.988719602483,355.97812948868,887.971718656871,3460.03763039015
Amphisbaena carli,0.418749999999999,1.502,0.3,0.658249999999999,0.311500000000009,1.775,25.0033429533,384.981335106915,13.999582446855,30.0032040646697,98.9967968754891,82.9955446431524
Amphisbaena carvalhoi,0,0,0,0,0,0,50.0009743636501,526.96632661776,37.004743979537,50.0018108150903,240.012343189937,1118.93185416989
Amphisbaena cegei,0,0,0,0,0,0,152.00431130278,767.9810667856,61.996239621094,152.00347529464,346.987886806177,665.350238725134
Amphisbaena cerradensis,0,0,0,0,0,0,30.0011141361902,333.00486113153,13.001531204744,28.0015318887399,66.006538103719,262.005553882023
Amphisbaena crisae,0,0,0,0,0,0,10.0027847859201,302.003609016378,13.000417676711,6.00306359962997,52.999582284478,31.004315754585
Amphisbaena cuiabana,0,0,0,0,0,0,41.9983300313997,370.04903308952,19.999303947348,39.9995837726401,72.0005586104011,251.019506862619
Amphisbaena cunhai,0,0,0,0,0,0,7.00069667724983,144.007251821015,27.0000004782004,9.0004179869502,79.9972142987909,505.98218079999
