Species,Bio01_range_past,Bio04_range_past,Bio07_range_past,Bio11_range_past,Bio15_range_past,Bio17_range_past,Bio01_range_present,Bio04_range_present,Bio07_range_present,Bio11_range_present,Bio15_range_present,Bio17_range_present
Euryoryzomys nitidus,16.99175,175.143,5.175,16.50825,68.67825,552.475,321.98287472116,2399.92815764596,128.983013772109,334.98231819375,811.940951496015,8897.43001938315
Euryoryzomys russatus,7.5855,265.4005,7.7,9.92475,78.2005,399.425,169.97841137808,3183.91827625883,165.996658302553,179.9870513894,822.985651402446,6253.73732725048
Euryzygomatomys spinosus,7.23325,291.23225,8.525,9.3165,79.42975,399.425,169.97841137808,3566.98552098123,176.999164669137,173.98705195222,822.985651402446,6342.65186875431
Galea comes,18.6,138.00975,3.75,18.0585,72.02025,19.7,306.99526657642,5274.82363397661,194.985240191364,342.99303611292,741.930195934116,777.891381114544
Galea flavidens,2.25225,15.34275,0.35,2.00025,2.10000000000001,3.525,88.9895518232101,606.958205311872,59.994565382611,94.9896909016297,114.990110737829,215.982454767888
Galea leucoblephara,22.3375,586.083,15.7,25.4335,101.9075,207.925,376.98301213155,5815.83569846444,231.993734900424,426.98454297219,1300.96641476402,6214.10425422725
Galea musteloides,20.76025,166.04275,4.375,20.53325,78.015,241.65,297.99401277029,3212.67880371263,186.990811230737,307.97076344225,1308.81988193622,4868.73143706353
Galea spixii,5.9145,113.90675,3.375,6.98325,80.62625,230.4,145.99038243178,1724.93743987971,144.998047403773,154.98996416741,1068.94884687131,4137.79227555073
Galenomys garleppi,7.89975,128.19275,3.45,8.49125,55.26025,77.125,283.99568408353,2905.48987477994,184.99443009874,291.96434613643,1123.78109301365,4501.86270288216
Galictis cuja,26.956,634.81675,17.75,31.2665,135.776,427.375,516.98802458973,8131.55255314834,328.98886047352,577.98983152364,1398.97770812881,14882.498130593
Galictis vittata,12.6875,340.543,8.95,12.66675,104.62425,823.975,321.96072516006,4239.00688348147,207.995129432022,345.95849671421,1093.96320351072,17151.3019033665
Geocapromys brownii,1.373,15.2465,0.35,1.5415,3.48249999999999,45.05,121.9823096161,538.952364963364,91.9938707329481,127.98175244351,319.957928558397,3765.29428163293
Geocapromys ingrahami,0.74175,51.159,1.425,1.325,9.09625,8.89999999999999,11.0000000320001,641.98439938766,20.999164193131,17.9998607371499,188.985094653944,544.93939593784
Geomys tropicalis,2.325,4.86875000000003,0.199999999999999,2.425,1.4355,5.5,46.0008381327498,1475.0594968934,119.000141571491,54.00320510762,155.001261883489,520.007108940835
